negatives
"frozenset({'Q9UKB1', 'Q14671', 'Wnt'})"
"frozenset({'Wnt', 'P30443', 'P63092'})"
"frozenset({'O43683', 'Q15418', 'Wnt'})"
"frozenset({'Wnt', 'Q8IYQ7', 'Q3SYB3'})"
"frozenset({'Q99598', 'Wnt', 'Q96DV4'})"
"frozenset({'P48643', 'Wnt', 'Q8N6T7'})"
"frozenset({'P51965', 'Wnt', 'Q96EP1'})"
"frozenset({'Wnt', 'Q401N2', 'P52292'})"
"frozenset({'O14543', 'Wnt', 'P62424'})"
"frozenset({'Wnt', 'Q6P5Z2', 'Q9UBB9'})"
"frozenset({'O43318', 'Wnt', 'Q9C035'})"
"frozenset({'P48723', 'Wnt', 'P01375'})"
"frozenset({'Wnt', 'Q12857', 'P04075'})"
"frozenset({'P02768', 'Wnt', 'P10720'})"
"frozenset({'Q02878', 'Wnt', 'Q08211'})"
"frozenset({'Q8IWL3', 'Wnt', 'Q9H3G5'})"
"frozenset({'Q8IY92', 'Wnt', 'Q9UDV7'})"
"frozenset({'Q969K3', 'Wnt', 'Q9UM11'})"
"frozenset({'Wnt', 'P41091', 'O14980'})"
"frozenset({'Q9UH62', 'Wnt', 'P56945'})"
"frozenset({'Q96QR8', 'Wnt', 'P35244'})"
"frozenset({'Q15323', 'Q12815', 'Wnt'})"
"frozenset({'Q96AZ1', 'Q15915', 'Wnt'})"
"frozenset({'Wnt', 'P09104', 'Q99714'})"
"frozenset({'Q9BYM8', 'Wnt', 'P05060'})"
"frozenset({'Wnt', 'P05412', 'P40939'})"
"frozenset({'Q3LI72', 'Q16633', 'Wnt'})"
"frozenset({'Wnt', 'Q99460', 'P63220'})"
"frozenset({'Wnt', 'Q6PF06', 'Q9Y3D5'})"
"frozenset({'Wnt', 'P0C7P4', 'Q13228'})"
"frozenset({'Q5SNT2', 'Wnt', 'Q9NRD1'})"
"frozenset({'O75427', 'Q7Z3S9', 'Wnt'})"
"frozenset({'Wnt', 'Q9H9J2', 'P08670'})"
"frozenset({'Wnt', 'O96015', 'P60328'})"
"frozenset({'O15264', 'Wnt', 'P50150'})"
"frozenset({'Q92466', 'Wnt', 'P12956'})"
"frozenset({'Wnt', 'Q01167', 'P31276'})"
"frozenset({'Wnt', 'P68400', 'Q63ZY3'})"
"frozenset({'Q9NXR7', 'Wnt', 'Q2TAZ0'})"
"frozenset({'Q9NZC7', 'Wnt', 'P04637'})"
"frozenset({'O94830', 'Wnt', 'Q2NKX9'})"
"frozenset({'Wnt', 'P13612', 'O43633'})"
"frozenset({'P22612', 'Wnt', 'Q9UD71'})"
"frozenset({'P10074', 'Wnt', 'O43809'})"
"frozenset({'Wnt', 'P26232', 'Q504Q3'})"
"frozenset({'P07101', 'Wnt', 'P49137'})"
"frozenset({'P26651', 'Q15637', 'Wnt'})"
"frozenset({'Q5TGZ0', 'Wnt', 'Q9C0B0'})"
"frozenset({'Q8IY92', 'Wnt', 'O43847'})"
"frozenset({'O00151', 'Wnt', 'Q8TCS8'})"
"frozenset({'P55072', 'O15399', 'Wnt'})"
"frozenset({'Q86WP2', 'P63244', 'Wnt'})"
"frozenset({'O75056', 'P09038', 'Wnt'})"
"frozenset({'P27348', 'Wnt', 'P19338'})"
"frozenset({'P04843', 'Q8WX92', 'Wnt'})"
"frozenset({'P22612', 'Q8NGR9', 'Wnt'})"
"frozenset({'Wnt', 'Q9BUF5', 'Q14204'})"
"frozenset({'Wnt', 'Q9Y689', 'Q13185'})"
"frozenset({'P05549', 'P67809', 'Wnt'})"
"frozenset({'Q96LR5', 'Q99496', 'Wnt'})"
"frozenset({'Wnt', 'Q9Y376', 'O14874'})"
"frozenset({'O75147', 'Wnt', 'Q9NXF1'})"
"frozenset({'Q15424', 'Wnt', 'Q6K0P9'})"
"frozenset({'P78337', 'Q13285', 'Wnt'})"
"frozenset({'Wnt', 'Q401N2', 'P55082'})"
"frozenset({'Q07960', 'P42768', 'Wnt'})"
"frozenset({'Q92736', 'Wnt', 'P02768'})"
"frozenset({'Q14032', 'Q9Y620', 'Wnt'})"
"frozenset({'Q9UBN7', 'Wnt', 'P07550'})"
"frozenset({'Wnt', 'Q9UJ70', 'P50221'})"
"frozenset({'Wnt', 'P04629', 'Q9H7D7'})"
"frozenset({'O95260', 'Wnt', 'Q13315'})"
"frozenset({'Wnt', 'Q9NW38', 'Q8IYD8'})"
"frozenset({'P34998', 'P62158', 'Wnt'})"
"frozenset({'Q16543', 'Wnt', 'P04049'})"
"frozenset({'Wnt', 'Q99728', 'Q14566'})"
"frozenset({'P61626', 'Wnt', 'Q86XR8'})"
"frozenset({'Q13618', 'P14678', 'Wnt'})"
"frozenset({'Q12904', 'Wnt', 'Q16539'})"
"frozenset({'Q00839', 'P09651', 'Wnt'})"
"frozenset({'P51884', 'Wnt', 'P16112'})"
"frozenset({'Wnt', 'Q2M2I5', 'Q9H0R8'})"
"frozenset({'P42858', 'Wnt', 'P19086'})"
"frozenset({'Q8WV44', 'Wnt', 'P05067'})"
"frozenset({'P00519', 'Wnt', 'P12956'})"
"frozenset({'P60953', 'Q15311', 'Wnt'})"
"frozenset({'Q07955', 'Wnt', 'Q8WXA9'})"
"frozenset({'Q6ZU80', 'Wnt', 'Q9P209'})"
"frozenset({'P49368', 'Q99496', 'Wnt'})"
"frozenset({'P05109', 'Wnt', 'P04406'})"
"frozenset({'Wnt', 'Q9BRK4', 'O43741'})"
"frozenset({'Q6TGC4', 'Wnt', 'O43463'})"
"frozenset({'P67775', 'Wnt', 'Q9Y698'})"
"frozenset({'Q5T2W1', 'Q96S37', 'Wnt'})"
"frozenset({'Q6UN15', 'Wnt', 'P41227'})"
"frozenset({'Q92621', 'Wnt', 'Q9HCE1'})"
"frozenset({'Wnt', 'Q13043', 'Q05639'})"
"frozenset({'O43242', 'Wnt', 'Q9UKV8'})"
"frozenset({'Q9UQ35', 'P46782', 'Wnt'})"
"frozenset({'Wnt', 'O14777', 'Q6P597'})"
"frozenset({'P07942', 'Wnt', 'P62195'})"
"frozenset({'P18848', 'Wnt', 'P05129'})"
"frozenset({'Wnt', 'Q9HC52', 'Q96RU7'})"
"frozenset({'Q9UHC1', 'Q9P1Z9', 'Wnt'})"
"frozenset({'Q86VP6', 'Wnt', 'O14979'})"
"frozenset({'P06733', 'Wnt', 'Q9Y266'})"
"frozenset({'Wnt', 'Q8WXJ9', 'O75976'})"
"frozenset({'Wnt', 'Q7L2J0', 'P60709'})"
"frozenset({'Q14686', 'Wnt', 'Q9UPY3'})"
"frozenset({'Wnt', 'P08238', 'P23258'})"
"frozenset({'P41236', 'Wnt', 'P42785'})"
"frozenset({'Q15311', 'Wnt', 'O60437'})"
"frozenset({'P29353', 'Wnt', 'Q14CZ7'})"
"frozenset({'P24941', 'Wnt', 'Q8IZL9'})"
"frozenset({'P67809', 'Wnt', 'Q14204'})"
"frozenset({'Wnt', 'Q00169', 'Q9P0L0'})"
"frozenset({'Wnt', 'P56134', 'O75964'})"
"frozenset({'Wnt', 'Q99081', 'Q9Y2D9'})"
"frozenset({'Q8IYT8', 'Q04917', 'Wnt'})"
"frozenset({'Q96EP5', 'Wnt', 'P40121'})"
"frozenset({'O14654', 'Wnt', 'O14965'})"
"frozenset({'P62081', 'Wnt', 'Q13601'})"
"frozenset({'Wnt', 'P25963', 'Q99558'})"
"frozenset({'Wnt', 'P34897', 'P53778'})"
"frozenset({'Q86TI2', 'O00418', 'Wnt'})"
"frozenset({'Wnt', 'P19474', 'Q14457'})"
"frozenset({'Wnt', 'Q58EX7', 'P20618'})"
"frozenset({'P0DP23', 'P18433', 'Wnt'})"
"frozenset({'Q07157', 'Wnt', 'P04629'})"
"frozenset({'Q8IX90', 'P01106', 'Wnt'})"
"frozenset({'Q96J84', 'Wnt', 'P20036'})"
"frozenset({'Q96KC8', 'P58658', 'Wnt'})"
"frozenset({'P04629', 'Wnt', 'Q9NTK5'})"
"frozenset({'Wnt', 'O00330', 'Q09472'})"
"frozenset({'Q08117', 'Wnt', 'Q9HCE1'})"
"frozenset({'Q07890', 'P10398', 'Wnt'})"
"frozenset({'Wnt', 'P10073', 'Q9NWS9'})"
"frozenset({'Wnt', 'P62424', 'Q96L21'})"
"frozenset({'Wnt', 'P20339', 'Q3YEC7'})"
"frozenset({'Wnt', 'Q5SRE5', 'Q8NE63'})"
"frozenset({'O75365', 'Wnt', 'Q13257'})"
"frozenset({'Wnt', 'Q9NSE2', 'P48357'})"
"frozenset({'Wnt', 'Q14194', 'Q9NY59'})"
"frozenset({'P47929', 'Wnt', 'Q5MNZ9'})"
"frozenset({'P08670', 'Wnt', 'Q5TC82'})"
"frozenset({'Q8N122', 'Wnt', 'Q96EB6'})"
"frozenset({'P13984', 'Wnt', 'Q14966'})"
"frozenset({'P31947', 'Wnt', 'Q96PE2'})"
"frozenset({'Q13618', 'Q8N1N4', 'Wnt'})"
"frozenset({'Wnt', 'Q96CW1', 'P05412'})"
"frozenset({'O14949', 'O00303', 'Wnt'})"
"frozenset({'P18084', 'Wnt', 'Q3T8J9'})"
"frozenset({'Wnt', 'P61221', 'Q6P4A7'})"
"frozenset({'Q92633', 'Wnt', 'P16144'})"
"frozenset({'P26951', 'Q9NYY1', 'Wnt'})"
"frozenset({'P35222', 'Q92499', 'Wnt'})"
"frozenset({'Wnt', 'O43175', 'P78330'})"
"frozenset({'Q4LE39', 'Q01167', 'Wnt'})"
"frozenset({'P18848', 'P35638', 'Wnt'})"
"frozenset({'Wnt', 'Q9UKV8', 'P40429'})"
"frozenset({'Q96PL5', 'Wnt', 'Q4G0N4'})"
"frozenset({'Wnt', 'Q5BVD1', 'O43765'})"
"frozenset({'P19022', 'Wnt', 'P04629'})"
"frozenset({'P09466', 'Q5UIP0', 'Wnt'})"
"frozenset({'Q6W2J9', 'Wnt', 'Q7Z4N2'})"
"frozenset({'P23526', 'Q01726', 'Wnt'})"
"frozenset({'O95208', 'P21802', 'Wnt'})"
"frozenset({'Wnt', 'Q15717', 'P33991'})"
"frozenset({'Q96IP4', 'Wnt', 'O43278'})"
"frozenset({'Q8IYX3', 'Wnt', 'Q15834'})"
"frozenset({'Q99459', 'Q8N1F7', 'Wnt'})"
"frozenset({'Q9Y6E7', 'Wnt', 'Q9Y305'})"
"frozenset({'P08571', 'Wnt', 'P27986'})"
"frozenset({'Q9BSL1', 'Wnt', 'P23193'})"
"frozenset({'Q15319', 'Q15323', 'Wnt'})"
"frozenset({'Q9NY35', 'Wnt', 'P49286'})"
"frozenset({'Q02156', 'P45880', 'Wnt'})"
"frozenset({'Q96Q15', 'Q00005', 'Wnt'})"
"frozenset({'O00560', 'Wnt', 'Q5VSY0'})"
"frozenset({'Wnt', 'Q14134', 'P80723'})"
"frozenset({'Q9Y3D2', 'Q15717', 'Wnt'})"
"frozenset({'Q5UIP0', 'Wnt', 'Q13315'})"
"frozenset({'Q00839', 'Q6PGP7', 'Wnt'})"
"frozenset({'Wnt', 'Q6PFW1', 'Q9NQC7'})"
"frozenset({'P68366', 'Q9Y265', 'Wnt'})"
"frozenset({'P61244', 'Wnt', 'Q99719'})"
"frozenset({'O00541', 'Wnt', 'Q9BQG0'})"
"frozenset({'Q9NZM5', 'Wnt', 'Q8IXZ2'})"
"frozenset({'Q9BTM9', 'Wnt', 'Q7Z7A3'})"
"frozenset({'O15265', 'Wnt', 'Q9P209'})"
"frozenset({'P14866', 'Wnt', 'Q13418'})"
"frozenset({'Wnt', 'Q9BWG6', 'O75558'})"
"frozenset({'P62258', 'Q9ULC4', 'Wnt'})"
"frozenset({'O15111', 'Wnt', 'Q9Y6K9'})"
"frozenset({'Wnt', 'Q13618', 'P41214'})"
"frozenset({'Q15022', 'Wnt', 'Q7RTV0'})"
"frozenset({'P41159', 'Wnt', 'P08887'})"
"frozenset({'Q53HC9', 'Wnt', 'P17987'})"
"frozenset({'Q9P275', 'Wnt', 'Q9NVI1'})"
"frozenset({'P48634', 'Wnt', 'Q96CW5'})"
"frozenset({'P21731', 'P59768', 'Wnt'})"
"frozenset({'Q15154', 'P63104', 'Wnt'})"
"frozenset({'O75051', 'Q5VWQ8', 'Wnt'})"
"frozenset({'Q13618', 'Q9BVA1', 'Wnt'})"
"frozenset({'P46060', 'P01106', 'Wnt'})"
"frozenset({'P05556', 'Q07889', 'Wnt'})"
"frozenset({'P47755', 'Wnt', 'P62820'})"
"frozenset({'Q9BYV2', 'Q9NXR8', 'Wnt'})"
"frozenset({'Wnt', 'Q13535', 'Q9Y2W1'})"
"frozenset({'P48634', 'O00567', 'Wnt'})"
"frozenset({'P21917', 'Wnt', 'P50151'})"
"frozenset({'Q9UIS9', 'P29372', 'Wnt'})"
"frozenset({'Q14999', 'Wnt', 'Q16539'})"
"frozenset({'Q9BTM9', 'Wnt', 'Q2VPK5'})"
"frozenset({'P84103', 'Wnt', 'Q01130'})"
"frozenset({'Q9H444', 'Wnt', 'Q15369'})"
"frozenset({'Q9Y6E7', 'Wnt', 'Q7L2E3'})"
"frozenset({'Wnt', 'Q9NVV9', 'Q66PJ3'})"
"frozenset({'Wnt', 'Q9H0B6', 'P00441'})"
"frozenset({'Q06323', 'P48556', 'Wnt'})"
"frozenset({'P01106', 'Q7Z5N4', 'Wnt'})"
"frozenset({'P06730', 'Wnt', 'Q9NR45'})"
"frozenset({'Wnt', 'Q9UHD9', 'Q8IWL1'})"
"frozenset({'Q12972', 'Wnt', 'P31749'})"
"frozenset({'P11586', 'Wnt', 'Q9H492'})"
"frozenset({'P58557', 'Q9H2A9', 'Wnt'})"
"frozenset({'Wnt', 'P25787', 'Q9Y5K5'})"
"frozenset({'Q9HD26', 'Wnt', 'P08631'})"
"frozenset({'O95758', 'Wnt', 'O14908'})"
"frozenset({'Wnt', 'Q14653', 'P24928'})"
"frozenset({'P45983', 'Wnt', 'P22736'})"
"frozenset({'P62873', 'Q8NGK2', 'Wnt'})"
"frozenset({'O60870', 'Q9P2P5', 'Wnt'})"
"frozenset({'Wnt', 'P47755', 'P40939'})"
"frozenset({'Wnt', 'P17844', 'Q15428'})"
"frozenset({'Wnt', 'Q92841', 'Q6IQ23'})"
"frozenset({'Q96HA8', 'Q5BKX8', 'Wnt'})"
"frozenset({'Wnt', 'P12270', 'P26368'})"
"frozenset({'Wnt', 'O60353', 'O75197'})"
"frozenset({'P30711', 'Wnt', 'P49773'})"
"frozenset({'Wnt', 'Q13177', 'P62910'})"
"frozenset({'P62987', 'Wnt', 'Q96BY2'})"
"frozenset({'Wnt', 'P0DP25', 'Q15717'})"
"frozenset({'O95977', 'Wnt', 'P63096'})"
"frozenset({'P68431', 'Wnt', 'Q9H6F5'})"
"frozenset({'P18848', 'Wnt', 'Q14012'})"
"frozenset({'Q05682', 'Q96FW1', 'Wnt'})"
"frozenset({'P08571', 'Wnt', 'P11473'})"
"frozenset({'Q99496', 'Wnt', 'Q5TH69'})"
"frozenset({'Q6P2Q9', 'Wnt', 'Q9NRD1'})"
"frozenset({'P01106', 'Wnt', 'P22736'})"
"frozenset({'Wnt', 'Q9Y4E8', 'Q9Y6Y0'})"
"frozenset({'Q86Y82', 'Wnt', 'Q9BRR6'})"
"frozenset({'Q96C92', 'Wnt', 'Q9NRM7'})"
"frozenset({'Wnt', 'Q96Q07', 'Q9P0U4'})"
"frozenset({'Q8TD06', 'Wnt', 'Q8WXI3'})"
"frozenset({'Wnt', 'Q9UNE7', 'P08581'})"
"frozenset({'O14493', 'P56746', 'Wnt'})"
"frozenset({'Wnt', 'Q6PL18', 'Q14790'})"
"frozenset({'Wnt', 'Q9UER7', 'P40763'})"
"frozenset({'Q9GZZ9', 'Wnt', 'P13674'})"
"frozenset({'Q00839', 'Wnt', 'Q9NZI8'})"
"frozenset({'O00213', 'O60308', 'Wnt'})"
"frozenset({'Q9Y4K3', 'Wnt', 'O15455'})"
"frozenset({'Wnt', 'Q9UKV0', 'Q06413'})"
"frozenset({'P13747', 'Wnt', 'Q8IXK2'})"
"frozenset({'Wnt', 'O43660', 'O75533'})"
"frozenset({'P62873', 'Q96R48', 'Wnt'})"
"frozenset({'P84103', 'Wnt', 'Q93050'})"
"frozenset({'Q9BRX9', 'Wnt', 'Q562F6'})"
"frozenset({'P55036', 'Wnt', 'O75509'})"
"frozenset({'Q9Y584', 'A8MQ03', 'Wnt'})"
"frozenset({'Wnt', 'Q15047', 'Q8TB52'})"
"frozenset({'Q3LI72', 'A8MQ03', 'Wnt'})"
"frozenset({'Wnt', 'Q15361', 'Q9NRC8'})"
"frozenset({'Wnt', 'P08581', 'P42680'})"
"frozenset({'Q04837', 'Q86VP6', 'Wnt'})"
"frozenset({'O60939', 'Wnt', 'Q9UIA9'})"
"frozenset({'Q9BQ66', 'Wnt', 'P26992'})"
"frozenset({'Wnt', 'Q9UPG8', 'P13807'})"
"frozenset({'Q9BUJ2', 'Wnt', 'O43390'})"
"frozenset({'P09651', 'Q8IYB3', 'Wnt'})"
"frozenset({'Q08378', 'Wnt', 'Q71F23'})"
"frozenset({'Q06609', 'Q6UWZ7', 'Wnt'})"
"frozenset({'Wnt', 'Q6MZP7', 'Q09028'})"
"frozenset({'Q9BWP8', 'Wnt', 'Q9Y2U9'})"
"frozenset({'Q5T6F2', 'Wnt', 'P30044'})"
"frozenset({'Wnt', 'Q13263', 'Q9BZK7'})"
"frozenset({'Q8IYB3', 'Wnt', 'P48643'})"
"frozenset({'P37288', 'Wnt', 'P30679'})"
"frozenset({'Q9BY84', 'Wnt', 'Q14204'})"
"frozenset({'Q9Y5K6', 'P47756', 'Wnt'})"
"frozenset({'P01100', 'Wnt', 'P14625'})"
"frozenset({'Wnt', 'P01106', 'Q14203'})"
"frozenset({'O43156', 'Wnt', 'P42345'})"
"frozenset({'Wnt', 'P05067', 'P98173'})"
"frozenset({'P11388', 'Wnt', 'Q13535'})"
"frozenset({'Q96NX5', 'O43889', 'Wnt'})"
"frozenset({'P27635', 'Wnt', 'Q9BQ75'})"
"frozenset({'Wnt', 'Q9UHD4', 'Q9NZD8'})"
"frozenset({'Wnt', 'Q49AN0', 'Q9NRD5'})"
"frozenset({'P78527', 'O43156', 'Wnt'})"
"frozenset({'Q8WXH0', 'P05412', 'Wnt'})"
"frozenset({'Q93097', 'Q8N474', 'Wnt'})"
"frozenset({'Wnt', 'P11831', 'P68400'})"
"frozenset({'O95639', 'Q9NP77', 'Wnt'})"
"frozenset({'O00401', 'P18206', 'Wnt'})"
"frozenset({'Wnt', 'Q9UHB9', 'P49736'})"
"frozenset({'Q9H2C0', 'Q00839', 'Wnt'})"
"frozenset({'Q8TDM6', 'Wnt', 'O60504'})"
"frozenset({'Wnt', 'O43633', 'Q8NB16'})"
"frozenset({'P35626', 'Q8NGC4', 'Wnt'})"
"frozenset({'Wnt', 'O75832', 'Q9Y530'})"
"frozenset({'P06733', 'O14503', 'Wnt'})"
"frozenset({'P34998', 'P55089', 'Wnt'})"
"frozenset({'Q9H410', 'Q9Y2Z0', 'Wnt'})"
"frozenset({'Wnt', 'Q8NEU8', 'Q9BVC4'})"
"frozenset({'Q9UKA1', 'Wnt', 'Q96T76'})"
"frozenset({'Wnt', 'Q92905', 'Q8IY63'})"
"frozenset({'Wnt', 'Q9Y5S9', 'Q16666'})"
"frozenset({'Q7KZI7', 'Wnt', 'Q05513'})"
"frozenset({'O95429', 'Wnt', 'Q9NPI6'})"
"frozenset({'Wnt', 'Q969R5', 'O15379'})"
"frozenset({'O75147', 'Wnt', 'P49454'})"
"frozenset({'Wnt', 'Q13616', 'P49207'})"
"frozenset({'P62258', 'Q6R327', 'Wnt'})"
"frozenset({'Wnt', 'Q8N127', 'P49407'})"
"frozenset({'Wnt', 'Q8NEA9', 'Q8N6Y0'})"
"frozenset({'Wnt', 'O00506', 'P38919'})"
"frozenset({'Q9NYK5', 'Wnt', 'Q9BYD2'})"
"frozenset({'P50570', 'Wnt', 'Q9Y478'})"
"frozenset({'Q7Z407', 'Wnt', 'Q8NFH3'})"
"frozenset({'Q9NQC3', 'Wnt', 'Q96E22'})"
"frozenset({'P04629', 'Wnt', 'O75473'})"
"frozenset({'O95677', 'Q86V48', 'Wnt'})"
"frozenset({'Q9H3Z4', 'P43088', 'Wnt'})"
"frozenset({'P41218', 'Wnt', 'P53621'})"
"frozenset({'P82675', 'Wnt', 'Q9UBU9'})"
"frozenset({'Q9HAU4', 'Wnt', 'Q8N0X7'})"
"frozenset({'Wnt', 'P30501', 'Q9H2H9'})"
"frozenset({'Wnt', 'Q96S65', 'Q8TAU3'})"
"frozenset({'O15160', 'Wnt', 'Q9Y2Q3'})"
"frozenset({'Q9NZM3', 'Wnt', 'Q9BQD3'})"
"frozenset({'P20700', 'Wnt', 'Q9H3R5'})"
"frozenset({'Wnt', 'Q86VP6', 'Q99575'})"
"frozenset({'Q07889', 'Wnt', 'Q05397'})"
"frozenset({'Wnt', 'Q96EK4', 'O95619'})"
"frozenset({'Wnt', 'Q9P2I0', 'Q7Z6E9'})"
"frozenset({'P15927', 'Wnt', 'Q10570'})"
"frozenset({'O95467', 'O96017', 'Wnt'})"
"frozenset({'Q13618', 'Wnt', 'O95166'})"
"frozenset({'P11142', 'Wnt', 'Q99459'})"
"frozenset({'Q15714', 'Q5T3J3', 'Wnt'})"
"frozenset({'Q86WR7', 'Wnt', 'P60709'})"
"frozenset({'Q9Y496', 'Wnt', 'P27694'})"
"frozenset({'Q8IUQ4', 'Wnt', 'Q8TBK6'})"
"frozenset({'Q9UQ80', 'Q9HCE1', 'Wnt'})"
"frozenset({'Wnt', 'P08238', 'P07332'})"
"frozenset({'Wnt', 'Q92777', 'O75052'})"
"frozenset({'Wnt', 'P56537', 'P17252'})"
"frozenset({'Q13557', 'Wnt', 'Q9BXT2'})"
"frozenset({'Q9HCE1', 'Wnt', 'P26583'})"
"frozenset({'Wnt', 'O43353', 'Q4G148'})"
"frozenset({'Wnt', 'Q8IXH6', 'Q9H0R8'})"
"frozenset({'P52298', 'Wnt', 'Q13616'})"
"frozenset({'O00541', 'Wnt', 'O00139'})"
"frozenset({'Wnt', 'P09651', 'Q15843'})"
"frozenset({'Wnt', 'O75533', 'Q7RTV0'})"
"frozenset({'P78537', 'Wnt', 'P21246'})"
"frozenset({'P29084', 'Wnt', 'P19447'})"
"frozenset({'P09238', 'Q96GW7', 'Wnt'})"
"frozenset({'P51668', 'Wnt', 'P49841'})"
"frozenset({'P46782', 'Wnt', 'P61247'})"
"frozenset({'Q13618', 'Q9BYZ6', 'Wnt'})"
"frozenset({'P30301', 'Wnt', 'P02511'})"
"frozenset({'Wnt', 'Q6ZNA4', 'P07900'})"
"frozenset({'P35968', 'Q9GZV9', 'Wnt'})"
"frozenset({'Wnt', 'Q9H0W5', 'Q07666'})"
"frozenset({'Q9NX58', 'Wnt', 'P34947'})"
"frozenset({'Wnt', 'Q8TEY7', 'O95292'})"
"frozenset({'Wnt', 'Q8WTP8', 'Q86SE5'})"
"frozenset({'P22314', 'Wnt', 'P0CG13'})"
"frozenset({'Wnt', 'O95166', 'Q92522'})"
"frozenset({'Q969Q0', 'Wnt', 'P03372'})"
"frozenset({'B9A064', 'Wnt', 'P04629'})"
"frozenset({'Q8N865', 'Q99471', 'Wnt'})"
"frozenset({'P49761', 'Wnt', 'Q9HCE1'})"
"frozenset({'Q969P0', 'Wnt', 'Q9Y2T7'})"
"frozenset({'O75015', 'P30273', 'Wnt'})"
"frozenset({'Wnt', 'P61604', 'O76031'})"
"frozenset({'Wnt', 'P22694', 'Q8NGL6'})"
"frozenset({'P04259', 'Wnt', 'Q9BVG8'})"
"frozenset({'O14654', 'Wnt', 'Q13616'})"
"frozenset({'Q01844', 'Wnt', 'Q92839'})"
"frozenset({'Q13200', 'Wnt', 'O95817'})"
"frozenset({'P20783', 'Wnt', 'P29317'})"
"frozenset({'Wnt', 'P07948', 'Q9BXM9'})"
"frozenset({'Wnt', 'Q5T200', 'Q2KJY2'})"
"frozenset({'Wnt', 'P05388', 'P62910'})"
"frozenset({'P29692', 'P13693', 'Wnt'})"
"frozenset({'P18146', 'Wnt', 'O60282'})"
"frozenset({'P20823', 'Wnt', 'P01009'})"
"frozenset({'Q03989', 'Q9BQY4', 'Wnt'})"
"frozenset({'Wnt', 'Q7L5N1', 'Q9UK73'})"
"frozenset({'P46776', 'Wnt', 'P61247'})"
"frozenset({'Wnt', 'Q5VU43', 'A9UHW6'})"
"frozenset({'Wnt', 'Q08AG7', 'Q96RT8'})"
"frozenset({'Wnt', 'Q5BJF6', 'O15084'})"
"frozenset({'Wnt', 'P82979', 'P67870'})"
"frozenset({'Q9P2D3', 'Q15717', 'Wnt'})"
"frozenset({'P04629', 'Wnt', 'P19338'})"
"frozenset({'Q96DI7', 'Wnt', 'Q16531'})"
"frozenset({'Q6NZY4', 'Wnt', 'Q86W42'})"
"frozenset({'P18084', 'Wnt', 'Q16787'})"
"frozenset({'Q12996', 'Q9UKF6', 'Wnt'})"
"frozenset({'Wnt', 'O15496', 'A8MQ03'})"
"frozenset({'Wnt', 'Q05952', 'Q92624'})"
"frozenset({'Q8WTV0', 'Wnt', 'Q9P0N5'})"
"frozenset({'Q15560', 'Wnt', 'Q15742'})"
"frozenset({'Q16643', 'Wnt', 'Q9NYL9'})"
"frozenset({'Q13310', 'Wnt', 'P35244'})"
"frozenset({'Q6UN15', 'Wnt', 'P78362'})"
"frozenset({'Q9NYQ7', 'Wnt', 'O15020'})"
"frozenset({'P24941', 'Wnt', 'Q9BPX5'})"
"frozenset({'P42166', 'Wnt', 'O43765'})"
"frozenset({'Wnt', 'Q06187', 'P40939'})"
"frozenset({'P22612', 'Wnt', 'Q8NGX3'})"
"frozenset({'Wnt', 'P05412', 'Q8NI36'})"
"frozenset({'Q9UHV7', 'P78371', 'Wnt'})"
"frozenset({'P48431', 'Wnt', 'Q96L91'})"
"frozenset({'O43889', 'Wnt', 'Q99675'})"
"frozenset({'Wnt', 'P07900', 'P09619'})"
"frozenset({'Q8NEW0', 'P25942', 'Wnt'})"
"frozenset({'Wnt', 'Q9Y3D3', 'Q9UBB4'})"
"frozenset({'Q13618', 'Wnt', 'P62249'})"
"frozenset({'Q9UMS4', 'Wnt', 'Q9NX58'})"
"frozenset({'Q14766', 'Wnt', 'P24593'})"
"frozenset({'P18848', 'Wnt', 'O75807'})"
"frozenset({'P45983', 'Wnt', 'Q0VDF9'})"
"frozenset({'Q93034', 'Wnt', 'Q01130'})"
"frozenset({'O43295', 'Wnt', 'O60341'})"
"frozenset({'O15347', 'Wnt', 'P43034'})"
"frozenset({'O14548', 'Wnt', 'O00483'})"
"frozenset({'Q08999', 'Wnt', 'Q9NVH6'})"
"frozenset({'Q969G5', 'P42166', 'Wnt'})"
"frozenset({'Q5MNZ6', 'Wnt', 'P05067'})"
"frozenset({'Q96EQ8', 'Wnt', 'P61088'})"
"frozenset({'Wnt', 'O75594', 'Q9NP99'})"
"frozenset({'P30530', 'Wnt', 'P08238'})"
"frozenset({'Wnt', 'Q9H0Q3', 'Q9NVX0'})"
"frozenset({'Q8IYI6', 'Q8IXB3', 'Wnt'})"
"frozenset({'Q05519', 'Q9UMS4', 'Wnt'})"
"frozenset({'Wnt', 'P19419', 'Q02535'})"
"frozenset({'O00746', 'Wnt', 'Q9UIF7'})"
"frozenset({'Q14CS0', 'Q969W3', 'Wnt'})"
"frozenset({'Q5JRA6', 'Q15274', 'Wnt'})"
"frozenset({'O00628', 'Wnt', 'P61758'})"
"frozenset({'Wnt', 'Q15323', 'Q8IYE0'})"
"frozenset({'P14618', 'Wnt', 'P35520'})"
"frozenset({'O15534', 'Wnt', 'Q93062'})"
"frozenset({'Wnt', 'Q13618', 'Q8N5D0'})"
"frozenset({'P30408', 'P31689', 'Wnt'})"
"frozenset({'Wnt', 'O00468', 'Q5VTD9'})"
