negatives
"frozenset({'Q9Y624', 'TNFalpha', 'P12830'})"
"frozenset({'TNFalpha', 'P21730', 'P17252'})"
"frozenset({'Q8NGL9', 'P32121', 'TNFalpha'})"
"frozenset({'O15504', 'Q96EE3', 'TNFalpha'})"
"frozenset({'Q9HC21', 'TNFalpha', 'Q8WWC4'})"
"frozenset({'TNFalpha', 'P16520', 'P53778'})"
"frozenset({'P10636', 'P34932', 'TNFalpha'})"
"frozenset({'O15194', 'TNFalpha', 'O95863'})"
"frozenset({'P82914', 'O60488', 'TNFalpha'})"
"frozenset({'Q5JSZ5', 'P05067', 'TNFalpha'})"
"frozenset({'O75688', 'TNFalpha', 'P12755'})"
"frozenset({'Q86UX7', 'TNFalpha', 'Q9Y4E8'})"
"frozenset({'O14641', 'Q5BJF6', 'TNFalpha'})"
"frozenset({'Q92731', 'P49756', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P51668', 'Q14258'})"
"frozenset({'TNFalpha', 'P08047', 'Q02742'})"
"frozenset({'O60739', 'Q6PKG0', 'TNFalpha'})"
"frozenset({'Q9Y297', 'TNFalpha', 'Q9Y4E8'})"
"frozenset({'Q9UL03', 'Q9Y4K3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BUB5', 'P02686'})"
"frozenset({'P20674', 'TNFalpha', 'Q86UX7'})"
"frozenset({'Q7LC44', 'TNFalpha', 'Q16527'})"
"frozenset({'Q96FA3', 'Q96SB4', 'TNFalpha'})"
"frozenset({'P60709', 'Q9NYJ8', 'TNFalpha'})"
"frozenset({'Q8IYI6', 'Q9Y6H3', 'TNFalpha'})"
"frozenset({'O00560', 'Q13596', 'TNFalpha'})"
"frozenset({'Q01844', 'TNFalpha', 'P81877'})"
"frozenset({'Q96HT8', 'Q8TC20', 'TNFalpha'})"
"frozenset({'Q99853', 'TNFalpha', 'Q14683'})"
"frozenset({'P30050', 'TNFalpha', 'Q9UQ80'})"
"frozenset({'TNFalpha', 'Q9UJX4', 'Q9H6Y5'})"
"frozenset({'Q9Y5B9', 'TNFalpha', 'Q96ST2'})"
"frozenset({'P43220', 'Q5H8A4', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14490', 'Q9NZM3'})"
"frozenset({'Q9UHK0', 'O43854', 'TNFalpha'})"
"frozenset({'P61088', 'TNFalpha', 'Q9UBZ4'})"
"frozenset({'Q9Y4P8', 'Q92905', 'TNFalpha'})"
"frozenset({'Q9UM11', 'TNFalpha', 'Q9HCE7'})"
"frozenset({'Q9Y5S1', 'P05019', 'TNFalpha'})"
"frozenset({'Q13618', 'P32322', 'TNFalpha'})"
"frozenset({'P06213', 'O60258', 'TNFalpha'})"
"frozenset({'P17661', 'O43812', 'TNFalpha'})"
"frozenset({'Q8WXB1', 'TNFalpha', 'P11021'})"
"frozenset({'O75354', 'TNFalpha', 'Q9HAT2'})"
"frozenset({'P19634', 'TNFalpha', 'P15056'})"
"frozenset({'Q92793', 'O43474', 'TNFalpha'})"
"frozenset({'Q99439', 'P55795', 'TNFalpha'})"
"frozenset({'Q99873', 'O95947', 'TNFalpha'})"
"frozenset({'Q9BUI4', 'P05067', 'TNFalpha'})"
"frozenset({'O43390', 'P04150', 'TNFalpha'})"
"frozenset({'Q6RW13', 'Q8IWL3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04629', 'Q9ULK4'})"
"frozenset({'P15927', 'Q15907', 'TNFalpha'})"
"frozenset({'Q9P021', 'TNFalpha', 'Q92796'})"
"frozenset({'O14543', 'TNFalpha', 'Q9Y286'})"
"frozenset({'Q9H2C0', 'P11532', 'TNFalpha'})"
"frozenset({'P17947', 'TNFalpha', 'P05107'})"
"frozenset({'Q7Z434', 'Q96AX9', 'TNFalpha'})"
"frozenset({'Q8TDD5', 'O43292', 'TNFalpha'})"
"frozenset({'O43318', 'TNFalpha', 'Q9HC29'})"
"frozenset({'Q8N205', 'P33176', 'TNFalpha'})"
"frozenset({'Q8N9N5', 'TNFalpha', 'Q9UJD0'})"
"frozenset({'P33241', 'Q92876', 'TNFalpha'})"
"frozenset({'Q13618', 'Q14247', 'TNFalpha'})"
"frozenset({'P18146', 'Q07812', 'TNFalpha'})"
"frozenset({'Q13188', 'TNFalpha', 'O14980'})"
"frozenset({'P63208', 'TNFalpha', 'Q13503'})"
"frozenset({'Q86Y56', 'TNFalpha', 'P04629'})"
"frozenset({'P01112', 'TNFalpha', 'P27986'})"
"frozenset({'O15075', 'Q5TCZ1', 'TNFalpha'})"
"frozenset({'Q16566', 'Q06330', 'TNFalpha'})"
"frozenset({'Q96Q40', 'TNFalpha', 'Q13451'})"
"frozenset({'Q9Y287', 'Q58DX5', 'TNFalpha'})"
"frozenset({'P26641', 'Q8IYL3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P49407', 'A6NJZ3'})"
"frozenset({'O95373', 'TNFalpha', 'Q86VP6'})"
"frozenset({'P13612', 'Q5W186', 'TNFalpha'})"
"frozenset({'Q9H9H4', 'Q96GM5', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O60739', 'P25787'})"
"frozenset({'TNFalpha', 'P00533', 'O94973'})"
"frozenset({'Q9UJ70', 'TNFalpha', 'Q96GD4'})"
"frozenset({'TNFalpha', 'Q9UQE7', 'P46940'})"
"frozenset({'P25490', 'Q01201', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P20339', 'Q5XKP0'})"
"frozenset({'P10606', 'P14373', 'TNFalpha'})"
"frozenset({'Q9GZT8', 'P15531', 'TNFalpha'})"
"frozenset({'P23743', 'TNFalpha', 'O43913'})"
"frozenset({'P07550', 'TNFalpha', 'P21796'})"
"frozenset({'Q16531', 'TNFalpha', 'P38398'})"
"frozenset({'Q14164', 'O60506', 'TNFalpha'})"
"frozenset({'Q5VZ89', 'O60307', 'TNFalpha'})"
"frozenset({'Q86YZ3', 'Q15051', 'TNFalpha'})"
"frozenset({'O43567', 'P10589', 'TNFalpha'})"
"frozenset({'Q12967', 'P45983', 'TNFalpha'})"
"frozenset({'Q9NZ01', 'Q53GQ0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q3KNV8', 'O15212'})"
"frozenset({'Q8IZQ1', 'Q92569', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9H1Z9', 'Q7Z5P4'})"
"frozenset({'Q96EQ8', 'TNFalpha', 'Q9Y2X8'})"
"frozenset({'Q96HS1', 'O95831', 'TNFalpha'})"
"frozenset({'Q01113', 'TNFalpha', 'P01566'})"
"frozenset({'Q12962', 'Q15543', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13224', 'Q12959'})"
"frozenset({'TNFalpha', 'P36406', 'Q96CS2'})"
"frozenset({'TNFalpha', 'O75815', 'Q9Y286'})"
"frozenset({'Q9H773', 'Q49AN0', 'TNFalpha'})"
"frozenset({'Q9HBG4', 'TNFalpha', 'O95704'})"
"frozenset({'Q5SWW7', 'Q0VD86', 'TNFalpha'})"
"frozenset({'P27482', 'B2RC85', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y2X7', 'P04629'})"
"frozenset({'Q9Y6Q9', 'TNFalpha', 'Q969H0'})"
"frozenset({'Q9NWU1', 'P05067', 'TNFalpha'})"
"frozenset({'Q6ZUJ4', 'Q9Y605', 'TNFalpha'})"
"frozenset({'Q9NPL8', 'TNFalpha', 'P05067'})"
"frozenset({'Q96ST3', 'Q13573', 'TNFalpha'})"
"frozenset({'Q15583', 'P68104', 'TNFalpha'})"
"frozenset({'Q567U6', 'TNFalpha', 'O14972'})"
"frozenset({'TNFalpha', 'P49750', 'P05060'})"
"frozenset({'O43169', 'TNFalpha', 'P09651'})"
"frozenset({'P01130', 'P16671', 'TNFalpha'})"
"frozenset({'Q99447', 'P11177', 'TNFalpha'})"
"frozenset({'O60260', 'Q8N668', 'TNFalpha'})"
"frozenset({'P01116', 'TNFalpha', 'P05129'})"
"frozenset({'Q01780', 'Q99547', 'TNFalpha'})"
"frozenset({'P09067', 'O75694', 'TNFalpha'})"
"frozenset({'Q9Y6K9', 'Q9GZS1', 'TNFalpha'})"
"frozenset({'P84022', 'P35716', 'TNFalpha'})"
"frozenset({'Q9NZC7', 'TNFalpha', 'P06733'})"
"frozenset({'P21453', 'Q07108', 'TNFalpha'})"
"frozenset({'Q8NEA9', 'Q9UEU5', 'TNFalpha'})"
"frozenset({'Q02083', 'Q92824', 'TNFalpha'})"
"frozenset({'Q15149', 'TNFalpha', 'Q71U36'})"
"frozenset({'TNFalpha', 'Q3MII6', 'Q8TC76'})"
"frozenset({'Q14197', 'TNFalpha', 'Q9BYC8'})"
"frozenset({'TNFalpha', 'O75521', 'O95714'})"
"frozenset({'Q8NB78', 'TNFalpha', 'Q92560'})"
"frozenset({'Q16795', 'P00533', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96LC7', 'P06239'})"
"frozenset({'P0C5Y9', 'P62807', 'TNFalpha'})"
"frozenset({'Q9BQE9', 'P19784', 'TNFalpha'})"
"frozenset({'Q7Z2X4', 'Q99750', 'TNFalpha'})"
"frozenset({'Q9UKE5', 'P51991', 'TNFalpha'})"
"frozenset({'P02751', 'O00571', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P06493', 'Q8IZP0'})"
"frozenset({'Q9Y6K9', 'TNFalpha', 'Q71U36'})"
"frozenset({'Q13885', 'P36404', 'TNFalpha'})"
"frozenset({'A7KAX9', 'P62993', 'TNFalpha'})"
"frozenset({'P01112', 'P00540', 'TNFalpha'})"
"frozenset({'Q9UHB6', 'Q9Y3L5', 'TNFalpha'})"
"frozenset({'Q13838', 'P24941', 'TNFalpha'})"
"frozenset({'P80370', 'P11362', 'TNFalpha'})"
"frozenset({'Q6UXT9', 'TNFalpha', 'P21673'})"
"frozenset({'P19235', 'P23467', 'TNFalpha'})"
"frozenset({'Q96QZ7', 'Q96F86', 'TNFalpha'})"
"frozenset({'Q8N628', 'P35626', 'TNFalpha'})"
"frozenset({'O95644', 'Q14527', 'TNFalpha'})"
"frozenset({'Q13616', 'Q9HA90', 'TNFalpha'})"
"frozenset({'Q9NVC6', 'TNFalpha', 'Q9UHV7'})"
"frozenset({'P68871', 'Q9Y5K5', 'TNFalpha'})"
"frozenset({'P16220', 'TNFalpha', 'Q9H2X6'})"
"frozenset({'TNFalpha', 'Q99750', 'Q969U6'})"
"frozenset({'Q9UFG5', 'TNFalpha', 'Q9UQB8'})"
"frozenset({'O94842', 'TNFalpha', 'Q15459'})"
"frozenset({'P11387', 'Q01860', 'TNFalpha'})"
"frozenset({'O15144', 'TNFalpha', 'Q07889'})"
"frozenset({'TNFalpha', 'Q8IY63', 'Q53SF7'})"
"frozenset({'Q9Y3M2', 'TNFalpha', 'Q7Z401'})"
"frozenset({'P14555', 'P15374', 'TNFalpha'})"
"frozenset({'O95292', 'A5A3E0', 'TNFalpha'})"
"frozenset({'O43809', 'TNFalpha', 'P84090'})"
"frozenset({'TNFalpha', 'P00533', 'Q8NBJ4'})"
"frozenset({'P21333', 'TNFalpha', 'O43293'})"
"frozenset({'Q16795', 'TNFalpha', 'Q99496'})"
"frozenset({'O75937', 'TNFalpha', 'P09651'})"
"frozenset({'P51692', 'Q9BZS1', 'TNFalpha'})"
"frozenset({'P41208', 'P09429', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13253', 'P22003'})"
"frozenset({'Q14194', 'Q6NYC1', 'TNFalpha'})"
"frozenset({'P23508', 'TNFalpha', 'Q9HCI5'})"
"frozenset({'P49715', 'P10826', 'TNFalpha'})"
"frozenset({'Q96T49', 'TNFalpha', 'Q7L273'})"
"frozenset({'Q969U7', 'TNFalpha', 'P62195'})"
"frozenset({'P61006', 'Q13277', 'TNFalpha'})"
"frozenset({'Q9H8W4', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'Q701N4', 'P49639', 'TNFalpha'})"
"frozenset({'O60296', 'TNFalpha', 'Q9H0B6'})"
"frozenset({'Q8IU85', 'TNFalpha', 'P49411'})"
"frozenset({'Q06455', 'TNFalpha', 'P41182'})"
"frozenset({'P32189', 'P02746', 'TNFalpha'})"
"frozenset({'Q92731', 'P0DP24', 'TNFalpha'})"
"frozenset({'O94886', 'P17931', 'TNFalpha'})"
"frozenset({'Q03188', 'O95229', 'TNFalpha'})"
"frozenset({'Q9H9S0', 'Q09472', 'TNFalpha'})"
"frozenset({'P12111', 'P13612', 'TNFalpha'})"
"frozenset({'Q9BQG0', 'Q14137', 'TNFalpha'})"
"frozenset({'Q8TAP6', 'TNFalpha', 'Q9HC77'})"
"frozenset({'Q9H270', 'Q9P253', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96S94', 'P35240'})"
"frozenset({'P45984', 'Q9BQQ3', 'TNFalpha'})"
"frozenset({'Q96QU8', 'O60939', 'TNFalpha'})"
"frozenset({'P30153', 'TNFalpha', 'P19838'})"
"frozenset({'Q96A08', 'Q01105', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8N2W9', 'Q9H213'})"
"frozenset({'P55211', 'P31749', 'TNFalpha'})"
"frozenset({'P49910', 'TNFalpha', 'P60411'})"
"frozenset({'O75663', 'Q8WW35', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P19387', 'Q8TF05'})"
"frozenset({'P53618', 'TNFalpha', 'P41134'})"
"frozenset({'Q9C0F1', 'P40222', 'TNFalpha'})"
"frozenset({'Q13618', 'Q8WXX5', 'TNFalpha'})"
"frozenset({'O75449', 'Q9P2K6', 'TNFalpha'})"
"frozenset({'Q7L0Q8', 'TNFalpha', 'Q07960'})"
"frozenset({'Q9HD42', 'TNFalpha', 'O95630'})"
"frozenset({'Q9UQC2', 'Q08209', 'TNFalpha'})"
"frozenset({'O43741', 'TNFalpha', 'P58005'})"
"frozenset({'O94817', 'P62807', 'TNFalpha'})"
"frozenset({'Q9C0B0', 'TNFalpha', 'Q7Z417'})"
"frozenset({'TNFalpha', 'P05771', 'P35568'})"
"frozenset({'P09234', 'Q14103', 'TNFalpha'})"
"frozenset({'Q96RN5', 'Q01844', 'TNFalpha'})"
"frozenset({'P57081', 'TNFalpha', 'Q9Y570'})"
"frozenset({'TNFalpha', 'P11388', 'P46087'})"
"frozenset({'TNFalpha', 'Q86XR8', 'P36542'})"
"frozenset({'P12268', 'TNFalpha', 'P56537'})"
"frozenset({'Q15797', 'TNFalpha', 'Q96K83'})"
"frozenset({'P49736', 'Q6P1X6', 'TNFalpha'})"
"frozenset({'P10912', 'P23467', 'TNFalpha'})"
"frozenset({'Q9BRT9', 'P78318', 'TNFalpha'})"
"frozenset({'Q9UHV9', 'TNFalpha', 'P62136'})"
"frozenset({'P49116', 'TNFalpha', 'P10275'})"
"frozenset({'Q13217', 'TNFalpha', 'Q15084'})"
"frozenset({'Q16891', 'Q13286', 'TNFalpha'})"
"frozenset({'P41240', 'Q8TF42', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y5K8', 'Q08379'})"
"frozenset({'Q15742', 'TNFalpha', 'Q9BZW7'})"
"frozenset({'P62136', 'TNFalpha', 'P42262'})"
"frozenset({'Q92890', 'TNFalpha', 'P25963'})"
"frozenset({'Q92793', 'TNFalpha', 'P52948'})"
"frozenset({'Q15172', 'Q13153', 'TNFalpha'})"
"frozenset({'P23229', 'Q14055', 'TNFalpha'})"
"frozenset({'Q9UQ90', 'TNFalpha', 'O95273'})"
"frozenset({'P26599', 'Q9NX70', 'TNFalpha'})"
"frozenset({'P19827', 'P02751', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P49821', 'Q9Y5J7'})"
"frozenset({'Q86UT6', 'TNFalpha', 'O43889'})"
"frozenset({'Q5T4B2', 'TNFalpha', 'P22304'})"
"frozenset({'Q9BUI4', 'Q96PV4', 'TNFalpha'})"
"frozenset({'P05067', 'TNFalpha', 'Q9P0S3'})"
"frozenset({'P49674', 'O15055', 'TNFalpha'})"
"frozenset({'Q0ZGT2', 'Q9C019', 'TNFalpha'})"
"frozenset({'Q12800', 'Q5JZY3', 'TNFalpha'})"
"frozenset({'P78386', 'Q68G74', 'TNFalpha'})"
"frozenset({'Q13571', 'TNFalpha', 'Q92995'})"
"frozenset({'TNFalpha', 'Q96BY9', 'P21673'})"
"frozenset({'Q07960', 'TNFalpha', 'P12830'})"
"frozenset({'P26006', 'TNFalpha', 'Q9HBI1'})"
"frozenset({'P31948', 'O60884', 'TNFalpha'})"
"frozenset({'P60763', 'O43295', 'TNFalpha'})"
"frozenset({'TNFalpha', 'A6NEM1', 'Q9H4E7'})"
"frozenset({'Q15165', 'Q9NRD1', 'TNFalpha'})"
"frozenset({'Q13882', 'Q8N9I9', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9P2W3', 'P27361'})"
"frozenset({'O00459', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'P20809', 'Q13261', 'TNFalpha'})"
"frozenset({'P22681', 'TNFalpha', 'Q07889'})"
"frozenset({'Q96GS6', 'TNFalpha', 'Q15025'})"
"frozenset({'O75365', 'TNFalpha', 'P54709'})"
"frozenset({'P02786', 'Q6IQ23', 'TNFalpha'})"
"frozenset({'Q14444', 'Q9NRD1', 'TNFalpha'})"
"frozenset({'Q9H7L9', 'TNFalpha', 'Q9H0E3'})"
"frozenset({'Q8IVW6', 'Q12952', 'TNFalpha'})"
"frozenset({'P11464', 'Q16557', 'TNFalpha'})"
"frozenset({'Q9BVG8', 'Q96PU5', 'TNFalpha'})"
"frozenset({'O15027', 'P57078', 'TNFalpha'})"
"frozenset({'P55036', 'TNFalpha', 'P48556'})"
"frozenset({'O15511', 'P59998', 'TNFalpha'})"
"frozenset({'P15884', 'Q5JT25', 'TNFalpha'})"
"frozenset({'O15084', 'TNFalpha', 'P61218'})"
"frozenset({'O75964', 'P39656', 'TNFalpha'})"
"frozenset({'P38405', 'TNFalpha', 'O95918'})"
"frozenset({'P62714', 'TNFalpha', 'Q5VT06'})"
"frozenset({'TNFalpha', 'P62195', 'P11021'})"
"frozenset({'TNFalpha', 'P15498', 'Q71U36'})"
"frozenset({'O75379', 'O14662', 'TNFalpha'})"
"frozenset({'P62280', 'TNFalpha', 'P61254'})"
"frozenset({'P13639', 'TNFalpha', 'Q00987'})"
"frozenset({'Q13009', 'TNFalpha', 'P05129'})"
"frozenset({'P07477', 'Q8TEW0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O60684', 'P46087'})"
"frozenset({'O15162', 'TNFalpha', 'Q8WTR4'})"
"frozenset({'Q13158', 'P53355', 'TNFalpha'})"
"frozenset({'Q99728', 'TNFalpha', 'Q9Y4W2'})"
"frozenset({'P48431', 'TNFalpha', 'Q9HCK1'})"
"frozenset({'P35227', 'TNFalpha', 'P30279'})"
"frozenset({'P63151', 'TNFalpha', 'P02774'})"
"frozenset({'P0DMV8', 'TNFalpha', 'P23946'})"
"frozenset({'Q6P1J9', 'P07814', 'TNFalpha'})"
"frozenset({'P08670', 'P55211', 'TNFalpha'})"
"frozenset({'Q15562', 'TNFalpha', 'P30260'})"
"frozenset({'Q14494', 'Q9ULX9', 'TNFalpha'})"
"frozenset({'P50443', 'Q13423', 'TNFalpha'})"
"frozenset({'P33993', 'Q03252', 'TNFalpha'})"
"frozenset({'P51610', 'TNFalpha', 'Q92989'})"
"frozenset({'Q13469', 'TNFalpha', 'Q9P0L0'})"
"frozenset({'Q02156', 'P62070', 'TNFalpha'})"
"frozenset({'O76093', 'TNFalpha', 'P29317'})"
"frozenset({'TNFalpha', 'Q29RF7', 'Q07817'})"
"frozenset({'TNFalpha', 'O43765', 'P01889'})"
"frozenset({'O14595', 'Q8IXZ2', 'TNFalpha'})"
"frozenset({'Q04206', 'TNFalpha', 'P42229'})"
"frozenset({'Q15848', 'P49715', 'TNFalpha'})"
"frozenset({'P11279', 'Q8NHG7', 'TNFalpha'})"
"frozenset({'O15230', 'Q5VX71', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P60369', 'Q96E40'})"
"frozenset({'Q86XP3', 'Q99459', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8TAU3', 'Q5TD97'})"
"frozenset({'P47224', 'Q5VYK3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P42345', 'Q9UQ80'})"
"frozenset({'Q12959', 'P06493', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UJX6', 'O14640'})"
"frozenset({'Q15572', 'Q15573', 'TNFalpha'})"
"frozenset({'O75593', 'Q29RF7', 'TNFalpha'})"
"frozenset({'Q15147', 'P17948', 'TNFalpha'})"
"frozenset({'Q5JU00', 'TNFalpha', 'Q8WWK9'})"
"frozenset({'TNFalpha', 'O95721', 'O95758'})"
"frozenset({'P16403', 'P05412', 'TNFalpha'})"
"frozenset({'P62807', 'Q9UBN7', 'TNFalpha'})"
"frozenset({'O76081', 'P40222', 'TNFalpha'})"
"frozenset({'Q99062', 'TNFalpha', 'Q86WN2'})"
"frozenset({'P27695', 'Q96FW1', 'TNFalpha'})"
"frozenset({'P10636', 'TNFalpha', 'O75582'})"
"frozenset({'TNFalpha', 'Q9BS40', 'O75122'})"
"frozenset({'Q9H9J2', 'Q15005', 'TNFalpha'})"
"frozenset({'P60880', 'P00533', 'TNFalpha'})"
"frozenset({'O75899', 'TNFalpha', 'P61952'})"
"frozenset({'P84077', 'P07195', 'TNFalpha'})"
"frozenset({'Q07021', 'Q15628', 'TNFalpha'})"
"frozenset({'P14868', 'Q92569', 'TNFalpha'})"
"frozenset({'Q9BXH1', 'O14920', 'TNFalpha'})"
"frozenset({'Q14999', 'P61081', 'TNFalpha'})"
"frozenset({'Q5T3I0', 'Q9Y3Z3', 'TNFalpha'})"
"frozenset({'P51858', 'TNFalpha', 'O96019'})"
"frozenset({'P23258', 'Q96JB5', 'TNFalpha'})"
"frozenset({'P01106', 'Q9H9Y6', 'TNFalpha'})"
"frozenset({'P18850', 'TNFalpha', 'Q53ET0'})"
"frozenset({'P01111', 'TNFalpha', 'P62873'})"
"frozenset({'Q9BV73', 'P23396', 'TNFalpha'})"
"frozenset({'P0DP24', 'TNFalpha', 'Q9UKE5'})"
"frozenset({'Q03181', 'O60678', 'TNFalpha'})"
"frozenset({'Q09666', 'TNFalpha', 'P16949'})"
"frozenset({'Q9Y287', 'P30450', 'TNFalpha'})"
"frozenset({'Q6UB35', 'TNFalpha', 'P49662'})"
"frozenset({'P28340', 'P49005', 'TNFalpha'})"
"frozenset({'P15336', 'Q9UQM7', 'TNFalpha'})"
"frozenset({'P08195', 'Q9HAW0', 'TNFalpha'})"
"frozenset({'O60383', 'TNFalpha', 'Q96IZ7'})"
"frozenset({'P46109', 'TNFalpha', 'P29317'})"
"frozenset({'Q12926', 'Q6VAB6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O43236', 'Q13489'})"
"frozenset({'P49639', 'TNFalpha', 'Q9BYR3'})"
"frozenset({'O43143', 'TNFalpha', 'Q9Y3B4'})"
"frozenset({'P54259', 'TNFalpha', 'P04406'})"
"frozenset({'TNFalpha', 'Q13309', 'Q96Q27'})"
"frozenset({'P62249', 'TNFalpha', 'Q9H492'})"
"frozenset({'TNFalpha', 'P40222', 'P38398'})"
"frozenset({'Q9BUI4', 'Q9H1D9', 'TNFalpha'})"
"frozenset({'O75031', 'TNFalpha', 'Q96HB5'})"
"frozenset({'P16333', 'TNFalpha', 'Q9BYB0'})"
"frozenset({'P52292', 'O43148', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9H9Q2', 'Q13568'})"
"frozenset({'Q9UI30', 'Q9Y478', 'TNFalpha'})"
"frozenset({'P62191', 'Q06323', 'TNFalpha'})"
"frozenset({'Q9Y388', 'Q9BRD0', 'TNFalpha'})"
"frozenset({'P36405', 'O95831', 'TNFalpha'})"
"frozenset({'P17612', 'TNFalpha', 'P30953'})"
"frozenset({'P05067', 'TNFalpha', 'Q96AB3'})"
"frozenset({'P05412', 'TNFalpha', 'P82675'})"
"frozenset({'TNFalpha', 'P60372', 'Q96I27'})"
"frozenset({'TNFalpha', 'P30408', 'P11142'})"
"frozenset({'P60896', 'TNFalpha', 'P61289'})"
"frozenset({'P49336', 'P41182', 'TNFalpha'})"
"frozenset({'Q9H496', 'Q93034', 'TNFalpha'})"
"frozenset({'P06576', 'P16871', 'TNFalpha'})"
"frozenset({'O75616', 'Q9H8V3', 'TNFalpha'})"
"frozenset({'P60520', 'P12277', 'TNFalpha'})"
"frozenset({'Q8IWA4', 'Q96CS3', 'TNFalpha'})"
"frozenset({'Q3SXM5', 'Q8NBR6', 'TNFalpha'})"
"frozenset({'P26012', 'Q14055', 'TNFalpha'})"
"frozenset({'Q13478', 'Q86XR7', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96GG9', 'P36578'})"
"frozenset({'P30480', 'P55735', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q15910', 'Q5T6S3'})"
"frozenset({'O43615', 'Q8WYQ3', 'TNFalpha'})"
"frozenset({'Q9UL33', 'TNFalpha', 'Q9Y2L5'})"
"frozenset({'Q9NQS7', 'Q9UPP1', 'TNFalpha'})"
"frozenset({'P63000', 'Q9BVA6', 'TNFalpha'})"
"frozenset({'Q9NP92', 'TNFalpha', 'O95900'})"
"frozenset({'Q00796', 'P07195', 'TNFalpha'})"
"frozenset({'Q13618', 'P37198', 'TNFalpha'})"
"frozenset({'P06241', 'TNFalpha', 'Q9Y3S1'})"
"frozenset({'Q9HCE1', 'Q14774', 'TNFalpha'})"
"frozenset({'Q96EE3', 'Q12769', 'TNFalpha'})"
"frozenset({'Q9NRD1', 'TNFalpha', 'P52948'})"
"frozenset({'Q12800', 'Q9BZF1', 'TNFalpha'})"
"frozenset({'O00505', 'Q6PEW1', 'TNFalpha'})"
"frozenset({'Q13315', 'TNFalpha', 'P38935'})"
"frozenset({'P10912', 'TNFalpha', 'O60674'})"
"frozenset({'Q13618', 'Q9UKD2', 'TNFalpha'})"
"frozenset({'P23246', 'TNFalpha', 'P42226'})"
"frozenset({'P17027', 'TNFalpha', 'O76003'})"
"frozenset({'Q9BZR9', 'TNFalpha', 'Q9HC29'})"
"frozenset({'Q9Y5S9', 'TNFalpha', 'P61326'})"
"frozenset({'Q9BYU1', 'Q9Y6H1', 'TNFalpha'})"
"frozenset({'P13727', 'Q9HBE1', 'TNFalpha'})"
"frozenset({'P28482', 'P15498', 'TNFalpha'})"
"frozenset({'P60410', 'Q99895', 'TNFalpha'})"
"frozenset({'O14818', 'P35228', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96R06', 'Q9NX63'})"
"frozenset({'P01589', 'TNFalpha', 'P51692'})"
"frozenset({'P62917', 'TNFalpha', 'Q13148'})"
"frozenset({'Q8IWL3', 'O43716', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q969G2', 'P59910'})"
"frozenset({'F7VJQ1', 'Q08E93', 'TNFalpha'})"
"frozenset({'P62258', 'Q9H0R8', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BTL4', 'P49792'})"
"frozenset({'P21579', 'Q12846', 'TNFalpha'})"
"frozenset({'P27694', 'TNFalpha', 'O95714'})"
"frozenset({'Q9HBX8', 'Q8TBB1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O60488', 'O95573'})"
"frozenset({'TNFalpha', 'Q8NHC5', 'P62873'})"
"frozenset({'Q16821', 'TNFalpha', 'Q13263'})"
"frozenset({'Q96AQ8', 'Q8NE86', 'TNFalpha'})"
"frozenset({'Q13797', 'TNFalpha', 'P07942'})"
"frozenset({'Q96IF1', 'Q8N2X6', 'TNFalpha'})"
"frozenset({'O15160', 'Q15397', 'TNFalpha'})"
"frozenset({'P30480', 'TNFalpha', 'Q9NZI8'})"
"frozenset({'Q92622', 'Q8IZU0', 'TNFalpha'})"
