negatives
"frozenset({'P61960', 'Q96EK5', 'IL4'})"
"frozenset({'P14927', 'Q02878', 'IL4'})"
"frozenset({'Q14118', 'IL4', 'Q13474'})"
"frozenset({'P50222', 'O75093', 'IL4'})"
"frozenset({'P0DP24', 'IL4', 'P52888'})"
"frozenset({'P49841', 'IL4', 'Q9HB09'})"
"frozenset({'P49841', 'Q14449', 'IL4'})"
"frozenset({'Q15208', 'Q96SW2', 'IL4'})"
"frozenset({'P38936', 'Q9NRM7', 'IL4'})"
"frozenset({'Q9NRM6', 'O43734', 'IL4'})"
"frozenset({'Q99814', 'Q96RN5', 'IL4'})"
"frozenset({'Q96GN5', 'IL4', 'Q8NHQ1'})"
"frozenset({'P52594', 'IL4', 'Q9NZL4'})"
"frozenset({'P62714', 'Q16666', 'IL4'})"
"frozenset({'O95166', 'IL4', 'Q8IY81'})"
"frozenset({'P32121', 'Q8NGC9', 'IL4'})"
"frozenset({'Q9NRM7', 'Q7L9L4', 'IL4'})"
"frozenset({'P18206', 'P16871', 'IL4'})"
"frozenset({'Q9UNH7', 'P37023', 'IL4'})"
"frozenset({'Q53ET0', 'IL4', 'P49675'})"
"frozenset({'Q9BTW9', 'Q9H8Y8', 'IL4'})"
"frozenset({'Q9Y5L4', 'Q16643', 'IL4'})"
"frozenset({'P16234', 'P10721', 'IL4'})"
"frozenset({'Q9H171', 'Q9UBD5', 'IL4'})"
"frozenset({'Q96NL6', 'O75915', 'IL4'})"
"frozenset({'Q5TC82', 'P10809', 'IL4'})"
"frozenset({'Q9NVR2', 'IL4', 'Q9H0H0'})"
"frozenset({'P49848', 'P20226', 'IL4'})"
"frozenset({'P48051', 'Q9UBI6', 'IL4'})"
"frozenset({'P15880', 'IL4', 'Q13620'})"
"frozenset({'Q13043', 'P19338', 'IL4'})"
"frozenset({'P78537', 'IL4', 'Q96EV8'})"
"frozenset({'P18124', 'P62266', 'IL4'})"
"frozenset({'P21580', 'IL4', 'P51668'})"
"frozenset({'P61160', 'Q96EK5', 'IL4'})"
"frozenset({'Q7Z3Z2', 'IL4', 'Q14232'})"
"frozenset({'O95470', 'Q9NZ01', 'IL4'})"
"frozenset({'P05067', 'IL4', 'Q06587'})"
"frozenset({'O75083', 'Q9Y281', 'IL4'})"
"frozenset({'Q16629', 'Q86VP6', 'IL4'})"
"frozenset({'Q562F6', 'P01106', 'IL4'})"
"frozenset({'O95071', 'Q9H040', 'IL4'})"
"frozenset({'P51685', 'IL4', 'P63096'})"
"frozenset({'P08708', 'P62857', 'IL4'})"
"frozenset({'Q8IZD4', 'IL4', 'Q5RKV6'})"
"frozenset({'Q8IYS1', 'IL4', 'O14924'})"
"frozenset({'Q14258', 'IL4', 'O43399'})"
"frozenset({'Q8WXK4', 'Q15370', 'IL4'})"
"frozenset({'P18206', 'O95425', 'IL4'})"
"frozenset({'P63104', 'IL4', 'P08238'})"
"frozenset({'Q9NRW7', 'IL4', 'Q86X19'})"
"frozenset({'P08865', 'IL4', 'P27635'})"
"frozenset({'O60232', 'Q96JP2', 'IL4'})"
"frozenset({'Q6ZW49', 'P83111', 'IL4'})"
"frozenset({'Q86XR8', 'Q13813', 'IL4'})"
"frozenset({'O75165', 'IL4', 'Q9H1K0'})"
"frozenset({'Q8NHV9', 'IL4', 'Q99743'})"
"frozenset({'P17931', 'IL4', 'Q7Z3C6'})"
"frozenset({'Q9NPE6', 'Q8TC36', 'IL4'})"
"frozenset({'Q96EP5', 'IL4', 'Q15843'})"
"frozenset({'P31689', 'P46940', 'IL4'})"
"frozenset({'Q0PNE2', 'IL4', 'P49720'})"
"frozenset({'Q96HA1', 'IL4', 'O75694'})"
"frozenset({'Q53GS9', 'Q9BZR9', 'IL4'})"
"frozenset({'O75792', 'IL4', 'Q7Z304'})"
"frozenset({'IL4', 'P12532', 'Q8N335'})"
"frozenset({'P30260', 'P51955', 'IL4'})"
"frozenset({'P23769', 'IL4', 'Q8IUC1'})"
"frozenset({'Q6ZMR5', 'IL4', 'Q13105'})"
"frozenset({'Q71U36', 'Q96Q83', 'IL4'})"
"frozenset({'P62750', 'IL4', 'P46776'})"
"frozenset({'Q96GM8', 'IL4', 'Q13435'})"
"frozenset({'O60684', 'Q9Y6F8', 'IL4'})"
"frozenset({'P78527', 'P46527', 'IL4'})"
"frozenset({'O60307', 'Q8TC76', 'IL4'})"
"frozenset({'Q9UGI9', 'IL4', 'Q3LI72'})"
"frozenset({'Q16643', 'IL4', 'Q14126'})"
"frozenset({'Q9NWT6', 'Q96ST8', 'IL4'})"
"frozenset({'Q9UPQ0', 'IL4', 'P15927'})"
"frozenset({'P11388', 'IL4', 'P68400'})"
"frozenset({'P55795', 'IL4', 'Q9HCE1'})"
"frozenset({'Q02543', 'Q9UNX3', 'IL4'})"
"frozenset({'Q9Y333', 'Q6P2Q9', 'IL4'})"
"frozenset({'O75771', 'P57678', 'IL4'})"
"frozenset({'P38606', 'Q13421', 'IL4'})"
"frozenset({'P01568', 'P42701', 'IL4'})"
"frozenset({'Q14C86', 'IL4', 'P49674'})"
"frozenset({'Q8TED0', 'Q86WV1', 'IL4'})"
"frozenset({'Q03013', 'Q04724', 'IL4'})"
"frozenset({'Q9BVK2', 'Q9UBU9', 'IL4'})"
"frozenset({'P12931', 'IL4', 'O43613'})"
"frozenset({'P42338', 'Q9Y6W8', 'IL4'})"
"frozenset({'Q93009', 'Q9BZY9', 'IL4'})"
"frozenset({'P42702', 'IL4', 'P01562'})"
"frozenset({'O95429', 'IL4', 'Q9BYR3'})"
"frozenset({'P52597', 'Q00839', 'IL4'})"
"frozenset({'Q9BYJ4', 'P61086', 'IL4'})"
"frozenset({'P68036', 'Q969V5', 'IL4'})"
"frozenset({'Q15884', 'IL4', 'Q6ZT21'})"
"frozenset({'P38919', 'Q13618', 'IL4'})"
"frozenset({'Q9BT67', 'Q96J02', 'IL4'})"
"frozenset({'Q09472', 'IL4', 'Q9BUJ2'})"
"frozenset({'Q9NUT2', 'P21673', 'IL4'})"
"frozenset({'Q8TEK3', 'IL4', 'Q8N4C6'})"
"frozenset({'P54725', 'P49902', 'IL4'})"
"frozenset({'P14784', 'P61586', 'IL4'})"
"frozenset({'O95573', 'IL4', 'P00533'})"
"frozenset({'Q7Z5L9', 'IL4', 'Q14498'})"
"frozenset({'Q9NP79', 'Q7LBR1', 'IL4'})"
"frozenset({'P67809', 'O60216', 'IL4'})"
"frozenset({'Q8IWZ5', 'IL4', 'Q9NRQ2'})"
"frozenset({'P83876', 'O95400', 'IL4'})"
"frozenset({'P19320', 'IL4', 'P38159'})"
"frozenset({'IL4', 'O14980', 'P0CAP2'})"
"frozenset({'Q9BY12', 'IL4', 'Q9NYQ7'})"
"frozenset({'O95475', 'IL4', 'Q08117'})"
"frozenset({'P19320', 'P16949', 'IL4'})"
"frozenset({'P42345', 'P45983', 'IL4'})"
"frozenset({'P54253', 'Q9Y320', 'IL4'})"
"frozenset({'P52434', 'Q9H9Y6', 'IL4'})"
"frozenset({'Q15149', 'P08047', 'IL4'})"
"frozenset({'Q15397', 'IL4', 'Q9UKD2'})"
"frozenset({'Q9ULJ3', 'IL4', 'Q8N3F8'})"
"frozenset({'IL4', 'P51149', 'Q9HCC9'})"
"frozenset({'P62750', 'IL4', 'P46781'})"
"frozenset({'Q13526', 'O14965', 'IL4'})"
"frozenset({'Q8NGM1', 'O60262', 'IL4'})"
"frozenset({'P51116', 'Q8N684', 'IL4'})"
"frozenset({'Q08379', 'Q96GE4', 'IL4'})"
"frozenset({'P15559', 'Q9UBU9', 'IL4'})"
"frozenset({'P35998', 'Q9UBU9', 'IL4'})"
"frozenset({'P54803', 'IL4', 'Q9NW97'})"
"frozenset({'Q66LE6', 'Q8IYT8', 'IL4'})"
"frozenset({'P51692', 'P40763', 'IL4'})"
"frozenset({'P32121', 'IL4', 'Q8NGA8'})"
"frozenset({'Q08379', 'Q99469', 'IL4'})"
"frozenset({'Q14CW9', 'IL4', 'Q96EB6'})"
"frozenset({'Q99848', 'Q9GZL7', 'IL4'})"
"frozenset({'Q8NGB9', 'IL4', 'P35626'})"
"frozenset({'Q9Y2G2', 'Q14192', 'IL4'})"
"frozenset({'Q15185', 'IL4', 'Q9H2U1'})"
"frozenset({'Q13085', 'IL4', 'O00418'})"
"frozenset({'P19823', 'IL4', 'O15520'})"
"frozenset({'P38936', 'IL4', 'P67870'})"
"frozenset({'Q01860', 'Q9BSB4', 'IL4'})"
"frozenset({'O43291', 'Q9Y2U8', 'IL4'})"
"frozenset({'P12830', 'O00192', 'IL4'})"
"frozenset({'P48431', 'IL4', 'Q8N7H5'})"
"frozenset({'O43638', 'IL4', 'P14859'})"
"frozenset({'P41235', 'P48552', 'IL4'})"
"frozenset({'Q5BJF6', 'Q6ZU80', 'IL4'})"
"frozenset({'Q99728', 'Q96HS1', 'IL4'})"
"frozenset({'Q15717', 'IL4', 'P36508'})"
"frozenset({'Q8N0Z6', 'IL4', 'P10275'})"
"frozenset({'Q6ZQN5', 'P56178', 'IL4'})"
"frozenset({'IL4', 'Q9P2W3', 'Q8NGJ1'})"
"frozenset({'P30050', 'IL4', 'P60903'})"
"frozenset({'O43711', 'Q01974', 'IL4'})"
"frozenset({'Q8IUQ4', 'IL4', 'P25054'})"
"frozenset({'O43683', 'IL4', 'O95229'})"
"frozenset({'P55040', 'P01023', 'IL4'})"
"frozenset({'O14964', 'IL4', 'Q8IUR7'})"
"frozenset({'O00560', 'IL4', 'P0C7X1'})"
"frozenset({'P08237', 'IL4', 'O14964'})"
"frozenset({'P78314', 'Q9BZW8', 'IL4'})"
"frozenset({'Q6PCD5', 'Q9Y4L1', 'IL4'})"
"frozenset({'P63104', 'IL4', 'O75147'})"
"frozenset({'Q9UNF0', 'IL4', 'Q9UKS6'})"
"frozenset({'Q8N0U6', 'IL4', 'Q96K80'})"
"frozenset({'P19367', 'IL4', 'Q6IBS0'})"
"frozenset({'P21860', 'P31689', 'IL4'})"
"frozenset({'Q92783', 'P51116', 'IL4'})"
"frozenset({'Q9HAV0', 'IL4', 'Q92569'})"
"frozenset({'O95782', 'IL4', 'O14980'})"
"frozenset({'P11217', 'IL4', 'Q8NFD5'})"
"frozenset({'Q8IZU0', 'Q96GN5', 'IL4'})"
"frozenset({'Q09028', 'IL4', 'O14929'})"
"frozenset({'P60709', 'Q8N726', 'IL4'})"
"frozenset({'O75420', 'IL4', 'Q9BZF3'})"
"frozenset({'Q9P0U4', 'Q9UBL3', 'IL4'})"
"frozenset({'O15344', 'IL4', 'P67775'})"
"frozenset({'P07550', 'IL4', 'P55084'})"
"frozenset({'P61254', 'Q02878', 'IL4'})"
"frozenset({'Q68EM7', 'IL4', 'P60763'})"
"frozenset({'Q6NUN9', 'IL4', 'P06748'})"
"frozenset({'Q13554', 'IL4', 'Q01668'})"
"frozenset({'Q86XR8', 'IL4', 'P62913'})"
"frozenset({'IL4', 'Q7Z3K3', 'Q9NQ94'})"
"frozenset({'P01042', 'IL4', 'P08246'})"
"frozenset({'Q96T68', 'IL4', 'P68431'})"
"frozenset({'P28288', 'P01106', 'IL4'})"
"frozenset({'P78358', 'IL4', 'A6NI15'})"
"frozenset({'P04150', 'Q15773', 'IL4'})"
"frozenset({'P20338', 'IL4', 'O14944'})"
"frozenset({'Q8NHG8', 'P61077', 'IL4'})"
"frozenset({'Q6NZ36', 'IL4', 'P00441'})"
"frozenset({'Q86VP6', 'Q71UI9', 'IL4'})"
"frozenset({'P15336', 'P53567', 'IL4'})"
"frozenset({'Q16659', 'O76003', 'IL4'})"
"frozenset({'Q9UKB1', 'P51991', 'IL4'})"
"frozenset({'Q8N3F0', 'P62987', 'IL4'})"
"frozenset({'P23588', 'P60842', 'IL4'})"
"frozenset({'P62241', 'P61313', 'IL4'})"
"frozenset({'Q9C0F1', 'Q3B820', 'IL4'})"
"frozenset({'P45379', 'IL4', 'P07951'})"
"frozenset({'P53365', 'Q96HC4', 'IL4'})"
"frozenset({'Q99750', 'IL4', 'Q96H86'})"
"frozenset({'IL4', 'P33993', 'P60520'})"
"frozenset({'P39656', 'IL4', 'P21796'})"
"frozenset({'O14965', 'O75170', 'IL4'})"
"frozenset({'Q8NFY9', 'Q14978', 'IL4'})"
"frozenset({'P49458', 'P57678', 'IL4'})"
"frozenset({'Q92692', 'IL4', 'P55196'})"
"frozenset({'Q9ULK4', 'Q92610', 'IL4'})"
"frozenset({'Q13557', 'IL4', 'O43306'})"
"frozenset({'Q53S58', 'IL4', 'Q8TDD5'})"
"frozenset({'Q92905', 'Q96HS1', 'IL4'})"
"frozenset({'Q96HA1', 'O60711', 'IL4'})"
"frozenset({'Q14019', 'P23528', 'IL4'})"
"frozenset({'Q9H9P5', 'Q4J6C6', 'IL4'})"
"frozenset({'Q8IXJ6', 'Q12778', 'IL4'})"
"frozenset({'P13647', 'P62993', 'IL4'})"
"frozenset({'Q92734', 'Q8N8V2', 'IL4'})"
"frozenset({'Q8N7E2', 'Q99750', 'IL4'})"
"frozenset({'Q7Z7J5', 'Q7L590', 'IL4'})"
"frozenset({'Q13617', 'IL4', 'Q9C026'})"
"frozenset({'P49736', 'IL4', 'Q969S8'})"
"frozenset({'P06702', 'P40763', 'IL4'})"
"frozenset({'Q8NF64', 'IL4', 'O15126'})"
"frozenset({'O95900', 'Q14197', 'IL4'})"
"frozenset({'P61981', 'IL4', 'Q8IUD2'})"
"frozenset({'Q96C00', 'P59991', 'IL4'})"
"frozenset({'Q15717', 'Q96GX9', 'IL4'})"
"frozenset({'P49761', 'P54274', 'IL4'})"
"frozenset({'Q16643', 'P60953', 'IL4'})"
"frozenset({'O75935', 'IL4', 'O75369'})"
"frozenset({'Q9UNS2', 'Q9H0C5', 'IL4'})"
"frozenset({'Q8IWL3', 'P49005', 'IL4'})"
"frozenset({'P23471', 'P06239', 'IL4'})"
"frozenset({'Q9NR33', 'Q9NRF9', 'IL4'})"
"frozenset({'P05067', 'IL4', 'O60359'})"
"frozenset({'P01876', 'IL4', 'Q96CF2'})"
"frozenset({'Q04206', 'IL4', 'O60907'})"
"frozenset({'Q15717', 'IL4', 'Q14940'})"
"frozenset({'O95475', 'Q04724', 'IL4'})"
"frozenset({'P0DP23', 'IL4', 'Q15750'})"
"frozenset({'O75665', 'IL4', 'Q8N4C6'})"
"frozenset({'P13747', 'IL4', 'P43627'})"
"frozenset({'Q96G97', 'IL4', 'Q9H8W4'})"
"frozenset({'P62424', 'Q02878', 'IL4'})"
"frozenset({'Q9NYA1', 'IL4', 'P21333'})"
"frozenset({'P17480', 'IL4', 'Q00839'})"
"frozenset({'Q969R5', 'Q9NYW8', 'IL4'})"
"frozenset({'Q99717', 'IL4', 'O00255'})"
"frozenset({'O75503', 'IL4', 'P08254'})"
"frozenset({'P31946', 'P62807', 'IL4'})"
"frozenset({'Q9BXB4', 'P07948', 'IL4'})"
"frozenset({'B2RXH8', 'P09651', 'IL4'})"
"frozenset({'O43294', 'IL4', 'P40337'})"
"frozenset({'Q69YU3', 'IL4', 'Q8WUY9'})"
"frozenset({'Q92925', 'IL4', 'Q6STE5'})"
"frozenset({'P22735', 'Q14162', 'IL4'})"
"frozenset({'Q9NXR8', 'IL4', 'P55055'})"
"frozenset({'IL4', 'P26012', 'P17252'})"
"frozenset({'Q9NRD5', 'O14613', 'IL4'})"
"frozenset({'Q7Z3S7', 'IL4', 'Q16537'})"
"frozenset({'Q9NV70', 'Q9NRI5', 'IL4'})"
"frozenset({'P16949', 'Q13555', 'IL4'})"
"frozenset({'P19320', 'P04264', 'IL4'})"
"frozenset({'Q9NYG2', 'Q96PU5', 'IL4'})"
"frozenset({'P00374', 'P62942', 'IL4'})"
"frozenset({'P83436', 'IL4', 'O14964'})"
"frozenset({'P63098', 'IL4', 'Q14934'})"
"frozenset({'Q15554', 'O60522', 'IL4'})"
"frozenset({'P63208', 'Q9ULV4', 'IL4'})"
"frozenset({'Q9C0B0', 'IL4', 'P10586'})"
"frozenset({'O95793', 'IL4', 'P83731'})"
"frozenset({'O95185', 'IL4', 'P04629'})"
"frozenset({'Q9BYV6', 'Q96DC9', 'IL4'})"
"frozenset({'P15976', 'P17947', 'IL4'})"
"frozenset({'Q00653', 'IL4', 'P07900'})"
"frozenset({'Q9BYQ3', 'Q7Z3S9', 'IL4'})"
"frozenset({'Q6VN20', 'Q96S59', 'IL4'})"
"frozenset({'Q8WYQ9', 'IL4', 'P15173'})"
"frozenset({'Q9UHI6', 'IL4', 'P62316'})"
"frozenset({'P35368', 'IL4', 'Q03113'})"
"frozenset({'P63098', 'IL4', 'Q96LZ3'})"
"frozenset({'Q9UNK0', 'IL4', 'Q9P2W9'})"
"frozenset({'P45973', 'P52565', 'IL4'})"
"frozenset({'Q86VP1', 'Q9NWW6', 'IL4'})"
"frozenset({'Q96MM7', 'IL4', 'Q9NU53'})"
"frozenset({'P45984', 'P49768', 'IL4'})"
"frozenset({'Q86WC6', 'P62136', 'IL4'})"
"frozenset({'Q92730', 'P53365', 'IL4'})"
"frozenset({'Q01581', 'IL4', 'P06493'})"
"frozenset({'P23284', 'P49736', 'IL4'})"
"frozenset({'Q15022', 'IL4', 'Q9Y232'})"
"frozenset({'IL4', 'Q86SG6', 'Q8TDX7'})"
"frozenset({'Q02878', 'Q92901', 'IL4'})"
"frozenset({'P38646', 'Q96CW1', 'IL4'})"
"frozenset({'P05362', 'IL4', 'P16402'})"
"frozenset({'Q13098', 'Q86UV5', 'IL4'})"
"frozenset({'Q6PF18', 'IL4', 'O43482'})"
"frozenset({'Q9Y2L1', 'IL4', 'Q16181'})"
"frozenset({'Q15717', 'IL4', 'Q5W0V3'})"
"frozenset({'Q9H0M0', 'P16234', 'IL4'})"
"frozenset({'Q15742', 'IL4', 'O60504'})"
"frozenset({'O75365', 'IL4', 'O94874'})"
"frozenset({'O43464', 'P05814', 'IL4'})"
"frozenset({'Q9Y397', 'Q4KMG9', 'IL4'})"
"frozenset({'P54257', 'P42858', 'IL4'})"
"frozenset({'Q99807', 'P56381', 'IL4'})"
"frozenset({'Q8IZP0', 'Q5T124', 'IL4'})"
"frozenset({'P22694', 'A6NND4', 'IL4'})"
"frozenset({'Q15393', 'P68431', 'IL4'})"
"frozenset({'P59536', 'Q9UFN0', 'IL4'})"
"frozenset({'P35626', 'IL4', 'Q8NH92'})"
"frozenset({'P14373', 'IL4', 'Q7L273'})"
"frozenset({'P50991', 'P45983', 'IL4'})"
"frozenset({'P24941', 'Q14195', 'IL4'})"
"frozenset({'Q9UBN7', 'O15392', 'IL4'})"
"frozenset({'Q9BYQ4', 'IL4', 'P27658'})"
"frozenset({'Q8TBE0', 'P83916', 'IL4'})"
"frozenset({'Q9H3S7', 'IL4', 'O95235'})"
"frozenset({'Q149N8', 'P12004', 'IL4'})"
"frozenset({'Q07890', 'Q13480', 'IL4'})"
"frozenset({'P38398', 'IL4', 'Q06455'})"
"frozenset({'Q01130', 'Q8WVJ2', 'IL4'})"
"frozenset({'Q8IUQ4', 'IL4', 'O60333'})"
"frozenset({'P68366', 'IL4', 'P62979'})"
"frozenset({'P98170', 'P05455', 'IL4'})"
"frozenset({'P20962', 'Q8WVJ2', 'IL4'})"
"frozenset({'P11802', 'P49207', 'IL4'})"
"frozenset({'P11413', 'Q9NZL9', 'IL4'})"
"frozenset({'P41161', 'Q9HCE1', 'IL4'})"
"frozenset({'Q13501', 'P04629', 'IL4'})"
"frozenset({'Q15819', 'O75800', 'IL4'})"
"frozenset({'P19367', 'IL4', 'Q9NRC8'})"
"frozenset({'Q8IWL3', 'Q9UKA4', 'IL4'})"
"frozenset({'Q08379', 'Q7L590', 'IL4'})"
"frozenset({'P38432', 'IL4', 'Q8TBB1'})"
"frozenset({'Q92914', 'Q92997', 'IL4'})"
"frozenset({'Q99750', 'Q6ZVT0', 'IL4'})"
"frozenset({'Q13541', 'P53778', 'IL4'})"
"frozenset({'O43791', 'Q14161', 'IL4'})"
"frozenset({'Q5TC82', 'P46782', 'IL4'})"
"frozenset({'Q9UBF9', 'Q969Q1', 'IL4'})"
"frozenset({'P43146', 'P55211', 'IL4'})"
"frozenset({'P03372', 'Q9Y3R0', 'IL4'})"
"frozenset({'P60880', 'P33176', 'IL4'})"
"frozenset({'Q96BZ8', 'Q9HAT0', 'IL4'})"
"frozenset({'O15534', 'IL4', 'Q9BPZ3'})"
"frozenset({'IL4', 'P00533', 'P16083'})"
"frozenset({'O75530', 'IL4', 'P57740'})"
"frozenset({'Q9BTV5', 'IL4', 'P63218'})"
"frozenset({'P15884', 'Q9Y2A7', 'IL4'})"
"frozenset({'P17661', 'IL4', 'O95295'})"
"frozenset({'Q96H55', 'IL4', 'P52907'})"
"frozenset({'Q8TAP6', 'P46778', 'IL4'})"
"frozenset({'Q5T4B2', 'Q9BQY4', 'IL4'})"
"frozenset({'Q96A65', 'IL4', 'Q8IYI6'})"
"frozenset({'Q7Z7A1', 'P19387', 'IL4'})"
"frozenset({'P37231', 'P17676', 'IL4'})"
"frozenset({'Q9P0K8', 'IL4', 'O15090'})"
"frozenset({'Q14119', 'IL4', 'Q9H0C1'})"
"frozenset({'Q07817', 'O15304', 'IL4'})"
"frozenset({'P20290', 'IL4', 'P01889'})"
"frozenset({'Q9P0L0', 'Q9H0U4', 'IL4'})"
"frozenset({'P52655', 'P29083', 'IL4'})"
"frozenset({'P31146', 'Q14161', 'IL4'})"
"frozenset({'P54289', 'Q9Y287', 'IL4'})"
"frozenset({'Q7Z7M0', 'IL4', 'Q16557'})"
"frozenset({'Q96CW1', 'IL4', 'Q13435'})"
"frozenset({'P63208', 'P63146', 'IL4'})"
"frozenset({'Q8WYQ9', 'Q15717', 'IL4'})"
"frozenset({'O43542', 'Q96P70', 'IL4'})"
"frozenset({'Q7Z5H3', 'IL4', 'P60763'})"
"frozenset({'P48431', 'IL4', 'Q9H871'})"
"frozenset({'P46779', 'Q02878', 'IL4'})"
"frozenset({'P32302', 'O60674', 'IL4'})"
"frozenset({'Q9HC38', 'P12830', 'IL4'})"
"frozenset({'Q9UM11', 'O60729', 'IL4'})"
"frozenset({'P62987', 'P46527', 'IL4'})"
"frozenset({'O95500', 'Q8N6F1', 'IL4'})"
"frozenset({'P78527', 'IL4', 'P67775'})"
"frozenset({'Q96EY7', 'IL4', 'Q07021'})"
"frozenset({'Q00839', 'IL4', 'P82673'})"
"frozenset({'Q96RT8', 'IL4', 'Q8NHV4'})"
"frozenset({'Q00536', 'Q15078', 'IL4'})"
"frozenset({'Q5VZB9', 'P51692', 'IL4'})"
"frozenset({'P0DPB3', 'IL4', 'Q15751'})"
"frozenset({'Q13480', 'IL4', 'Q9UKW4'})"
"frozenset({'Q11130', 'IL4', 'P23771'})"
"frozenset({'Q15942', 'IL4', 'Q15437'})"
"frozenset({'Q9Y243', 'IL4', 'O60266'})"
"frozenset({'Q13596', 'P49736', 'IL4'})"
"frozenset({'O15131', 'P49448', 'IL4'})"
"frozenset({'P42765', 'Q9NPH2', 'IL4'})"
"frozenset({'Q13042', 'Q12888', 'IL4'})"
"frozenset({'P04843', 'P55072', 'IL4'})"
"frozenset({'Q70UQ0', 'Q8NBR6', 'IL4'})"
"frozenset({'Q15645', 'P30039', 'IL4'})"
"frozenset({'Q9Y297', 'IL4', 'Q9Y2D5'})"
"frozenset({'Q8N7W2', 'Q86V42', 'IL4'})"
"frozenset({'O94983', 'P61289', 'IL4'})"
"frozenset({'P52298', 'P16152', 'IL4'})"
"frozenset({'P68104', 'IL4', 'P54577'})"
"frozenset({'Q13263', 'Q9Y6K1', 'IL4'})"
"frozenset({'P29474', 'P50502', 'IL4'})"
"frozenset({'O14745', 'P12830', 'IL4'})"
"frozenset({'P36873', 'IL4', 'P31942'})"
"frozenset({'O75487', 'O60353', 'IL4'})"
"frozenset({'Q9H4L4', 'Q9Y5V3', 'IL4'})"
"frozenset({'P42858', 'P45880', 'IL4'})"
"frozenset({'P04899', 'IL4', 'P51684'})"
"frozenset({'P06400', 'IL4', 'Q00597'})"
"frozenset({'O60506', 'Q9NRD1', 'IL4'})"
"frozenset({'IL4', 'Q14974', 'Q16658'})"
"frozenset({'Q9Y2C9', 'IL4', 'P16671'})"
"frozenset({'Q96SI9', 'Q5S007', 'IL4'})"
"frozenset({'P61962', 'Q9UBC2', 'IL4'})"
"frozenset({'Q08AM6', 'IL4', 'P00533'})"
"frozenset({'P50222', 'IL4', 'Q9NVM6'})"
"frozenset({'Q9BPX1', 'IL4', 'Q8N9Q2'})"
"frozenset({'O95433', 'IL4', 'O75167'})"
"frozenset({'P50613', 'P24941', 'IL4'})"
"frozenset({'Q9UQE7', 'Q15393', 'IL4'})"
"frozenset({'P15336', 'IL4', 'P31949'})"
"frozenset({'O43852', 'IL4', 'O75147'})"
"frozenset({'P11940', 'P13639', 'IL4'})"
"frozenset({'Q4G163', 'Q9Y297', 'IL4'})"
"frozenset({'Q8WXK4', 'P35080', 'IL4'})"
"frozenset({'Q9UGU0', 'IL4', 'Q9BTC8'})"
"frozenset({'P11142', 'P49368', 'IL4'})"
"frozenset({'Q8IYD8', 'IL4', 'P63279'})"
"frozenset({'P05067', 'IL4', 'Q9BQW3'})"
"frozenset({'Q9UHC7', 'Q96B26', 'IL4'})"
"frozenset({'P20618', 'Q9BQ83', 'IL4'})"
"frozenset({'IL4', 'P13798', 'P01889'})"
"frozenset({'O14519', 'O75956', 'IL4'})"
"frozenset({'P56545', 'Q9NQ66', 'IL4'})"
"frozenset({'Q15038', 'IL4', 'Q9Y2X8'})"
"frozenset({'P16520', 'IL4', 'Q92569'})"
"frozenset({'Q9NR12', 'IL4', 'P48553'})"
"frozenset({'Q9Y275', 'IL4', 'P04440'})"
"frozenset({'Q92731', 'IL4', 'P50583'})"
"frozenset({'O95661', 'IL4', 'Q16254'})"
"frozenset({'Q15323', 'Q13330', 'IL4'})"
"frozenset({'P11940', 'O95817', 'IL4'})"
"frozenset({'P27540', 'IL4', 'P11166'})"
"frozenset({'Q96JG6', 'IL4', 'O43482'})"
"frozenset({'Q8N0S2', 'IL4', 'Q9BYM8'})"
"frozenset({'Q8WV93', 'IL4', 'O94760'})"
"frozenset({'Q5TC82', 'P52732', 'IL4'})"
"frozenset({'P26196', 'Q96F86', 'IL4'})"
"frozenset({'Q6ZRS2', 'Q9Y2G2', 'IL4'})"
"frozenset({'P12830', 'Q52LW3', 'IL4'})"
"frozenset({'O94788', 'O75475', 'IL4'})"
"frozenset({'Q8WVC0', 'P63146', 'IL4'})"
"frozenset({'P60033', 'Q9BUF5', 'IL4'})"
"frozenset({'Q96S38', 'P14921', 'IL4'})"
"frozenset({'O00257', 'Q96EY4', 'IL4'})"
"frozenset({'Q15691', 'P43034', 'IL4'})"
"frozenset({'Q96SN8', 'Q6P582', 'IL4'})"
"frozenset({'Q92830', 'P43363', 'IL4'})"
"frozenset({'Q7Z7K6', 'IL4', 'P06748'})"
"frozenset({'P15531', 'Q9UMW8', 'IL4'})"
"frozenset({'Q13885', 'Q96Q83', 'IL4'})"
"frozenset({'Q13315', 'Q15831', 'IL4'})"
"frozenset({'Q92630', 'P61962', 'IL4'})"
"frozenset({'P01891', 'IL4', 'Q9BUP0'})"
"frozenset({'Q13625', 'Q8TEW0', 'IL4'})"
"frozenset({'P27361', 'IL4', 'Q8TEY5'})"
"frozenset({'P62258', 'P18206', 'IL4'})"
"frozenset({'O95544', 'IL4', 'Q69YU3'})"
"frozenset({'Q9NWS0', 'IL4', 'Q7KZ85'})"
"frozenset({'O60684', 'P42224', 'IL4'})"
"frozenset({'IL4', 'Q6IBS0', 'Q8IV63'})"
"frozenset({'Q8ND04', 'P04629', 'IL4'})"
"frozenset({'IL4', 'Q16082', 'Q9H0I2'})"
"frozenset({'IL4', 'Q68CQ4', 'Q9C026'})"
"frozenset({'P63151', 'Q13698', 'IL4'})"
