negatives
"frozenset({'O14807', 'EGFR1', 'Q9P2W3'})"
"frozenset({'P07910', 'EGFR1', 'P02533'})"
"frozenset({'Q16827', 'P43405', 'EGFR1'})"
"frozenset({'P18847', 'P15336', 'EGFR1'})"
"frozenset({'Q96QD8', 'Q5VTU8', 'EGFR1'})"
"frozenset({'Q05655', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'Q96CS7', 'P78386', 'EGFR1'})"
"frozenset({'O00712', 'EGFR1', 'P08651'})"
"frozenset({'O43921', 'P04629', 'EGFR1'})"
"frozenset({'Q8WVT3', 'EGFR1', 'Q7Z392'})"
"frozenset({'O00571', 'P49450', 'EGFR1'})"
"frozenset({'P14923', 'EGFR1', 'Q9BX46'})"
"frozenset({'P14635', 'Q9UPT9', 'EGFR1'})"
"frozenset({'Q9H4Y5', 'EGFR1', 'Q96KP4'})"
"frozenset({'Q8IZL8', 'EGFR1', 'Q9NR30'})"
"frozenset({'O94874', 'EGFR1', 'P01375'})"
"frozenset({'P20809', 'EGFR1', 'Q01344'})"
"frozenset({'Q9BSJ2', 'EGFR1', 'Q08AG7'})"
"frozenset({'Q9NQY0', 'EGFR1', 'Q9Y5X3'})"
"frozenset({'Q9Y4L1', 'Q9UBS4', 'EGFR1'})"
"frozenset({'P08069', 'P21583', 'EGFR1'})"
"frozenset({'Q9UPU3', 'Q15637', 'EGFR1'})"
"frozenset({'P37837', 'Q96AT9', 'EGFR1'})"
"frozenset({'Q9Y266', 'EGFR1', 'O00628'})"
"frozenset({'P60842', 'EGFR1', 'P02751'})"
"frozenset({'O75691', 'Q16666', 'EGFR1'})"
"frozenset({'Q9ULV0', 'EGFR1', 'Q9HCM3'})"
"frozenset({'Q93062', 'EGFR1', 'P05813'})"
"frozenset({'P09012', 'Q9BSE5', 'EGFR1'})"
"frozenset({'P31948', 'Q9UKT8', 'EGFR1'})"
"frozenset({'P11940', 'EGFR1', 'Q96GG9'})"
"frozenset({'P10242', 'Q13813', 'EGFR1'})"
"frozenset({'P60520', 'EGFR1', 'Q3SY84'})"
"frozenset({'P01106', 'Q9Y6J9', 'EGFR1'})"
"frozenset({'Q9BSL1', 'EGFR1', 'P78424'})"
"frozenset({'P19793', 'O76064', 'EGFR1'})"
"frozenset({'P49736', 'EGFR1', 'Q02543'})"
"frozenset({'P07741', 'EGFR1', 'Q9Y6K9'})"
"frozenset({'Q9BY49', 'EGFR1', 'Q03154'})"
"frozenset({'P13498', 'A8MVU1', 'EGFR1'})"
"frozenset({'Q15506', 'EGFR1', 'Q9P0M2'})"
"frozenset({'Q9Y6F9', 'EGFR1', 'Q9H461'})"
"frozenset({'A8MW92', 'O00629', 'EGFR1'})"
"frozenset({'Q9ULV4', 'P62745', 'EGFR1'})"
"frozenset({'P15336', 'O14867', 'EGFR1'})"
"frozenset({'Q13535', 'Q9NZN8', 'EGFR1'})"
"frozenset({'Q16543', 'EGFR1', 'Q7L3B6'})"
"frozenset({'Q9ULV0', 'EGFR1', 'Q15907'})"
"frozenset({'EGFR1', 'O14965', 'Q6GQQ9'})"
"frozenset({'Q9BQ83', 'EGFR1', 'Q8IY92'})"
"frozenset({'Q15818', 'EGFR1', 'Q15717'})"
"frozenset({'P27361', 'EGFR1', 'Q9NPI6'})"
"frozenset({'P49407', 'Q8NGR3', 'EGFR1'})"
"frozenset({'O95292', 'EGFR1', 'Q9Y3E0'})"
"frozenset({'O75530', 'P26196', 'EGFR1'})"
"frozenset({'Q86X55', 'EGFR1', 'P53778'})"
"frozenset({'P04629', 'O00267', 'EGFR1'})"
"frozenset({'Q9UQE7', 'Q9UKV0', 'EGFR1'})"
"frozenset({'P46109', 'Q15717', 'EGFR1'})"
"frozenset({'Q9BPX3', 'EGFR1', 'Q9UBC2'})"
"frozenset({'Q96HP4', 'EGFR1', 'O43583'})"
"frozenset({'O43353', 'EGFR1', 'P34931'})"
"frozenset({'P55957', 'EGFR1', 'Q9UBR2'})"
"frozenset({'Q8NEM0', 'EGFR1', 'P51587'})"
"frozenset({'P30519', 'EGFR1', 'Q8TB96'})"
"frozenset({'Q8NGF0', 'EGFR1', 'P17612'})"
"frozenset({'Q9UHR4', 'Q9HC77', 'EGFR1'})"
"frozenset({'Q9UGP4', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'Q99598', 'EGFR1', 'Q5T280'})"
"frozenset({'Q14999', 'EGFR1', 'P18124'})"
"frozenset({'Q86VM9', 'Q9UBU9', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9UHD9', 'P30040'})"
"frozenset({'P49840', 'EGFR1', 'P13051'})"
"frozenset({'O75147', 'Q13428', 'EGFR1'})"
"frozenset({'P27658', 'EGFR1', 'Q96NS8'})"
"frozenset({'EGFR1', 'P47914', 'P12830'})"
"frozenset({'Q9H9S0', 'EGFR1', 'Q9ULM3'})"
"frozenset({'Q8NI51', 'EGFR1', 'P68431'})"
"frozenset({'EGFR1', 'O95140', 'Q9BT92'})"
"frozenset({'Q9UMX0', 'EGFR1', 'P03973'})"
"frozenset({'P46087', 'O95166', 'EGFR1'})"
"frozenset({'Q9NYU2', 'EGFR1', 'P30457'})"
"frozenset({'EGFR1', 'Q9Y2V2', 'Q9Y6X2'})"
"frozenset({'Q16531', 'EGFR1', 'Q13619'})"
"frozenset({'Q8TCJ0', 'P35579', 'EGFR1'})"
"frozenset({'P11021', 'EGFR1', 'Q9Y5L4'})"
"frozenset({'EGFR1', 'Q504Q3', 'Q7Z406'})"
"frozenset({'Q15910', 'EGFR1', 'P36542'})"
"frozenset({'Q8WXF1', 'O15294', 'EGFR1'})"
"frozenset({'P61964', 'EGFR1', 'Q9H8V3'})"
"frozenset({'P49639', 'EGFR1', 'P10276'})"
"frozenset({'Q16637', 'EGFR1', 'Q86YT6'})"
"frozenset({'Q96JM3', 'O95801', 'EGFR1'})"
"frozenset({'EGFR1', 'Q58WW2', 'Q13085'})"
"frozenset({'Q15008', 'Q8TAA3', 'EGFR1'})"
"frozenset({'Q13432', 'P61224', 'EGFR1'})"
"frozenset({'Q9UBU9', 'EGFR1', 'Q9NUQ3'})"
"frozenset({'P16871', 'P04350', 'EGFR1'})"
"frozenset({'O95644', 'Q92831', 'EGFR1'})"
"frozenset({'Q3LI76', 'EGFR1', 'P60410'})"
"frozenset({'Q92692', 'EGFR1', 'Q02952'})"
"frozenset({'Q9BS18', 'Q9HCE1', 'EGFR1'})"
"frozenset({'Q99460', 'EGFR1', 'Q06323'})"
"frozenset({'P20936', 'EGFR1', 'P54278'})"
"frozenset({'Q96S52', 'P28331', 'EGFR1'})"
"frozenset({'Q9UJX6', 'Q09472', 'EGFR1'})"
"frozenset({'O43676', 'P05067', 'EGFR1'})"
"frozenset({'Q92832', 'EGFR1', 'P68104'})"
"frozenset({'Q9BUN8', 'EGFR1', 'P40926'})"
"frozenset({'Q96BK5', 'EGFR1', 'Q9Y283'})"
"frozenset({'O43157', 'EGFR1', 'P57076'})"
"frozenset({'Q969T4', 'Q6UVK1', 'EGFR1'})"
"frozenset({'Q09472', 'EGFR1', 'Q6ZRS2'})"
"frozenset({'P78330', 'EGFR1', 'Q9NZI8'})"
"frozenset({'Q04760', 'EGFR1', 'P50222'})"
"frozenset({'Q6P9B6', 'Q53FA7', 'EGFR1'})"
"frozenset({'Q13153', 'Q9NPC7', 'EGFR1'})"
"frozenset({'Q15287', 'EGFR1', 'Q14498'})"
"frozenset({'EGFR1', 'Q86V81', 'P03372'})"
"frozenset({'P04222', 'EGFR1', 'Q9Y262'})"
"frozenset({'Q01664', 'EGFR1', 'P04637'})"
"frozenset({'EGFR1', 'P62841', 'P83731'})"
"frozenset({'P0DP25', 'Q9H0B3', 'EGFR1'})"
"frozenset({'Q9NZE8', 'Q9P0P8', 'EGFR1'})"
"frozenset({'EGFR1', 'O43248', 'P08047'})"
"frozenset({'Q9UBQ0', 'EGFR1', 'Q9BRG1'})"
"frozenset({'Q14201', 'EGFR1', 'Q9UFF9'})"
"frozenset({'P38398', 'EGFR1', 'P07864'})"
"frozenset({'EGFR1', 'Q58WW2', 'P08047'})"
"frozenset({'Q9Y4K3', 'EGFR1', 'P23284'})"
"frozenset({'O76021', 'EGFR1', 'P84098'})"
"frozenset({'P67809', 'P05549', 'EGFR1'})"
"frozenset({'P16885', 'Q9NP31', 'EGFR1'})"
"frozenset({'P38405', 'Q8NH79', 'EGFR1'})"
"frozenset({'P25490', 'EGFR1', 'P54274'})"
"frozenset({'Q86VM9', 'EGFR1', 'Q6W2J9'})"
"frozenset({'Q04917', 'EGFR1', 'O15078'})"
"frozenset({'EGFR1', 'P40189', 'Q9UBD9'})"
"frozenset({'P25788', 'EGFR1', 'P28070'})"
"frozenset({'P14635', 'EGFR1', 'O43488'})"
"frozenset({'P11021', 'P14866', 'EGFR1'})"
"frozenset({'O75083', 'EGFR1', 'P26368'})"
"frozenset({'Q86X19', 'EGFR1', 'Q5W0Z9'})"
"frozenset({'P16104', 'O00167', 'EGFR1'})"
"frozenset({'EGFR1', 'O43175', 'O75503'})"
"frozenset({'P30153', 'Q66LE6', 'EGFR1'})"
"frozenset({'EGFR1', 'O75821', 'Q504Q3'})"
"frozenset({'P20809', 'P38484', 'EGFR1'})"
"frozenset({'Q9BQ15', 'Q09472', 'EGFR1'})"
"frozenset({'P00738', 'Q9UMR2', 'EGFR1'})"
"frozenset({'P23258', 'EGFR1', 'P05387'})"
"frozenset({'Q658Y4', 'EGFR1', 'P01889'})"
"frozenset({'EGFR1', 'P26927', 'Q7L9L4'})"
"frozenset({'O95714', 'EGFR1', 'O75821'})"
"frozenset({'Q9H910', 'EGFR1', 'P12830'})"
"frozenset({'P60709', 'EGFR1', 'P06733'})"
"frozenset({'Q96GD4', 'Q9Y5B9', 'EGFR1'})"
"frozenset({'Q86U44', 'EGFR1', 'Q00013'})"
"frozenset({'O43920', 'EGFR1', 'O95169'})"
"frozenset({'EGFR1', 'O75251', 'O15239'})"
"frozenset({'EGFR1', 'Q562R1', 'P57740'})"
"frozenset({'Q92574', 'P27348', 'EGFR1'})"
"frozenset({'O43921', 'P17948', 'EGFR1'})"
"frozenset({'Q9UKV5', 'EGFR1', 'P49720'})"
"frozenset({'P10301', 'Q9UBI6', 'EGFR1'})"
"frozenset({'Q96CN5', 'Q7RTT3', 'EGFR1'})"
"frozenset({'P55072', 'EGFR1', 'P19838'})"
"frozenset({'O75478', 'EGFR1', 'Q13243'})"
"frozenset({'P62899', 'EGFR1', 'P61513'})"
"frozenset({'Q8WU20', 'O43597', 'EGFR1'})"
"frozenset({'Q8WV99', 'EGFR1', 'Q92878'})"
"frozenset({'P52209', 'EGFR1', 'Q9Y5S9'})"
"frozenset({'Q9Y5P8', 'P30154', 'EGFR1'})"
"frozenset({'P30304', 'O96017', 'EGFR1'})"
"frozenset({'P15153', 'EGFR1', 'O43639'})"
"frozenset({'P60709', 'P55884', 'EGFR1'})"
"frozenset({'Q9BZR9', 'O75604', 'EGFR1'})"
"frozenset({'P62899', 'EGFR1', 'O95433'})"
"frozenset({'P50150', 'EGFR1', 'Q5JWF2'})"
"frozenset({'Q8ND82', 'EGFR1', 'P45973'})"
"frozenset({'P26373', 'EGFR1', 'Q15910'})"
"frozenset({'Q8IZE3', 'EGFR1', 'Q9P0N5'})"
"frozenset({'Q14790', 'O15455', 'EGFR1'})"
"frozenset({'Q01831', 'EGFR1', 'Q01094'})"
"frozenset({'EGFR1', 'P84103', 'Q96SW2'})"
"frozenset({'Q96EK5', 'Q9C009', 'EGFR1'})"
"frozenset({'O43921', 'P29317', 'EGFR1'})"
"frozenset({'Q07627', 'P09211', 'EGFR1'})"
"frozenset({'Q8TAU3', 'Q8N6Y0', 'EGFR1'})"
"frozenset({'P80370', 'O60779', 'EGFR1'})"
"frozenset({'O75829', 'Q96JZ2', 'EGFR1'})"
"frozenset({'Q15435', 'EGFR1', 'Q16659'})"
"frozenset({'Q6RW13', 'EGFR1', 'P25208'})"
"frozenset({'Q15843', 'EGFR1', 'P04264'})"
"frozenset({'Q16082', 'EGFR1', 'P54296'})"
"frozenset({'P63172', 'Q03252', 'EGFR1'})"
"frozenset({'Q13753', 'P30101', 'EGFR1'})"
"frozenset({'Q5S007', 'P49792', 'EGFR1'})"
"frozenset({'Q9UK53', 'EGFR1', 'P52292'})"
"frozenset({'Q5TA79', 'EGFR1', 'Q9BYQ4'})"
"frozenset({'P55060', 'Q96CS3', 'EGFR1'})"
"frozenset({'O95822', 'EGFR1', 'Q9Y6E7'})"
"frozenset({'P46379', 'P10145', 'EGFR1'})"
"frozenset({'Q96KB5', 'EGFR1', 'Q96EP1'})"
"frozenset({'Q6ZNH5', 'EGFR1', 'Q63HR2'})"
"frozenset({'Q9UHF5', 'EGFR1', 'P09104'})"
"frozenset({'P61956', 'Q9P2K3', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9H461', 'P41221'})"
"frozenset({'Q04864', 'EGFR1', 'Q13748'})"
"frozenset({'EGFR1', 'Q92499', 'P51858'})"
"frozenset({'O94973', 'EGFR1', 'Q5H9R7'})"
"frozenset({'P59768', 'EGFR1', 'O95622'})"
"frozenset({'P01106', 'EGFR1', 'Q8N442'})"
"frozenset({'O15297', 'EGFR1', 'P46777'})"
"frozenset({'Q6W2J9', 'Q7Z4N2', 'EGFR1'})"
"frozenset({'EGFR1', 'Q92997', 'P35222'})"
"frozenset({'P83916', 'EGFR1', 'Q7Z3K3'})"
"frozenset({'Q9H3R5', 'EGFR1', 'Q92674'})"
"frozenset({'Q9NYU2', 'EGFR1', 'Q12888'})"
"frozenset({'Q9UKV8', 'Q99623', 'EGFR1'})"
"frozenset({'P35637', 'EGFR1', 'Q13243'})"
"frozenset({'Q13347', 'P04629', 'EGFR1'})"
"frozenset({'Q13630', 'EGFR1', 'P57721'})"
"frozenset({'P29074', 'EGFR1', 'P16455'})"
"frozenset({'P24043', 'Q496J9', 'EGFR1'})"
"frozenset({'P23634', 'EGFR1', 'P22612'})"
"frozenset({'P62424', 'P50914', 'EGFR1'})"
"frozenset({'P08865', 'Q6IQ23', 'EGFR1'})"
"frozenset({'O96014', 'P51654', 'EGFR1'})"
"frozenset({'P23946', 'P01584', 'EGFR1'})"
"frozenset({'Q8IUC1', 'EGFR1', 'O43593'})"
"frozenset({'Q02078', 'EGFR1', 'O15379'})"
"frozenset({'O95684', 'EGFR1', 'P22694'})"
"frozenset({'Q9UJU2', 'P17480', 'EGFR1'})"
"frozenset({'Q16891', 'Q13190', 'EGFR1'})"
"frozenset({'P57078', 'Q13114', 'EGFR1'})"
"frozenset({'Q7Z3S9', 'EGFR1', 'P16860'})"
"frozenset({'Q16665', 'EGFR1', 'Q96ST3'})"
"frozenset({'EGFR1', 'Q8WV28', 'P45985'})"
"frozenset({'P49761', 'EGFR1', 'Q9NQ29'})"
"frozenset({'Q9NRC8', 'EGFR1', 'Q86V81'})"
"frozenset({'P22736', 'EGFR1', 'P55273'})"
"frozenset({'Q86X19', 'Q5T7V8', 'EGFR1'})"
"frozenset({'P21917', 'EGFR1', 'Q9UK08'})"
"frozenset({'O60443', 'EGFR1', 'P21246'})"
"frozenset({'EGFR1', 'Q86US8', 'Q13362'})"
"frozenset({'EGFR1', 'Q9Y2S7', 'Q9NX40'})"
"frozenset({'P32927', 'EGFR1', 'P27986'})"
"frozenset({'O75298', 'EGFR1', 'Q96EZ8'})"
"frozenset({'Q14999', 'EGFR1', 'P84098'})"
"frozenset({'EGFR1', 'Q12834', 'Q8NI77'})"
"frozenset({'P16220', 'Q9Y243', 'EGFR1'})"
"frozenset({'P11586', 'Q16526', 'EGFR1'})"
"frozenset({'Q9NYZ3', 'EGFR1', 'Q13492'})"
"frozenset({'Q9NQC3', 'EGFR1', 'O15126'})"
"frozenset({'P49815', 'EGFR1', 'Q8N490'})"
"frozenset({'P78362', 'Q8WZ42', 'EGFR1'})"
"frozenset({'P68133', 'EGFR1', 'Q8WYL5'})"
"frozenset({'Q8NE79', 'EGFR1', 'P04792'})"
"frozenset({'P05783', 'EGFR1', 'O15027'})"
"frozenset({'Q6PKX4', 'Q6P1W5', 'EGFR1'})"
"frozenset({'Q8NF91', 'Q99459', 'EGFR1'})"
"frozenset({'EGFR1', 'Q6Y7W6', 'Q5U5Q3'})"
"frozenset({'Q96BY9', 'Q9NRS6', 'EGFR1'})"
"frozenset({'P01023', 'Q14576', 'EGFR1'})"
"frozenset({'Q14457', 'EGFR1', 'Q9H4G4'})"
"frozenset({'Q99816', 'O95429', 'EGFR1'})"
"frozenset({'Q96GY0', 'EGFR1', 'Q5SW79'})"
"frozenset({'Q8N6T3', 'Q9NP61', 'EGFR1'})"
"frozenset({'Q14247', 'EGFR1', 'P00533'})"
"frozenset({'Q9NY65', 'Q68D86', 'EGFR1'})"
"frozenset({'Q96HS1', 'EGFR1', 'P51784'})"
"frozenset({'P67775', 'EGFR1', 'P62333'})"
"frozenset({'Q92614', 'EGFR1', 'O75369'})"
"frozenset({'Q96HB5', 'EGFR1', 'O43639'})"
"frozenset({'Q9UBB4', 'EGFR1', 'P00533'})"
"frozenset({'Q9Y3M8', 'EGFR1', 'Q96QB1'})"
"frozenset({'Q8TCJ0', 'P35568', 'EGFR1'})"
"frozenset({'EGFR1', 'P29992', 'Q9UHK0'})"
"frozenset({'P06748', 'EGFR1', 'Q9Y4A5'})"
"frozenset({'Q9UJY5', 'EGFR1', 'O75369'})"
"frozenset({'Q9Y5B9', 'EGFR1', 'Q9NPJ6'})"
"frozenset({'Q8WVZ9', 'EGFR1', 'Q01085'})"
"frozenset({'P21580', 'EGFR1', 'P51617'})"
"frozenset({'Q15365', 'Q3MHD2', 'EGFR1'})"
"frozenset({'O75489', 'EGFR1', 'P36542'})"
"frozenset({'P15927', 'Q8IY67', 'EGFR1'})"
"frozenset({'Q9NQT5', 'EGFR1', 'Q7Z2W4'})"
"frozenset({'O60684', 'EGFR1', 'P36551'})"
"frozenset({'Q969Y2', 'EGFR1', 'Q6QNY1'})"
"frozenset({'EGFR1', 'Q9UFC0', 'Q13573'})"
"frozenset({'P05412', 'P10809', 'EGFR1'})"
"frozenset({'P50502', 'P0DMV8', 'EGFR1'})"
"frozenset({'Q9NVX0', 'Q9UBU9', 'EGFR1'})"
"frozenset({'P18848', 'EGFR1', 'P49841'})"
"frozenset({'Q8NDT2', 'Q9H0S4', 'EGFR1'})"
"frozenset({'P01106', 'EGFR1', 'Q9UBK5'})"
"frozenset({'Q02833', 'Q7LBR1', 'EGFR1'})"
"frozenset({'O43175', 'EGFR1', 'P24941'})"
"frozenset({'O15519', 'EGFR1', 'P62273'})"
"frozenset({'P11142', 'EGFR1', 'Q13618'})"
"frozenset({'O75182', 'EGFR1', 'O75081'})"
"frozenset({'P51665', 'EGFR1', 'O43396'})"
"frozenset({'Q9NTX7', 'EGFR1', 'P16403'})"
"frozenset({'Q8N9N5', 'P61244', 'EGFR1'})"
"frozenset({'Q9C0B0', 'O15258', 'EGFR1'})"
"frozenset({'Q14161', 'EGFR1', 'O94989'})"
"frozenset({'P23528', 'EGFR1', 'Q06830'})"
"frozenset({'Q96GM5', 'Q9BYV2', 'EGFR1'})"
"frozenset({'Q92633', 'O60512', 'EGFR1'})"
"frozenset({'O75381', 'EGFR1', 'Q92968'})"
"frozenset({'Q96N67', 'Q96HP0', 'EGFR1'})"
"frozenset({'P05067', 'Q13867', 'EGFR1'})"
"frozenset({'Q96E39', 'EGFR1', 'Q9NYF8'})"
"frozenset({'EGFR1', 'Q96DU9', 'Q92731'})"
"frozenset({'P04114', 'EGFR1', 'Q96QS3'})"
"frozenset({'Q99832', 'EGFR1', 'P40227'})"
"frozenset({'EGFR1', 'Q14157', 'P03372'})"
"frozenset({'Q9NX58', 'P19525', 'EGFR1'})"
"frozenset({'P14618', 'P05067', 'EGFR1'})"
"frozenset({'O43474', 'P37231', 'EGFR1'})"
"frozenset({'EGFR1', 'Q641Q2', 'Q9P2R3'})"
"frozenset({'EGFR1', 'Q13422', 'Q9UL17'})"
"frozenset({'O75553', 'Q8N8B7', 'EGFR1'})"
"frozenset({'Q6NVY1', 'EGFR1', 'P60981'})"
"frozenset({'P27361', 'EGFR1', 'Q8N490'})"
"frozenset({'P22455', 'EGFR1', 'Q07889'})"
"frozenset({'Q9UL26', 'EGFR1', 'Q9H1K0'})"
"frozenset({'Q15543', 'EGFR1', 'Q16695'})"
"frozenset({'EGFR1', 'Q5H9I0', 'P52732'})"
"frozenset({'Q6PI77', 'Q9C086', 'EGFR1'})"
"frozenset({'P36873', 'EGFR1', 'Q16643'})"
"frozenset({'P25205', 'P61981', 'EGFR1'})"
"frozenset({'P51668', 'EGFR1', 'Q12933'})"
"frozenset({'P49336', 'EGFR1', 'Q9UHC1'})"
"frozenset({'Q9H0W5', 'P53621', 'EGFR1'})"
"frozenset({'Q5W0Q7', 'EGFR1', 'P12273'})"
"frozenset({'EGFR1', 'Q9UER7', 'Q7Z5J4'})"
"frozenset({'P54646', 'O60825', 'EGFR1'})"
"frozenset({'P62256', 'EGFR1', 'P45974'})"
"frozenset({'Q9UBU9', 'EGFR1', 'Q9P241'})"
"frozenset({'O95817', 'Q9Y2Z0', 'EGFR1'})"
"frozenset({'P54284', 'P67775', 'EGFR1'})"
"frozenset({'Q15170', 'Q9H3H9', 'EGFR1'})"
"frozenset({'Q8NGG7', 'P62873', 'EGFR1'})"
"frozenset({'Q13769', 'EGFR1', 'Q9Y3C6'})"
"frozenset({'Q96Q83', 'Q15650', 'EGFR1'})"
"frozenset({'Q9NZV7', 'EGFR1', 'Q9BWG6'})"
"frozenset({'Q13546', 'O00635', 'EGFR1'})"
"frozenset({'P61221', 'EGFR1', 'Q70EL3'})"
"frozenset({'O43390', 'P31943', 'EGFR1'})"
"frozenset({'P18084', 'P05771', 'EGFR1'})"
"frozenset({'Q8TBB1', 'EGFR1', 'Q9NQU5'})"
"frozenset({'P46531', 'Q14839', 'EGFR1'})"
"frozenset({'Q8WV92', 'EGFR1', 'Q7LBR1'})"
"frozenset({'Q8TC76', 'Q9Y3M2', 'EGFR1'})"
"frozenset({'Q99966', 'EGFR1', 'P35222'})"
"frozenset({'EGFR1', 'P18124', 'P61927'})"
"frozenset({'Q09472', 'EGFR1', 'O95352'})"
"frozenset({'P62487', 'Q8N7H5', 'EGFR1'})"
"frozenset({'P04156', 'EGFR1', 'P08047'})"
"frozenset({'EGFR1', 'Q02880', 'P67870'})"
"frozenset({'EGFR1', 'Q9NPJ6', 'P35244'})"
"frozenset({'Q9UBN7', 'EGFR1', 'P17066'})"
"frozenset({'P46783', 'EGFR1', 'P60866'})"
"frozenset({'EGFR1', 'O00255', 'P35244'})"
"frozenset({'Q6ZUJ8', 'EGFR1', 'P42336'})"
"frozenset({'O95167', 'Q9Y6M9', 'EGFR1'})"
"frozenset({'O14980', 'EGFR1', 'Q16181'})"
"frozenset({'Q9BZH6', 'Q9H0R8', 'EGFR1'})"
"frozenset({'P53803', 'P05067', 'EGFR1'})"
"frozenset({'EGFR1', 'O75616', 'Q9P2R3'})"
"frozenset({'Q13813', 'EGFR1', 'P11308'})"
"frozenset({'O60245', 'P34925', 'EGFR1'})"
"frozenset({'Q8NGG4', 'P62873', 'EGFR1'})"
"frozenset({'Q8IZD2', 'P06493', 'EGFR1'})"
"frozenset({'Q15596', 'Q92831', 'EGFR1'})"
"frozenset({'EGFR1', 'Q6P2Q9', 'Q13573'})"
"frozenset({'Q9UKF6', 'EGFR1', 'Q9Y2Q3'})"
"frozenset({'Q9NZD8', 'Q15323', 'EGFR1'})"
"frozenset({'P43246', 'O15360', 'EGFR1'})"
"frozenset({'P43115', 'Q6NSJ2', 'EGFR1'})"
"frozenset({'Q99828', 'EGFR1', 'Q99683'})"
"frozenset({'Q9Y4H4', 'Q3LI73', 'EGFR1'})"
"frozenset({'P36873', 'EGFR1', 'P18124'})"
"frozenset({'Q14764', 'EGFR1', 'P04637'})"
"frozenset({'P51991', 'P13612', 'EGFR1'})"
"frozenset({'Q99879', 'Q96QV6', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8TD31', 'P40222'})"
"frozenset({'Q9HCE1', 'EGFR1', 'O94919'})"
"frozenset({'EGFR1', 'Q15973', 'P60370'})"
"frozenset({'Q6P0Q8', 'P04183', 'EGFR1'})"
"frozenset({'Q9UNF1', 'Q6Y7W6', 'EGFR1'})"
"frozenset({'O75787', 'Q86SQ0', 'EGFR1'})"
"frozenset({'Q6NUS6', 'Q9H6H4', 'EGFR1'})"
"frozenset({'Q9UHD2', 'EGFR1', 'O95786'})"
"frozenset({'O75306', 'EGFR1', 'Q99643'})"
"frozenset({'P20618', 'EGFR1', 'P62333'})"
"frozenset({'Q6IQ23', 'Q5TCX8', 'EGFR1'})"
"frozenset({'O94806', 'O43889', 'EGFR1'})"
"frozenset({'EGFR1', 'Q7L5N1', 'P62913'})"
"frozenset({'P19338', 'EGFR1', 'O75116'})"
"frozenset({'Q9UPE1', 'Q9Y2W1', 'EGFR1'})"
"frozenset({'P36406', 'EGFR1', 'Q14657'})"
"frozenset({'P61289', 'EGFR1', 'Q06323'})"
"frozenset({'P11021', 'EGFR1', 'Q9Y6K9'})"
"frozenset({'Q92993', 'EGFR1', 'O43255'})"
"frozenset({'Q12778', 'Q13948', 'EGFR1'})"
"frozenset({'Q15648', 'Q71F56', 'EGFR1'})"
"frozenset({'O94763', 'O00170', 'EGFR1'})"
"frozenset({'P50454', 'EGFR1', 'O15400'})"
"frozenset({'EGFR1', 'P02768', 'P00746'})"
"frozenset({'P51668', 'Q15386', 'EGFR1'})"
"frozenset({'P09493', 'EGFR1', 'P14625'})"
"frozenset({'P29590', 'Q5JVG8', 'EGFR1'})"
"frozenset({'Q12962', 'P51532', 'EGFR1'})"
"frozenset({'Q9BQ89', 'Q6ZW31', 'EGFR1'})"
"frozenset({'Q13227', 'Q9UJW0', 'EGFR1'})"
"frozenset({'O75604', 'EGFR1', 'P00533'})"
"frozenset({'EGFR1', 'P02533', 'P29353'})"
"frozenset({'Q5VWQ8', 'EGFR1', 'Q15628'})"
"frozenset({'Q9NZ81', 'Q9NQC3', 'EGFR1'})"
"frozenset({'O95573', 'Q6NUS6', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8N3L3', 'Q68CZ6'})"
"frozenset({'Q15811', 'EGFR1', 'P27986'})"
"frozenset({'EGFR1', 'P02751', 'Q9UNQ2'})"
"frozenset({'Q92769', 'EGFR1', 'Q12972'})"
"frozenset({'Q9Y2X8', 'EGFR1', 'Q9NS56'})"
"frozenset({'P12931', 'EGFR1', 'P47928'})"
"frozenset({'P55316', 'EGFR1', 'P42695'})"
"frozenset({'Q86VP6', 'EGFR1', 'Q7L2E3'})"
"frozenset({'P52907', 'Q13561', 'EGFR1'})"
"frozenset({'Q9P1Z3', 'Q9Y3Q4', 'EGFR1'})"
"frozenset({'Q86X55', 'EGFR1', 'O43247'})"
"frozenset({'P60371', 'EGFR1', 'Q5TA82'})"
"frozenset({'P60033', 'EGFR1', 'O60814'})"
"frozenset({'P04844', 'EGFR1', 'P11441'})"
"frozenset({'Q92858', 'P27361', 'EGFR1'})"
"frozenset({'P30153', 'EGFR1', 'Q16526'})"
"frozenset({'Q9H9D4', 'O43586', 'EGFR1'})"
"frozenset({'P43115', 'Q9NQ66', 'EGFR1'})"
"frozenset({'O95793', 'Q99459', 'EGFR1'})"
"frozenset({'P01876', 'EGFR1', 'P35030'})"
"frozenset({'EGFR1', 'P78337', 'P86479'})"
"frozenset({'EGFR1', 'Q6P2C8', 'P02771'})"
"frozenset({'Q14683', 'EGFR1', 'Q14566'})"
"frozenset({'Q07866', 'P62258', 'EGFR1'})"
"frozenset({'Q9BTX1', 'EGFR1', 'O43291'})"
"frozenset({'P40692', 'EGFR1', 'P12277'})"
