negatives
"frozenset({'Q6NUK4', 'P31947', 'Notch'})"
"frozenset({'Notch', 'Q8NGP8', 'P49407'})"
"frozenset({'Q5JSZ5', 'Q9C0B0', 'Notch'})"
"frozenset({'Notch', 'Q9UBT2', 'P01889'})"
"frozenset({'Notch', 'P11473', 'Q9ULK4'})"
"frozenset({'Notch', 'P49810', 'Q92542'})"
"frozenset({'P51449', 'P12931', 'Notch'})"
"frozenset({'Q96HD9', 'Q6PEX3', 'Notch'})"
"frozenset({'Notch', 'O75792', 'O95373'})"
"frozenset({'Notch', 'Q16270', 'Q9Y3E7'})"
"frozenset({'Notch', 'Q7L099', 'Q9P2B4'})"
"frozenset({'Q92769', 'Notch', 'Q9UKG1'})"
"frozenset({'Notch', 'P19623', 'Q14164'})"
"frozenset({'Notch', 'P04083', 'P04406'})"
"frozenset({'Notch', 'O15523', 'Q9BWH6'})"
"frozenset({'Notch', 'Q9NQU5', 'Q9HC98'})"
"frozenset({'Notch', 'Q14186', 'Q86VP6'})"
"frozenset({'Notch', 'Q8NFH5', 'O75147'})"
"frozenset({'Notch', 'Q92833', 'P48643'})"
"frozenset({'Notch', 'Q9BXJ9', 'P30480'})"
"frozenset({'P31948', 'Q86UK5', 'Notch'})"
"frozenset({'Notch', 'O43676', 'O96000'})"
"frozenset({'Notch', 'Q86Y82', 'Q7Z6J6'})"
"frozenset({'Notch', 'P53355', 'P51812'})"
"frozenset({'P09651', 'Q13835', 'Notch'})"
"frozenset({'Notch', 'P07996', 'Q16610'})"
"frozenset({'Q8IWL3', 'Q96I59', 'Notch'})"
"frozenset({'Notch', 'A0JLT2', 'Q9Y2X3'})"
"frozenset({'Notch', 'Q5BKU9', 'Q6NVY1'})"
"frozenset({'Notch', 'A6NGC4', 'Q96GX1'})"
"frozenset({'Notch', 'Q9UBF8', 'P29466'})"
"frozenset({'Notch', 'P06733', 'P24941'})"
"frozenset({'Notch', 'P20823', 'P01009'})"
"frozenset({'Notch', 'Q6NTE8', 'P20618'})"
"frozenset({'Q86VM9', 'Notch', 'P19784'})"
"frozenset({'Notch', 'Q86Y39', 'O14561'})"
"frozenset({'Notch', 'Q15004', 'P12270'})"
"frozenset({'Notch', 'P35219', 'P01860'})"
"frozenset({'Notch', 'O14654', 'Q96CW5'})"
"frozenset({'Notch', 'P84090', 'Q5TC82'})"
"frozenset({'Notch', 'Q6NXE6', 'P10909'})"
"frozenset({'Notch', 'Q96KN2', 'P05067'})"
"frozenset({'Notch', 'O95202', 'P04629'})"
"frozenset({'Notch', 'Q9NZZ3', 'P38606'})"
"frozenset({'Q13885', 'P60033', 'Notch'})"
"frozenset({'Notch', 'P46108', 'P18031'})"
"frozenset({'Notch', 'P10721', 'O14796'})"
"frozenset({'Notch', 'P62826', 'Q8WVL7'})"
"frozenset({'P09651', 'P11279', 'Notch'})"
"frozenset({'Q8WUI4', 'Notch', 'P10275'})"
"frozenset({'Notch', 'Q9HBI0', 'Q13683'})"
"frozenset({'Notch', 'Q8TAL5', 'B7ZAP0'})"
"frozenset({'Notch', 'Q96SQ5', 'Q9Y2D8'})"
"frozenset({'Notch', 'Q9Y2E5', 'Q9NRD1'})"
"frozenset({'Notch', 'Q9NZM3', 'Q5TGY3'})"
"frozenset({'Q8NB14', 'Notch', 'P52735'})"
"frozenset({'Notch', 'Q9UKR5', 'P33240'})"
"frozenset({'P26951', 'Notch', 'P20809'})"
"frozenset({'Notch', 'Q9Y2W1', 'Q15910'})"
"frozenset({'Notch', 'Q99436', 'O14965'})"
"frozenset({'P05198', 'Notch', 'Q99496'})"
"frozenset({'Notch', 'O15205', 'Q9H832'})"
"frozenset({'Notch', 'P35226', 'Q96EY7'})"
"frozenset({'Notch', 'Q9NPC6', 'Q16082'})"
"frozenset({'Q9UM47', 'P52943', 'Notch'})"
"frozenset({'Notch', 'P37840', 'P04406'})"
"frozenset({'Q9Y6K9', 'Notch', 'P35558'})"
"frozenset({'Notch', 'Q9NRC1', 'P25963'})"
"frozenset({'Notch', 'P52948', 'O95398'})"
"frozenset({'Q8TCT9', 'O95714', 'Notch'})"
"frozenset({'P20226', 'Q9NZ32', 'Notch'})"
"frozenset({'Notch', 'P28702', 'P20962'})"
"frozenset({'Notch', 'P09972', 'P0DMV8'})"
"frozenset({'Notch', 'P60369', 'Q8NDP4'})"
"frozenset({'Notch', 'Q96BY7', 'Q96DB2'})"
"frozenset({'P22694', 'Q06432', 'Notch'})"
"frozenset({'Notch', 'P49639', 'Q8WWZ8'})"
"frozenset({'P21246', 'Notch', 'Q99689'})"
"frozenset({'Notch', 'P01100', 'Q9H0I2'})"
"frozenset({'Notch', 'O95714', 'Q969F9'})"
"frozenset({'Notch', 'O43815', 'Q99832'})"
"frozenset({'P22626', 'Notch', 'P35222'})"
"frozenset({'Notch', 'P62241', 'P35268'})"
"frozenset({'Notch', 'Q8NE71', 'P56537'})"
"frozenset({'Notch', 'P42771', 'P63261'})"
"frozenset({'Notch', 'Q15014', 'P60709'})"
"frozenset({'Notch', 'P82673', 'Q9Y676'})"
"frozenset({'Notch', 'Q96II8', 'Q9NWS0'})"
"frozenset({'Notch', 'Q9C0B0', 'Q12796'})"
"frozenset({'Notch', 'Q01968', 'Q9H0U4'})"
"frozenset({'Q13488', 'Q9NUL7', 'Notch'})"
"frozenset({'Notch', 'P33992', 'P68104'})"
"frozenset({'Notch', 'Q9UGI0', 'Q7Z4V0'})"
"frozenset({'Notch', 'Q15555', 'Q9BTT6'})"
"frozenset({'Notch', 'P61088', 'Q13191'})"
"frozenset({'Notch', 'Q5TEU4', 'Q9NQZ5'})"
"frozenset({'Notch', 'P17980', 'Q99623'})"
"frozenset({'Notch', 'Q96KQ7', 'Q86UZ6'})"
"frozenset({'Notch', 'Q99677', 'Q9UBI6'})"
"frozenset({'Notch', 'Q16659', 'Q15773'})"
"frozenset({'Notch', 'Q9NZI8', 'Q9UHC7'})"
"frozenset({'Notch', 'P49736', 'Q969S8'})"
"frozenset({'Notch', 'Q8WWV3', 'Q9GZV5'})"
"frozenset({'P20645', 'Notch', 'O60664'})"
"frozenset({'Notch', 'Q9UGI8', 'P12814'})"
"frozenset({'Notch', 'P49759', 'P26368'})"
"frozenset({'Notch', 'P53999', 'Q9Y2L1'})"
"frozenset({'Notch', 'P61088', 'Q6PCD5'})"
"frozenset({'Notch', 'P08138', 'Q96MG7'})"
"frozenset({'Notch', 'Q15398', 'Q5JR59'})"
"frozenset({'Notch', 'P84101', 'Q9HAU5'})"
"frozenset({'Notch', 'P35998', 'O60260'})"
"frozenset({'Q9UN37', 'Q7LBR1', 'Notch'})"
"frozenset({'Notch', 'Q15390', 'Q13315'})"
"frozenset({'Q92734', 'Notch', 'O43186'})"
"frozenset({'Q13033', 'Q99832', 'Notch'})"
"frozenset({'Notch', 'Q99683', 'Q15691'})"
"frozenset({'Notch', 'O43929', 'Q9Y5N6'})"
"frozenset({'Notch', 'Q9P2M7', 'Q08AD1'})"
"frozenset({'Notch', 'P37198', 'P06748'})"
"frozenset({'Notch', 'P21333', 'Q6JQN1'})"
"frozenset({'Notch', 'P49257', 'P35606'})"
"frozenset({'P03372', 'Notch', 'P60468'})"
"frozenset({'Notch', 'Q9BUZ4', 'Q9BQQ3'})"
"frozenset({'Notch', 'Q9BV68', 'O43681'})"
"frozenset({'Q04864', 'Notch', 'Q5JVL4'})"
"frozenset({'Notch', 'Q92831', 'Q86X55'})"
"frozenset({'Notch', 'P00533', 'Q13561'})"
"frozenset({'Notch', 'P12956', 'O00505'})"
"frozenset({'P54577', 'Notch', 'Q6ZQN5'})"
"frozenset({'Notch', 'P51957', 'P01889'})"
"frozenset({'Notch', 'Q7Z2T5', 'P04629'})"
"frozenset({'Notch', 'O14974', 'P15927'})"
"frozenset({'Notch', 'P50222', 'Q71RS6'})"
"frozenset({'Q13813', 'Q9NP81', 'Notch'})"
"frozenset({'Notch', 'Q13748', 'P32121'})"
"frozenset({'Notch', 'O14920', 'P01100'})"
"frozenset({'Notch', 'P40222', 'Q15154'})"
"frozenset({'Notch', 'O00461', 'Q99871'})"
"frozenset({'Notch', 'P40227', 'P29692'})"
"frozenset({'Q96D09', 'Notch', 'P13727'})"
"frozenset({'Notch', 'Q9BVJ6', 'P06702'})"
"frozenset({'P05412', 'Notch', 'P09341'})"
"frozenset({'Q8IXL6', 'Notch', 'Q92932'})"
"frozenset({'Notch', 'Q9UKK6', 'Q9GZY0'})"
"frozenset({'Notch', 'Q9H8V3', 'Q6NYC8'})"
"frozenset({'Notch', 'P28908', 'P32971'})"
"frozenset({'Notch', 'P46781', 'P42677'})"
"frozenset({'P18074', 'O76071', 'Notch'})"
"frozenset({'Notch', 'P51610', 'O43889'})"
"frozenset({'Notch', 'P52597', 'P26368'})"
"frozenset({'Notch', 'Q9H4A9', 'P55058'})"
"frozenset({'Notch', 'P02751', 'P0DMV8'})"
"frozenset({'Notch', 'P55072', 'Q7KZI7'})"
"frozenset({'Notch', 'Q9BQE3', 'P60981'})"
"frozenset({'Notch', 'Q8IU57', 'P13725'})"
"frozenset({'Notch', 'Q02763', 'P35590'})"
"frozenset({'P22087', 'Notch', 'P32121'})"
"frozenset({'Notch', 'P07195', 'O95433'})"
"frozenset({'Notch', 'P42566', 'O76014'})"
"frozenset({'Notch', 'Q8IXJ6', 'Q8N157'})"
"frozenset({'Notch', 'P40337', 'P34932'})"
"frozenset({'P13051', 'Notch', 'P62807'})"
"frozenset({'Notch', 'Q13075', 'P55211'})"
"frozenset({'Notch', 'Q92538', 'Q9Y6Y0'})"
"frozenset({'Notch', 'P46527', 'P63208'})"
"frozenset({'Notch', 'Q15843', 'Q9UK99'})"
"frozenset({'P51665', 'O14818', 'Notch'})"
"frozenset({'Notch', 'Q08379', 'Q1MSJ5'})"
"frozenset({'Notch', 'Q9NZT1', 'Q14943'})"
"frozenset({'P19174', 'Notch', 'Q9H1R2'})"
"frozenset({'Notch', 'P00966', 'Q13107'})"
"frozenset({'Notch', 'P50406', 'Q96Q15'})"
"frozenset({'Notch', 'O43638', 'Q9UFC0'})"
"frozenset({'Notch', 'Q8NGH7', 'P32121'})"
"frozenset({'Q8IUB9', 'Q15915', 'Notch'})"
"frozenset({'Notch', 'P62910', 'P63173'})"
"frozenset({'Notch', 'P61353', 'Q92499'})"
"frozenset({'Notch', 'P14625', 'P51636'})"
"frozenset({'Notch', 'P07355', 'Q05086'})"
"frozenset({'Notch', 'Q86U38', 'P08473'})"
"frozenset({'Notch', 'Q01130', 'P14866'})"
"frozenset({'P67870', 'Notch', 'Q99873'})"
"frozenset({'Notch', 'Q93045', 'Q9UBT2'})"
"frozenset({'Notch', 'O14917', 'Q8WUW1'})"
"frozenset({'Notch', 'P50402', 'Q6ZNC8'})"
"frozenset({'Notch', 'Q9BYR8', 'P38936'})"
"frozenset({'P14373', 'P15622', 'Notch'})"
"frozenset({'O14910', 'Notch', 'Q02153'})"
"frozenset({'Notch', 'P06576', 'Q9NRD1'})"
"frozenset({'P26639', 'Notch', 'P30466'})"
"frozenset({'Notch', 'Q13535', 'Q13315'})"
"frozenset({'Notch', 'Q16288', 'Q92529'})"
"frozenset({'Notch', 'P11586', 'Q16540'})"
"frozenset({'Notch', 'P10276', 'Q13501'})"
"frozenset({'Q8NAP3', 'Q86Z20', 'Notch'})"
"frozenset({'Notch', 'O95274', 'Q86SE9'})"
"frozenset({'Notch', 'P51681', 'P19875'})"
"frozenset({'O14810', 'Q96DZ9', 'Notch'})"
"frozenset({'P12544', 'Notch', 'Q01105'})"
"frozenset({'Notch', 'Q8IZP0', 'P62993'})"
"frozenset({'Notch', 'Q14164', 'P61201'})"
"frozenset({'Notch', 'A6NDS4', 'Q99750'})"
"frozenset({'Notch', 'O14977', 'O15360'})"
"frozenset({'Notch', 'Q13393', 'Q15121'})"
"frozenset({'P15408', 'Notch', 'Q8WVZ9'})"
"frozenset({'Q96CW1', 'Notch', 'O75052'})"
"frozenset({'O75533', 'Q9HCE7', 'Notch'})"
"frozenset({'P59768', 'Notch', 'Q13698'})"
"frozenset({'Notch', 'P43034', 'Q08499'})"
"frozenset({'Q86XR2', 'O95817', 'Notch'})"
"frozenset({'Notch', 'P61513', 'P62857'})"
"frozenset({'P02775', 'Q92879', 'Notch'})"
"frozenset({'Q9NQY0', 'P20160', 'Notch'})"
"frozenset({'Notch', 'P12755', 'P78527'})"
"frozenset({'O95292', 'Notch', 'Q5VTQ0'})"
"frozenset({'Q13564', 'Q9BXM7', 'Notch'})"
"frozenset({'Notch', 'P52306', 'Q9UHX1'})"
"frozenset({'Notch', 'P47755', 'Q6IBS0'})"
"frozenset({'Notch', 'P68431', 'Q969P0'})"
"frozenset({'P31939', 'P06454', 'Notch'})"
"frozenset({'Q9P127', 'Notch', 'P35637'})"
"frozenset({'Notch', 'Q00613', 'Q01658'})"
"frozenset({'P60520', 'P62888', 'Notch'})"
"frozenset({'Notch', 'O76014', 'P78385'})"
"frozenset({'P47897', 'Q9BUZ4', 'Notch'})"
"frozenset({'Notch', 'P40818', 'Q9NSD9'})"
"frozenset({'Notch', 'P61088', 'Q12874'})"
"frozenset({'Notch', 'Q08117', 'O43559'})"
"frozenset({'Notch', 'P12830', 'Q92747'})"
"frozenset({'Notch', 'P17936', 'O43184'})"
"frozenset({'Notch', 'Q96JM2', 'Q01664'})"
"frozenset({'Notch', 'Q15717', 'P49137'})"
"frozenset({'Notch', 'O15264', 'P14598'})"
"frozenset({'Notch', 'O60383', 'Q14807'})"
"frozenset({'Notch', 'P09493', 'Q15942'})"
"frozenset({'Notch', 'Q96HA1', 'Q8NFH3'})"
"frozenset({'Notch', 'Q9HC52', 'P31321'})"
"frozenset({'O95782', 'Q13526', 'Notch'})"
"frozenset({'Notch', 'O00222', 'P62873'})"
"frozenset({'Notch', 'O95274', 'Q9Y6E2'})"
"frozenset({'O75531', 'Q86UK5', 'Notch'})"
"frozenset({'Notch', 'Q8WW24', 'Q9NZV7'})"
"frozenset({'Notch', 'Q5SW79', 'Q96ST8'})"
"frozenset({'Q96RG2', 'Notch', 'O75147'})"
"frozenset({'Notch', 'Q92597', 'P40692'})"
"frozenset({'Notch', 'Q14244', 'P62714'})"
"frozenset({'P39880', 'Notch', 'O00358'})"
"frozenset({'Notch', 'Q14103', 'Q9UKM9'})"
"frozenset({'Notch', 'O95147', 'Q562F6'})"
"frozenset({'Notch', 'P52292', 'P63010'})"
"frozenset({'Notch', 'Q99747', 'Q9UKA4'})"
"frozenset({'Notch', 'Q9UBU8', 'Q92993'})"
"frozenset({'Notch', 'P06400', 'P27540'})"
"frozenset({'Notch', 'Q6MZP7', 'P06748'})"
"frozenset({'Notch', 'Q13573', 'P61011'})"
"frozenset({'Notch', 'Q07352', 'P35680'})"
"frozenset({'Notch', 'O00422', 'Q16082'})"
"frozenset({'Notch', 'P46783', 'O95997'})"
"frozenset({'P46459', 'Q9HC98', 'Notch'})"
"frozenset({'Q04771', 'Q9UER7', 'Notch'})"
"frozenset({'Q9Y6K9', 'Notch', 'P78527'})"
"frozenset({'Notch', 'Q9NVR5', 'P62760'})"
"frozenset({'Q6NVU6', 'Notch', 'P09234'})"
"frozenset({'P05549', 'P32247', 'Notch'})"
"frozenset({'O15259', 'Notch', 'P41250'})"
"frozenset({'Notch', 'Q92547', 'P31749'})"
"frozenset({'Notch', 'P49918', 'P33993'})"
"frozenset({'Notch', 'P55795', 'O95793'})"
"frozenset({'Notch', 'Q13077', 'Q96KQ4'})"
"frozenset({'Notch', 'Q9P2K3', 'Q9BTC8'})"
"frozenset({'Q9GZM8', 'Notch', 'Q05481'})"
"frozenset({'Notch', 'P38919', 'P18583'})"
"frozenset({'Notch', 'P35659', 'Q9BVJ6'})"
"frozenset({'Notch', 'Q14683', 'P52701'})"
"frozenset({'Notch', 'Q7Z6G3', 'P19387'})"
"frozenset({'Notch', 'P11362', 'Q9NSA1'})"
"frozenset({'Notch', 'P33981', 'Q9UHY7'})"
"frozenset({'Notch', 'Q96F24', 'Q16531'})"
"frozenset({'Notch', 'P13645', 'P51858'})"
"frozenset({'O75618', 'Notch', 'P14635'})"
"frozenset({'Notch', 'Q96JM7', 'O14980'})"
"frozenset({'Notch', 'Q07955', 'Q9NRD1'})"
"frozenset({'Notch', 'Q92608', 'P61587'})"
"frozenset({'Notch', 'P60709', 'Q9Y4J8'})"
"frozenset({'Notch', 'Q8TBB1', 'Q9BTE7'})"
"frozenset({'Notch', 'Q9Y4E8', 'P61201'})"
"frozenset({'Notch', 'Q6P5W5', 'P98172'})"
"frozenset({'Notch', 'Q05519', 'P35637'})"
"frozenset({'Notch', 'Q9BYR3', 'Q9BYR5'})"
"frozenset({'Notch', 'P0C0S8', 'Q969S8'})"
"frozenset({'Notch', 'Q63ZY3', 'Q96D03'})"
"frozenset({'Notch', 'P11047', 'P16070'})"
"frozenset({'Notch', 'P67936', 'Q12905'})"
"frozenset({'Q9UL03', 'Q6ZVL6', 'Notch'})"
"frozenset({'P61764', 'Notch', 'Q01082'})"
"frozenset({'Notch', 'Q8WTX7', 'Q16401'})"
"frozenset({'Notch', 'Q02878', 'P63173'})"
"frozenset({'P32242', 'Q9BYR8', 'Notch'})"
"frozenset({'Notch', 'Q5TAP6', 'Q12933'})"
"frozenset({'Notch', 'Q99698', 'Q6P1M3'})"
"frozenset({'Q9H9B4', 'Notch', 'Q9BWM7'})"
"frozenset({'Notch', 'P00519', 'Q13177'})"
"frozenset({'Notch', 'Q16531', 'P60484'})"
"frozenset({'Notch', 'Q63HR2', 'Q9Y5Y2'})"
"frozenset({'Q6ZVD8', 'Notch', 'O14745'})"
"frozenset({'Q8NGP3', 'P38405', 'Notch'})"
"frozenset({'Notch', 'Q9NZT1', 'Q8IU85'})"
"frozenset({'Notch', 'P09382', 'O95456'})"
"frozenset({'Notch', 'P18124', 'Q9Y3U8'})"
"frozenset({'Notch', 'P62873', 'O14807'})"
"frozenset({'Notch', 'Q13887', 'P01106'})"
"frozenset({'Notch', 'Q9UI09', 'P03891'})"
"frozenset({'P18146', 'Notch', 'Q9BZJ6'})"
"frozenset({'Notch', 'P26572', 'O15198'})"
"frozenset({'Notch', 'Q7Z406', 'Q96A32'})"
"frozenset({'Notch', 'Q9UN88', 'Q15111'})"
"frozenset({'Notch', 'O15357', 'Q9UBU9'})"
"frozenset({'Notch', 'Q13867', 'Q9H0W5'})"
"frozenset({'Notch', 'Q8N6M8', 'Q6NUM6'})"
"frozenset({'Notch', 'Q9Y253', 'Q9UKS6'})"
"frozenset({'Notch', 'P10809', 'P07550'})"
"frozenset({'Notch', 'Q96R09', 'P32121'})"
"frozenset({'Notch', 'Q96KK5', 'O15379'})"
"frozenset({'Notch', 'Q12962', 'O75486'})"
"frozenset({'Notch', 'Q15078', 'P24941'})"
"frozenset({'Notch', 'Q9UGU0', 'Q6K0P9'})"
"frozenset({'Notch', 'O95425', 'Q8N3V7'})"
"frozenset({'Notch', 'Q8N1G0', 'Q9H2G4'})"
"frozenset({'Notch', 'Q8NEC5', 'Q96EG3'})"
"frozenset({'Notch', 'Q8TDR0', 'P12814'})"
"frozenset({'Notch', 'Q13164', 'P04629'})"
"frozenset({'P53778', 'Notch', 'P07196'})"
"frozenset({'Notch', 'Q8WYH8', 'Q05D60'})"
"frozenset({'P25789', 'O00635', 'Notch'})"
"frozenset({'Notch', 'Q15843', 'P61313'})"
"frozenset({'Notch', 'Q7Z3S9', 'O43688'})"
"frozenset({'Notch', 'Q8WW35', 'Q9NP97'})"
"frozenset({'Notch', 'Q14687', 'O75386'})"
"frozenset({'Notch', 'Q9BYG5', 'Q01970'})"
"frozenset({'Notch', 'Q8NDA8', 'P53701'})"
"frozenset({'Notch', 'Q00526', 'Q9H211'})"
"frozenset({'Notch', 'Q8NGJ5', 'P32121'})"
"frozenset({'Q15233', 'P02545', 'Notch'})"
"frozenset({'Notch', 'O43559', 'Q8TAU3'})"
"frozenset({'Notch', 'P52789', 'Q99426'})"
"frozenset({'Notch', 'O00167', 'Q96MA1'})"
"frozenset({'Q14203', 'Notch', 'Q99661'})"
"frozenset({'Q9UBX2', 'P84077', 'Notch'})"
"frozenset({'Notch', 'P21554', 'P61952'})"
"frozenset({'Notch', 'Q14677', 'P09497'})"
"frozenset({'Notch', 'Q96RT1', 'Q00610'})"
"frozenset({'Notch', 'Q8TAQ2', 'Q96GM5'})"
"frozenset({'Q6A162', 'Q96E11', 'Notch'})"
"frozenset({'Notch', 'P22105', 'Q9UKX5'})"
"frozenset({'Notch', 'Q07889', 'P13612'})"
"frozenset({'Notch', 'P01185', 'Q15717'})"
"frozenset({'Notch', 'Q9C009', 'Q9P2J5'})"
"frozenset({'Notch', 'O75360', 'P20700'})"
"frozenset({'Notch', 'P31946', 'Q96NE9'})"
"frozenset({'P26599', 'Notch', 'P98175'})"
"frozenset({'Notch', 'P05067', 'Q96P70'})"
"frozenset({'Notch', 'P35247', 'P07585'})"
"frozenset({'Notch', 'O43660', 'P26368'})"
"frozenset({'Notch', 'Q9Y3Z3', 'Q4G112'})"
"frozenset({'O95238', 'Notch', 'Q9HAZ2'})"
"frozenset({'Notch', 'Q5T5C0', 'Q15833'})"
"frozenset({'Notch', 'Q15527', 'Q8IV38'})"
"frozenset({'Q6A162', 'Q5T7P8', 'Notch'})"
"frozenset({'Notch', 'P57073', 'P48436'})"
"frozenset({'Notch', 'P17181', 'Q12933'})"
"frozenset({'Notch', 'Q9BW83', 'Q8TDR0'})"
"frozenset({'Notch', 'P40938', 'O75818'})"
"frozenset({'Notch', 'Q9H8S9', 'Q8N8A2'})"
"frozenset({'Notch', 'Q12906', 'Q15022'})"
"frozenset({'Notch', 'P02511', 'P07320'})"
"frozenset({'O96017', 'Q13435', 'Notch'})"
"frozenset({'Notch', 'O60359', 'Q969Q6'})"
"frozenset({'Notch', 'Q14197', 'O60506'})"
"frozenset({'Notch', 'Q8TF42', 'Q5VTE0'})"
"frozenset({'Notch', 'Q9UHD9', 'O75886'})"
"frozenset({'Notch', 'P51991', 'Q13618'})"
"frozenset({'Q9NRS6', 'Notch', 'Q9UI14'})"
"frozenset({'Notch', 'O00716', 'Q15906'})"
"frozenset({'Q99933', 'P16070', 'Notch'})"
"frozenset({'Notch', 'P23443', 'Q09472'})"
"frozenset({'Notch', 'Q15628', 'Q14669'})"
"frozenset({'P05198', 'Notch', 'O14744'})"
"frozenset({'Notch', 'P63215', 'P01116'})"
"frozenset({'P21246', 'Q9UHF0', 'Notch'})"
"frozenset({'Notch', 'O96008', 'Q15637'})"
"frozenset({'Notch', 'Q9HC35', 'P27986'})"
"frozenset({'Notch', 'Q12772', 'Q6VMQ6'})"
"frozenset({'Notch', 'Q8NGT1', 'O60262'})"
"frozenset({'Notch', 'P05023', 'P50990'})"
"frozenset({'Notch', 'Q16620', 'P49767'})"
"frozenset({'Notch', 'Q7Z589', 'Q99567'})"
"frozenset({'Notch', 'P61758', 'O15212'})"
"frozenset({'Notch', 'P52292', 'P52294'})"
"frozenset({'Notch', 'Q9Y4P3', 'Q96EL3'})"
"frozenset({'A5PLL7', 'P51149', 'Notch'})"
"frozenset({'Q9HBJ0', 'O94864', 'Notch'})"
"frozenset({'Notch', 'P53365', 'Q00765'})"
"frozenset({'Notch', 'Q15020', 'P14678'})"
"frozenset({'P22694', 'Q8NH37', 'Notch'})"
"frozenset({'Notch', 'Q9NRC8', 'P28324'})"
"frozenset({'Q86T82', 'Notch', 'P24941'})"
"frozenset({'Notch', 'Q96F44', 'Q13404'})"
"frozenset({'P19419', 'P45983', 'Notch'})"
"frozenset({'Notch', 'O15160', 'Q9NW08'})"
"frozenset({'Q6XUX3', 'Notch', 'P51148'})"
"frozenset({'Q9GZZ9', 'Notch', 'Q9BTT0'})"
"frozenset({'Notch', 'P02545', 'Q13190'})"
"frozenset({'Notch', 'Q9Y576', 'O14958'})"
"frozenset({'Notch', 'P53672', 'P43320'})"
"frozenset({'Notch', 'P42566', 'Q16625'})"
"frozenset({'Notch', 'P60411', 'Q8TAB7'})"
"frozenset({'P17612', 'Q7LDG7', 'Notch'})"
"frozenset({'Notch', 'P68036', 'Q9Y5M8'})"
"frozenset({'P14373', 'Notch', 'P36406'})"
"frozenset({'Notch', 'Q9UHB7', 'A0JLT2'})"
"frozenset({'Notch', 'P35244', 'Q01085'})"
"frozenset({'Notch', 'P08603', 'Q09472'})"
"frozenset({'P60520', 'Notch', 'Q96FJ2'})"
"frozenset({'Notch', 'Q9Y4P8', 'Q9Y266'})"
"frozenset({'Notch', 'P12830', 'Q8N6H7'})"
"frozenset({'Notch', 'P84077', 'Q15438'})"
"frozenset({'Q9BV73', 'Notch', 'Q8NFH3'})"
"frozenset({'Notch', 'Q09028', 'P30101'})"
"frozenset({'P23193', 'P20226', 'Notch'})"
"frozenset({'Notch', 'P10451', 'O14646'})"
"frozenset({'Notch', 'Q9H7B2', 'Q9P2K1'})"
"frozenset({'Q9HCG8', 'Q93009', 'Notch'})"
"frozenset({'Notch', 'O75182', 'Q05195'})"
"frozenset({'Notch', 'Q49A88', 'O95684'})"
"frozenset({'Notch', 'Q9NYA1', 'O14939'})"
"frozenset({'Notch', 'Q92506', 'P09417'})"
"frozenset({'Notch', 'Q9UHI7', 'Q9BYR5'})"
"frozenset({'Notch', 'Q14999', 'Q15436'})"
"frozenset({'Notch', 'Q9NQH7', 'P14735'})"
"frozenset({'Q13616', 'Q9Y285', 'Notch'})"
"frozenset({'Notch', 'Q96RN5', 'Q99814'})"
"frozenset({'Notch', 'P09038', 'P22607'})"
"frozenset({'Notch', 'O15442', 'P46019'})"
"frozenset({'Notch', 'P25208', 'Q92793'})"
"frozenset({'P25445', 'P01375', 'Notch'})"
"frozenset({'Notch', 'Q13526', 'Q9UJY4'})"
"frozenset({'Notch', 'O75665', 'Q9ULL1'})"
"frozenset({'Notch', 'Q8IZ41', 'Q9UNT1'})"
"frozenset({'Notch', 'Q9Y576', 'Q7L0Y3'})"
"frozenset({'Notch', 'O14818', 'P01106'})"
"frozenset({'Notch', 'P68366', 'P04899'})"
"frozenset({'Notch', 'P62714', 'O95718'})"
"frozenset({'Notch', 'P49286', 'O14654'})"
"frozenset({'Notch', 'P05026', 'P10515'})"
"frozenset({'Notch', 'P25942', 'Q96EP0'})"
"frozenset({'P61006', 'Notch', 'Q01968'})"
"frozenset({'Notch', 'Q96PN8', 'P15173'})"
"frozenset({'Notch', 'P25788', 'Q66K41'})"
"frozenset({'Notch', 'P50990', 'Q9UHD2'})"
"frozenset({'Notch', 'P35658', 'Q96EE3'})"
"frozenset({'Notch', 'P13804', 'Q5H9R7'})"
"frozenset({'Notch', 'Q8IVD9', 'Q86V97'})"
"frozenset({'Notch', 'O43924', 'P62745'})"
"frozenset({'Notch', 'Q6IQ23', 'O75306'})"
"frozenset({'Q155Q3', 'Q99459', 'Notch'})"
"frozenset({'Notch', 'Q5FBB7', 'Q13011'})"
"frozenset({'Notch', 'Q7Z2E3', 'Q8N137'})"
"frozenset({'Notch', 'Q16854', 'Q01814'})"
"frozenset({'Notch', 'Q5UCC4', 'Q9HCN8'})"
"frozenset({'Notch', 'P58753', 'P51617'})"
"frozenset({'Notch', 'Q13007', 'Q5VWK5'})"
"frozenset({'Notch', 'O75934', 'Q96HB5'})"
"frozenset({'Notch', 'Q99613', 'O14602'})"
"frozenset({'Notch', 'Q9NX24', 'O14980'})"
"frozenset({'Notch', 'P00533', 'P50225'})"
"frozenset({'Notch', 'Q16627', 'P08311'})"
"frozenset({'Notch', 'Q15369', 'Q07960'})"
"frozenset({'Notch', 'Q8TCE9', 'Q969V4'})"
"frozenset({'Notch', 'P30153', 'O75147'})"
"frozenset({'Notch', 'P35610', 'P07307'})"
"frozenset({'Notch', 'P20336', 'P24386'})"
"frozenset({'Notch', 'P09001', 'Q9NP92'})"
