negatives
"frozenset({'Q8IWR0', 'Q13153', 'BCR'})"
"frozenset({'BCR', 'O14980', 'P53041'})"
"frozenset({'BCR', 'Q7L0Q8', 'Q8N264'})"
"frozenset({'P09493', 'BCR', 'Q15717'})"
"frozenset({'BCR', 'Q2WGJ6', 'Q96RU7'})"
"frozenset({'P36508', 'BCR', 'Q8TC99'})"
"frozenset({'BCR', 'P07900', 'O94844'})"
"frozenset({'BCR', 'Q99459', 'Q9Y5B9'})"
"frozenset({'BCR', 'P54709', 'O75489'})"
"frozenset({'BCR', 'Q8IWZ3', 'Q9H1C4'})"
"frozenset({'BCR', 'P19174', 'P10275'})"
"frozenset({'P07948', 'BCR', 'P12314'})"
"frozenset({'P22612', 'BCR', 'Q8NGS1'})"
"frozenset({'Q9UJX5', 'BCR', 'P30260'})"
"frozenset({'BCR', 'P05067', 'Q4U2R8'})"
"frozenset({'O43143', 'BCR', 'Q13315'})"
"frozenset({'BCR', 'Q5XUX0', 'P01106'})"
"frozenset({'Q15274', 'BCR', 'Q9GZN1'})"
"frozenset({'BCR', 'P04004', 'P23771'})"
"frozenset({'Q16181', 'BCR', 'O00203'})"
"frozenset({'P14923', 'BCR', 'P24941'})"
"frozenset({'Q9H0E3', 'BCR', 'P84243'})"
"frozenset({'BCR', 'Q9UMZ3', 'Q8WXW3'})"
"frozenset({'P00740', 'P01008', 'BCR'})"
"frozenset({'P12830', 'BCR', 'O75369'})"
"frozenset({'Q9BYE3', 'BCR', 'Q9BYP8'})"
"frozenset({'O60262', 'BCR', 'Q8N127'})"
"frozenset({'P41743', 'BCR', 'O75688'})"
"frozenset({'P09972', 'BCR', 'Q96GW9'})"
"frozenset({'BCR', 'O95817', 'P55735'})"
"frozenset({'Q9H2M3', 'BCR', 'P05067'})"
"frozenset({'Q6ZU80', 'BCR', 'Q9C0F1'})"
"frozenset({'Q13315', 'BCR', 'O75496'})"
"frozenset({'Q13547', 'BCR', 'Q13363'})"
"frozenset({'Q16543', 'BCR', 'Q9BYT3'})"
"frozenset({'BCR', 'Q9P035', 'Q9BRX2'})"
"frozenset({'P17987', 'BCR', 'Q9BUN8'})"
"frozenset({'P21246', 'BCR', 'O14530'})"
"frozenset({'P38606', 'Q96I99', 'BCR'})"
"frozenset({'BCR', 'P42677', 'Q969Q0'})"
"frozenset({'BCR', 'P20700', 'P02545'})"
"frozenset({'Q9H5I1', 'BCR', 'Q96KQ7'})"
"frozenset({'Q01469', 'BCR', 'P26368'})"
"frozenset({'BCR', 'P50613', 'P18074'})"
"frozenset({'O95622', 'P22612', 'BCR'})"
"frozenset({'BCR', 'Q68D86', 'P35548'})"
"frozenset({'P47755', 'BCR', 'Q01082'})"
"frozenset({'P35609', 'BCR', 'Q96DF8'})"
"frozenset({'BCR', 'Q3KNV8', 'O00257'})"
"frozenset({'BCR', 'Q8ND24', 'Q96FJ2'})"
"frozenset({'Q8N4C6', 'BCR', 'Q5TH69'})"
"frozenset({'P49459', 'BCR', 'Q9BQI6'})"
"frozenset({'BCR', 'P60006', 'Q96DE5'})"
"frozenset({'BCR', 'Q6PF18', 'O75360'})"
"frozenset({'Q08499', 'P38432', 'BCR'})"
"frozenset({'BCR', 'Q5XKP0', 'Q92956'})"
"frozenset({'Q2KHM9', 'BCR', 'Q96MT8'})"
"frozenset({'Q13547', 'BCR', 'P43355'})"
"frozenset({'BCR', 'O43390', 'P61254'})"
"frozenset({'Q13425', 'BCR', 'Q96EV8'})"
"frozenset({'Q8NGL4', 'BCR', 'P38405'})"
"frozenset({'BCR', 'Q6P2Q9', 'Q13526'})"
"frozenset({'Q86V48', 'BCR', 'Q16643'})"
"frozenset({'BCR', 'Q99613', 'Q9NXW9'})"
"frozenset({'BCR', 'Q16513', 'P49746'})"
"frozenset({'O75116', 'BCR', 'Q96A00'})"
"frozenset({'Q9H6T3', 'BCR', 'O00308'})"
"frozenset({'BCR', 'Q03112', 'Q92830'})"
"frozenset({'P62312', 'BCR', 'P48431'})"
"frozenset({'Q6P3X3', 'BCR', 'Q9NXK8'})"
"frozenset({'BCR', 'O60285', 'P06702'})"
"frozenset({'P84101', 'BCR', 'P02774'})"
"frozenset({'P40426', 'BCR', 'Q15649'})"
"frozenset({'P17676', 'BCR', 'P10275'})"
"frozenset({'Q13315', 'BCR', 'Q14562'})"
"frozenset({'BCR', 'P60568', 'P01589'})"
"frozenset({'P28827', 'BCR', 'P06239'})"
"frozenset({'BCR', 'Q9UPV0', 'Q86SQ7'})"
"frozenset({'Q96PM5', 'BCR', 'P05154'})"
"frozenset({'BCR', 'Q99459', 'P46087'})"
"frozenset({'Q13523', 'BCR', 'Q9Y2M0'})"
"frozenset({'Q9UJZ1', 'BCR', 'Q3MIX3'})"
"frozenset({'P46379', 'BCR', 'O95405'})"
"frozenset({'BCR', 'Q15717', 'Q9NPC7'})"
"frozenset({'Q8WY36', 'BCR', 'P25054'})"
"frozenset({'Q8N4X5', 'BCR', 'Q9BSI4'})"
"frozenset({'Q9HB75', 'P33993', 'BCR'})"
"frozenset({'Q12906', 'BCR', 'Q9Y3B4'})"
"frozenset({'BCR', 'P05231', 'P31785'})"
"frozenset({'BCR', 'Q9NRG4', 'Q9UPZ9'})"
"frozenset({'Q9HC77', 'Q04206', 'BCR'})"
"frozenset({'P40926', 'BCR', 'P13612'})"
"frozenset({'O60260', 'BCR', 'O95299'})"
"frozenset({'BCR', 'P61513', 'P61353'})"
"frozenset({'BCR', 'Q5VIR6', 'Q53HC9'})"
"frozenset({'BCR', 'Q13616', 'Q9Y3D9'})"
"frozenset({'BCR', 'Q9H9Z2', 'O76094'})"
"frozenset({'BCR', 'Q9HCE1', 'P82664'})"
"frozenset({'BCR', 'P40337', 'Q9Y496'})"
"frozenset({'Q05066', 'BCR', 'Q15599'})"
"frozenset({'BCR', 'O75581', 'Q9UP38'})"
"frozenset({'P22681', 'BCR', 'P38646'})"
"frozenset({'BCR', 'P11831', 'P68400'})"
"frozenset({'BCR', 'Q9UBB6', 'Q9Y2Q3'})"
"frozenset({'BCR', 'Q8IVW4', 'A8MQ03'})"
"frozenset({'BCR', 'Q96EK4', 'Q86Y13'})"
"frozenset({'BCR', 'P30203', 'P09382'})"
"frozenset({'BCR', 'P13569', 'Q9UHD8'})"
"frozenset({'Q13557', 'BCR', 'P62269'})"
"frozenset({'P62879', 'BCR', 'O14807'})"
"frozenset({'BCR', 'Q8TBB1', 'Q9BWD1'})"
"frozenset({'BCR', 'O60907', 'P63208'})"
"frozenset({'BCR', 'Q32P44', 'Q86WV1'})"
"frozenset({'P11532', 'BCR', 'Q09666'})"
"frozenset({'P31314', 'BCR', 'Q16619'})"
"frozenset({'BCR', 'P40222', 'Q15025'})"
"frozenset({'BCR', 'P30480', 'Q9Y266'})"
"frozenset({'Q9H9B1', 'BCR', 'Q13185'})"
"frozenset({'BCR', 'O14792', 'P05067'})"
"frozenset({'BCR', 'Q99848', 'P19320'})"
"frozenset({'BCR', 'Q9BZI7', 'Q7L2J0'})"
"frozenset({'BCR', 'Q99608', 'P53384'})"
"frozenset({'O95718', 'BCR', 'P68104'})"
"frozenset({'P35268', 'BCR', 'P62263'})"
"frozenset({'BCR', 'Q6NUS6', 'Q96QT4'})"
"frozenset({'BCR', 'P59998', 'O15144'})"
"frozenset({'BCR', 'P42224', 'Q8IYD1'})"
"frozenset({'P49682', 'BCR', 'P63096'})"
"frozenset({'P10276', 'BCR', 'Q96EB6'})"
"frozenset({'Q13617', 'BCR', 'P01241'})"
"frozenset({'BCR', 'Q16659', 'P53985'})"
"frozenset({'P45984', 'BCR', 'P06400'})"
"frozenset({'P98164', 'BCR', 'P80188'})"
"frozenset({'P56539', 'BCR', 'P29474'})"
"frozenset({'BCR', 'Q8NFQ8', 'P04637'})"
"frozenset({'BCR', 'P11142', 'P56696'})"
"frozenset({'BCR', 'Q15021', 'P55316'})"
"frozenset({'P16520', 'BCR', 'O75899'})"
"frozenset({'BCR', 'P37802', 'Q17RP2'})"
"frozenset({'BCR', 'Q04206', 'P01111'})"
"frozenset({'Q9UHN1', 'BCR', 'P61764'})"
"frozenset({'BCR', 'P04629', 'P46781'})"
"frozenset({'Q96PM5', 'BCR', 'Q6RFH5'})"
"frozenset({'BCR', 'P41218', 'Q14146'})"
"frozenset({'Q3V6T2', 'BCR', 'Q86V48'})"
"frozenset({'P43243', 'BCR', 'P06702'})"
"frozenset({'P07942', 'BCR', 'P05556'})"
"frozenset({'Q6P1Q9', 'BCR', 'Q71F23'})"
"frozenset({'BCR', 'Q06330', 'O75367'})"
"frozenset({'P46108', 'P23396', 'BCR'})"
"frozenset({'Q12772', 'BCR', 'O15503'})"
"frozenset({'BCR', 'Q6ZNA4', 'O15169'})"
"frozenset({'BCR', 'P07437', 'Q13748'})"
"frozenset({'BCR', 'Q92905', 'P08779'})"
"frozenset({'BCR', 'O75940', 'Q12874'})"
"frozenset({'P61289', 'Q9Y3I1', 'BCR'})"
"frozenset({'BCR', 'Q8IWL3', 'Q9NTJ5'})"
"frozenset({'BCR', 'Q9BS26', 'Q9BUL8'})"
"frozenset({'P50213', 'BCR', 'P33527'})"
"frozenset({'BCR', 'P21860', 'P62993'})"
"frozenset({'BCR', 'Q09472', 'Q96PK6'})"
"frozenset({'BCR', 'P17844', 'Q15393'})"
"frozenset({'BCR', 'P02545', 'P09651'})"
"frozenset({'P67809', 'BCR', 'P49407'})"
"frozenset({'BCR', 'P42568', 'Q5UIP0'})"
"frozenset({'BCR', 'P30086', 'Q9H361'})"
"frozenset({'BCR', 'Q9UJA5', 'Q13573'})"
"frozenset({'Q9UMX0', 'BCR', 'Q04323'})"
"frozenset({'P25942', 'O43353', 'BCR'})"
"frozenset({'BCR', 'Q9C0A6', 'P55345'})"
"frozenset({'BCR', 'Q15334', 'Q9Y2Z0'})"
"frozenset({'O95405', 'BCR', 'Q16821'})"
"frozenset({'P31749', 'BCR', 'P17542'})"
"frozenset({'BCR', 'Q96AY3', 'P59998'})"
"frozenset({'BCR', 'Q9UQE7', 'Q9BY41'})"
"frozenset({'Q9UJC3', 'P49754', 'BCR'})"
"frozenset({'Q9UNH7', 'BCR', 'P84243'})"
"frozenset({'BCR', 'P25445', 'O95396'})"
"frozenset({'Q93079', 'BCR', 'Q9UPS6'})"
"frozenset({'BCR', 'Q9NWQ8', 'Q96CV9'})"
"frozenset({'BCR', 'Q01344', 'Q9UBD9'})"
"frozenset({'BCR', 'P04183', 'Q8IY92'})"
"frozenset({'BCR', 'P22061', 'Q9NYB9'})"
"frozenset({'P56199', 'BCR', 'P02458'})"
"frozenset({'Q96AW1', 'BCR', 'Q92734'})"
"frozenset({'BCR', 'Q8IXM3', 'P04637'})"
"frozenset({'O43791', 'BCR', 'P28702'})"
"frozenset({'P13637', 'BCR', 'Q7Z5B4'})"
"frozenset({'Q9Y2J2', 'BCR', 'P04792'})"
"frozenset({'Q14CZ7', 'P05023', 'BCR'})"
"frozenset({'P06850', 'BCR', 'P26371'})"
"frozenset({'BCR', 'Q9UJA5', 'Q8NC67'})"
"frozenset({'P31749', 'BCR', 'Q9P0N9'})"
"frozenset({'Q9Y253', 'BCR', 'P40692'})"
"frozenset({'BCR', 'Q99459', 'Q9UHD8'})"
"frozenset({'P78527', 'BCR', 'P02545'})"
"frozenset({'P67809', 'BCR', 'P26196'})"
"frozenset({'BCR', 'Q15738', 'P19838'})"
"frozenset({'BCR', 'P16989', 'O60841'})"
"frozenset({'BCR', 'Q9NPI6', 'P26196'})"
"frozenset({'P03956', 'BCR', 'P10145'})"
"frozenset({'BCR', 'Q96DU9', 'P50616'})"
"frozenset({'BCR', 'Q9HC98', 'Q86XI2'})"
"frozenset({'P49736', 'BCR', 'Q9P2K2'})"
"frozenset({'Q9BZL4', 'BCR', 'Q8N715'})"
"frozenset({'P49736', 'BCR', 'Q9Y657'})"
"frozenset({'BCR', 'Q8TCU4', 'Q86WV1'})"
"frozenset({'Q9HBE4', 'BCR', 'P16234'})"
"frozenset({'BCR', 'P29074', 'P53778'})"
"frozenset({'P28289', 'BCR', 'Q16643'})"
"frozenset({'P30304', 'BCR', 'P30281'})"
"frozenset({'BCR', 'O00629', 'P12956'})"
"frozenset({'O60216', 'BCR', 'Q9BTM1'})"
"frozenset({'BCR', 'Q6NYC1', 'Q15046'})"
"frozenset({'BCR', 'O14818', 'P43686'})"
"frozenset({'BCR', 'Q92993', 'Q6ZSB9'})"
"frozenset({'P02649', 'BCR', 'Q9BSF4'})"
"frozenset({'BCR', 'Q9NVA2', 'Q6P3W7'})"
"frozenset({'Q86U10', 'BCR', 'O00141'})"
"frozenset({'BCR', 'P43115', 'O43597'})"
"frozenset({'BCR', 'P49137', 'Q96J92'})"
"frozenset({'BCR', 'Q12913', 'Q96J88'})"
"frozenset({'BCR', 'P62837', 'Q13191'})"
"frozenset({'Q96HB5', 'BCR', 'P49639'})"
"frozenset({'BCR', 'Q9UHD9', 'Q9H0P0'})"
"frozenset({'Q86VU5', 'BCR', 'Q9HAU5'})"
"frozenset({'Q13637', 'BCR', 'Q96AE4'})"
"frozenset({'BCR', 'P0DMV8', 'Q9UJM3'})"
"frozenset({'BCR', 'Q15008', 'P25788'})"
"frozenset({'BCR', 'P62318', 'Q6ZW49'})"
"frozenset({'Q6P2C8', 'BCR', 'Q86YW9'})"
"frozenset({'P61586', 'BCR', 'O95661'})"
"frozenset({'Q96BD8', 'BCR', 'P62195'})"
"frozenset({'P12830', 'BCR', 'O43426'})"
"frozenset({'BCR', 'Q14627', 'P01588'})"
"frozenset({'P29692', 'BCR', 'P07814'})"
"frozenset({'BCR', 'Q14847', 'P59536'})"
"frozenset({'Q2TAL8', 'BCR', 'P55735'})"
"frozenset({'Q9NWQ4', 'BCR', 'O75386'})"
"frozenset({'P11362', 'BCR', 'P21860'})"
"frozenset({'BCR', 'Q08209', 'Q96EV8'})"
"frozenset({'O60262', 'BCR', 'Q6IF82'})"
"frozenset({'BCR', 'O00555', 'Q96BY2'})"
"frozenset({'BCR', 'P36507', 'P41279'})"
"frozenset({'P49419', 'BCR', 'P07195'})"
"frozenset({'BCR', 'Q9NRC8', 'Q9UGU0'})"
"frozenset({'BCR', 'Q9NZM4', 'Q8TAT5'})"
"frozenset({'BCR', 'P49411', 'P62244'})"
"frozenset({'BCR', 'Q01780', 'Q9HAU5'})"
"frozenset({'Q02297', 'BCR', 'Q9UL01'})"
"frozenset({'BCR', 'Q96FW1', 'P31939'})"
"frozenset({'BCR', 'P61978', 'Q9NR56'})"
"frozenset({'BCR', 'Q96NC0', 'Q9P1Z2'})"
"frozenset({'Q9NY65', 'BCR', 'P29353'})"
"frozenset({'BCR', 'Q8N5R6', 'O60232'})"
"frozenset({'BCR', 'P04264', 'Q7Z3Y9'})"
"frozenset({'BCR', 'Q6P1Q0', 'Q6W2J9'})"
"frozenset({'BCR', 'Q15797', 'P04637'})"
"frozenset({'O75356', 'BCR', 'P22304'})"
"frozenset({'BCR', 'P35270', 'P00338'})"
"frozenset({'BCR', 'O43617', 'Q8WVT3'})"
"frozenset({'Q13501', 'BCR', 'Q6IQ23'})"
"frozenset({'Q96NY9', 'BCR', 'P61956'})"
"frozenset({'Q5TC82', 'BCR', 'Q6P1L8'})"
"frozenset({'Q9BSJ6', 'BCR', 'Q8NF50'})"
"frozenset({'BCR', 'Q08379', 'Q1MSJ5'})"
"frozenset({'Q9UL18', 'BCR', 'Q96EB6'})"
"frozenset({'BCR', 'Q92614', 'P06733'})"
"frozenset({'BCR', 'P98082', 'Q86YT6'})"
"frozenset({'P51784', 'BCR', 'Q9UIA9'})"
"frozenset({'BCR', 'P62807', 'O94817'})"
"frozenset({'BCR', 'P11473', 'Q15544'})"
"frozenset({'P08588', 'BCR', 'P21917'})"
"frozenset({'Q13263', 'BCR', 'Q96LR5'})"
"frozenset({'BCR', 'P01730', 'P13765'})"
"frozenset({'BCR', 'Q9BXM7', 'Q9H492'})"
"frozenset({'BCR', 'Q8NCN2', 'Q99958'})"
"frozenset({'O43865', 'BCR', 'O00762'})"
"frozenset({'BCR', 'P49591', 'Q14258'})"
"frozenset({'Q8NEZ4', 'BCR', 'Q16695'})"
"frozenset({'Q9NPF5', 'BCR', 'Q15906'})"
"frozenset({'BCR', 'P62995', 'Q01844'})"
"frozenset({'BCR', 'O43752', 'P46459'})"
"frozenset({'P00533', 'BCR', 'P17252'})"
"frozenset({'Q6IE81', 'O60925', 'BCR'})"
"frozenset({'BCR', 'P00966', 'Q86YN1'})"
"frozenset({'P20930', 'Q96IK5', 'BCR'})"
"frozenset({'BCR', 'Q9Y262', 'Q13347'})"
"frozenset({'P31943', 'BCR', 'Q5VYK3'})"
"frozenset({'O75925', 'BCR', 'P06401'})"
"frozenset({'BCR', 'P49321', 'Q15554'})"
"frozenset({'BCR', 'Q9UBU9', 'P18848'})"
"frozenset({'BCR', 'P16220', 'Q15349'})"
"frozenset({'BCR', 'P0DPB5', 'P35638'})"
"frozenset({'Q13277', 'BCR', 'O95405'})"
"frozenset({'Q16512', 'BCR', 'O15553'})"
"frozenset({'BCR', 'Q01974', 'O15496'})"
"frozenset({'P32241', 'BCR', 'P13569'})"
"frozenset({'Q96LX8', 'BCR', 'Q9NXX6'})"
"frozenset({'BCR', 'P00441', 'P43004'})"
"frozenset({'O43707', 'BCR', 'P55072'})"
"frozenset({'O60684', 'BCR', 'Q13185'})"
"frozenset({'Q8IU68', 'Q12933', 'BCR'})"
"frozenset({'BCR', 'P56545', 'Q9NRF8'})"
"frozenset({'P14625', 'BCR', 'Q6NUN9'})"
"frozenset({'BCR', 'Q9BY14', 'P00749'})"
"frozenset({'Q9HCK5', 'BCR', 'P62269'})"
"frozenset({'Q9C0F1', 'Q2KHM9', 'BCR'})"
"frozenset({'BCR', 'P60369', 'Q14982'})"
"frozenset({'BCR', 'Q96EB6', 'Q13572'})"
"frozenset({'BCR', 'P05556', 'Q9HBI1'})"
"frozenset({'BCR', 'P26371', 'Q86YT5'})"
"frozenset({'BCR', 'P08865', 'P62917'})"
"frozenset({'BCR', 'P40692', 'P48454'})"
"frozenset({'P20073', 'BCR', 'P00488'})"
"frozenset({'Q9Y5Y2', 'BCR', 'Q63HR2'})"
"frozenset({'BCR', 'Q9UBP9', 'Q6IQ23'})"
"frozenset({'BCR', 'Q8TBB1', 'O43815'})"
"frozenset({'P06730', 'BCR', 'Q14103'})"
"frozenset({'Q5VU43', 'BCR', 'P04183'})"
"frozenset({'P09493', 'BCR', 'Q8N3V7'})"
"frozenset({'P43487', 'Q9UII4', 'BCR'})"
"frozenset({'BCR', 'P42830', 'P01833'})"
"frozenset({'BCR', 'O00487', 'P17980'})"
"frozenset({'P27361', 'BCR', 'Q96RQ1'})"
"frozenset({'Q15910', 'BCR', 'Q92466'})"
"frozenset({'BCR', 'P55072', 'P19838'})"
"frozenset({'Q9NQT4', 'BCR', 'Q96D03'})"
"frozenset({'Q5JTV8', 'BCR', 'O14656'})"
"frozenset({'Q9BVG8', 'BCR', 'P02538'})"
"frozenset({'BCR', 'P11308', 'P12956'})"
"frozenset({'BCR', 'Q12972', 'Q96SB3'})"
"frozenset({'BCR', 'O95721', 'P19320'})"
"frozenset({'P49674', 'BCR', 'O43524'})"
"frozenset({'P05106', 'BCR', 'P56199'})"
"frozenset({'O60674', 'BCR', 'Q9HC73'})"
"frozenset({'BCR', 'P09038', 'P16234'})"
"frozenset({'Q9Y282', 'BCR', 'Q9H490'})"
"frozenset({'BCR', 'Q8IWY9', 'Q8TEX9'})"
"frozenset({'BCR', 'P36873', 'P51955'})"
"frozenset({'BCR', 'O00560', 'Q9UPY8'})"
"frozenset({'O60260', 'BCR', 'P53007'})"
"frozenset({'BCR', 'P39210', 'Q9UI09'})"
"frozenset({'BCR', 'Q9BRT8', 'P11498'})"
"frozenset({'Q5T752', 'BCR', 'P60370'})"
"frozenset({'BCR', 'Q9Y2D8', 'Q15691'})"
"frozenset({'BCR', 'Q15418', 'O14757'})"
"frozenset({'BCR', 'O95025', 'Q9HCM2'})"
"frozenset({'P01106', 'BCR', 'Q9BQ15'})"
"frozenset({'P00374', 'BCR', 'Q8WZA2'})"
"frozenset({'BCR', 'P05412', 'Q13885'})"
"frozenset({'BCR', 'Q8IVT5', 'P48729'})"
"frozenset({'Q9BYN8', 'BCR', 'Q9Y6G3'})"
"frozenset({'Q9UMX0', 'BCR', 'P49810'})"
"frozenset({'A6NEQ0', 'BCR', 'P38159'})"
"frozenset({'BCR', 'P46783', 'P19320'})"
"frozenset({'Q9C0C2', 'BCR', 'P68400'})"
"frozenset({'O60262', 'BCR', 'Q8NGH3'})"
"frozenset({'BCR', 'P49411', 'P07686'})"
"frozenset({'P05771', 'BCR', 'Q8NFM4'})"
"frozenset({'BCR', 'O75317', 'P58304'})"
"frozenset({'Q13501', 'BCR', 'Q12913'})"
"frozenset({'Q5VZ89', 'P56524', 'BCR'})"
"frozenset({'BCR', 'Q13077', 'O15519'})"
"frozenset({'BCR', 'P26196', 'Q9P286'})"
"frozenset({'Q9H9J2', 'BCR', 'Q9BYD6'})"
"frozenset({'Q14919', 'Q96EZ8', 'BCR'})"
"frozenset({'BCR', 'Q00526', 'P06400'})"
"frozenset({'BCR', 'Q9H0R8', 'Q06830'})"
"frozenset({'BCR', 'O15083', 'Q86UR5'})"
"frozenset({'BCR', 'Q96AQ6', 'Q99750'})"
"frozenset({'P0CG13', 'BCR', 'O75554'})"
"frozenset({'BCR', 'P34931', 'P25685'})"
"frozenset({'P31947', 'BCR', 'Q6NUK4'})"
"frozenset({'Q9NX04', 'O95751', 'BCR'})"
"frozenset({'BCR', 'P48061', 'P51679'})"
"frozenset({'BCR', 'Q86X19', 'Q9UHR4'})"
"frozenset({'Q9NSP4', 'BCR', 'Q96H22'})"
"frozenset({'P22681', 'P10721', 'BCR'})"
"frozenset({'BCR', 'Q9Y3C5', 'P32780'})"
"frozenset({'P06400', 'BCR', 'P55345'})"
"frozenset({'Q13131', 'BCR', 'Q9BZL4'})"
"frozenset({'BCR', 'P01375', 'Q14515'})"
"frozenset({'P22415', 'BCR', 'P51532'})"
"frozenset({'Q9NQ88', 'BCR', 'P62913'})"
"frozenset({'BCR', 'P38405', 'Q7Z3T1'})"
"frozenset({'Q9BY43', 'BCR', 'Q8NB16'})"
"frozenset({'BCR', 'P25490', 'Q16665'})"
"frozenset({'BCR', 'P05556', 'O43493'})"
"frozenset({'BCR', 'Q9H305', 'Q15025'})"
"frozenset({'BCR', 'P60983', 'P17252'})"
"frozenset({'P13639', 'BCR', 'P30291'})"
"frozenset({'BCR', 'P22694', 'Q14432'})"
"frozenset({'BCR', 'P49755', 'P40337'})"
"frozenset({'P00533', 'BCR', 'P0DML3'})"
"frozenset({'Q13557', 'BCR', 'O43318'})"
"frozenset({'O14776', 'BCR', 'Q16630'})"
"frozenset({'P78552', 'BCR', 'P01241'})"
"frozenset({'BCR', 'Q5T749', 'Q6UXX5'})"
"frozenset({'Q12756', 'BCR', 'Q9UJV3'})"
"frozenset({'P12830', 'BCR', 'Q9BU76'})"
"frozenset({'BCR', 'Q99459', 'P62314'})"
"frozenset({'Q14139', 'BCR', 'P51668'})"
"frozenset({'BCR', 'P48443', 'P27816'})"
"frozenset({'BCR', 'O75815', 'Q96AG4'})"
"frozenset({'BCR', 'P11387', 'Q9UHF3'})"
"frozenset({'Q9Y4E8', 'BCR', 'P40818'})"
"frozenset({'BCR', 'P30305', 'O15264'})"
"frozenset({'P04792', 'Q9Y597', 'BCR'})"
"frozenset({'BCR', 'P81605', 'P04629'})"
"frozenset({'BCR', 'P13647', 'P02751'})"
"frozenset({'BCR', 'Q92574', 'P68133'})"
"frozenset({'P49736', 'BCR', 'Q96BW5'})"
"frozenset({'BCR', 'A8MQ03', 'Q5T753'})"
"frozenset({'P63151', 'P42695', 'BCR'})"
"frozenset({'BCR', 'A5YKK6', 'P50616'})"
"frozenset({'Q13315', 'BCR', 'Q6ZRS2'})"
"frozenset({'BCR', 'Q96KN7', 'Q7RTS3'})"
"frozenset({'Q9UJX5', 'BCR', 'Q9P2P5'})"
"frozenset({'P26373', 'BCR', 'P61313'})"
"frozenset({'P41743', 'BCR', 'P62993'})"
"frozenset({'Q8IVD9', 'BCR', 'Q9P2J3'})"
"frozenset({'BCR', 'P32121', 'Q9Y657'})"
"frozenset({'P57739', 'BCR', 'O95471'})"
"frozenset({'BCR', 'Q9BQB6', 'P00738'})"
"frozenset({'BCR', 'P63104', 'Q969F2'})"
"frozenset({'BCR', 'Q9Y265', 'P0C1Z6'})"
"frozenset({'P49758', 'BCR', 'Q93045'})"
"frozenset({'BCR', 'P37231', 'Q13526'})"
"frozenset({'BCR', 'Q969G5', 'O75787'})"
"frozenset({'O95994', 'BCR', 'P12104'})"
"frozenset({'BCR', 'P15172', 'Q02535'})"
"frozenset({'BCR', 'Q15329', 'O95661'})"
"frozenset({'Q6P1W5', 'BCR', 'O75553'})"
"frozenset({'P10827', 'BCR', 'P28702'})"
"frozenset({'BCR', 'Q96KQ4', 'Q8NHY3'})"
"frozenset({'BCR', 'P06241', 'Q8IZD9'})"
"frozenset({'P16520', 'BCR', 'P04626'})"
"frozenset({'BCR', 'O15230', 'Q13797'})"
"frozenset({'Q9NWS9', 'BCR', 'Q9H4T2'})"
"frozenset({'Q9NZJ0', 'BCR', 'Q9NQR1'})"
"frozenset({'BCR', 'O00625', 'P55263'})"
"frozenset({'P34925', 'BCR', 'P06748'})"
"frozenset({'BCR', 'P55072', 'Q7KZI7'})"
"frozenset({'BCR', 'Q9UHB6', 'Q9BPX5'})"
"frozenset({'Q9Y597', 'O95777', 'BCR'})"
"frozenset({'BCR', 'Q96T76', 'Q9Y2R4'})"
"frozenset({'P54296', 'BCR', 'Q15327'})"
"frozenset({'BCR', 'Q86UC2', 'Q96C74'})"
"frozenset({'BCR', 'Q00597', 'P06400'})"
"frozenset({'P33176', 'BCR', 'Q5VYK3'})"
"frozenset({'P25787', 'BCR', 'P09661'})"
"frozenset({'P09429', 'BCR', 'Q7Z6Z7'})"
"frozenset({'BCR', 'O14976', 'Q8TEH3'})"
"frozenset({'P54253', 'BCR', 'P26368'})"
"frozenset({'BCR', 'P15941', 'Q8IXK2'})"
"frozenset({'Q14061', 'BCR', 'Q6P3W7'})"
"frozenset({'P08243', 'BCR', 'P06454'})"
"frozenset({'P04406', 'BCR', 'P48637'})"
"frozenset({'P08151', 'BCR', 'P11802'})"
"frozenset({'Q9P1Z0', 'BCR', 'Q9NSC5'})"
"frozenset({'BCR', 'P48775', 'Q96LA8'})"
"frozenset({'Q05397', 'O60674', 'BCR'})"
"frozenset({'P31749', 'BCR', 'O75908'})"
"frozenset({'Q14207', 'BCR', 'P31948'})"
"frozenset({'P78337', 'BCR', 'Q96MT4'})"
"frozenset({'BCR', 'P16471', 'P50570'})"
"frozenset({'BCR', 'P19838', 'P18847'})"
"frozenset({'Q8NHQ1', 'BCR', 'Q9P2K3'})"
"frozenset({'BCR', 'P62244', 'P18077'})"
"frozenset({'P12830', 'BCR', 'Q5SYE7'})"
"frozenset({'Q9NRD1', 'BCR', 'P28799'})"
"frozenset({'Q9Y243', 'BCR', 'Q15172'})"
"frozenset({'P00519', 'Q13087', 'BCR'})"
"frozenset({'BCR', 'Q9UKB1', 'P42694'})"
"frozenset({'BCR', 'Q9UPV0', 'Q96ST8'})"
"frozenset({'O15379', 'BCR', 'O60341'})"
"frozenset({'BCR', 'Q6IQ23', 'O00231'})"
"frozenset({'BCR', 'Q9H9S5', 'Q8N205'})"
"frozenset({'BCR', 'Q5JR59', 'Q92993'})"
"frozenset({'BCR', 'P35637', 'P62805'})"
"frozenset({'BCR', 'Q9NRC8', 'O75369'})"
"frozenset({'P00533', 'BCR', 'Q70E73'})"
"frozenset({'BCR', 'Q00610', 'O60763'})"
