negatives
"frozenset({'Q13285', 'IL6', 'P49675'})"
"frozenset({'O60907', 'Q9H6Z9', 'IL6'})"
"frozenset({'IL6', 'Q641Q2', 'Q13464'})"
"frozenset({'IL6', 'O43639', 'P09017'})"
"frozenset({'IL6', 'P03372', 'Q6ZTR5'})"
"frozenset({'O75147', 'IL6', 'Q14789'})"
"frozenset({'IL6', 'P01111', 'P17252'})"
"frozenset({'Q96T49', 'IL6', 'P36897'})"
"frozenset({'P10619', 'Q8NCW5', 'IL6'})"
"frozenset({'IL6', 'P08138', 'Q16637'})"
"frozenset({'O75688', 'IL6', 'P06396'})"
"frozenset({'O95222', 'IL6', 'O60262'})"
"frozenset({'O75832', 'IL6', 'Q04206'})"
"frozenset({'IL6', 'Q8N4J0', 'P08235'})"
"frozenset({'IL6', 'O14829', 'O43819'})"
"frozenset({'IL6', 'Q96B01', 'Q13315'})"
"frozenset({'Q9BYE7', 'Q9UJ55', 'IL6'})"
"frozenset({'IL6', 'P62258', 'Q9UQ35'})"
"frozenset({'Q9NYF8', 'Q9BY77', 'IL6'})"
"frozenset({'Q9C0B0', 'Q92734', 'IL6'})"
"frozenset({'P15056', 'IL6', 'O14807'})"
"frozenset({'Q13620', 'IL6', 'Q9Y4E8'})"
"frozenset({'IL6', 'Q07627', 'Q12891'})"
"frozenset({'IL6', 'Q7Z417', 'O95931'})"
"frozenset({'O95985', 'O94762', 'IL6'})"
"frozenset({'IL6', 'Q16526', 'Q13263'})"
"frozenset({'IL6', 'Q9BY67', 'Q9Y2J2'})"
"frozenset({'IL6', 'Q13489', 'Q8N668'})"
"frozenset({'Q14999', 'P35658', 'IL6'})"
"frozenset({'P62987', 'IL6', 'P62891'})"
"frozenset({'P60520', 'IL6', 'Q5TCY1'})"
"frozenset({'IL6', 'P11215', 'P15498'})"
"frozenset({'P50995', 'O75340', 'IL6'})"
"frozenset({'IL6', 'P62258', 'Q8IYT8'})"
"frozenset({'IL6', 'Q9UHQ1', 'P42229'})"
"frozenset({'P16035', 'IL6', 'P51512'})"
"frozenset({'Q96BK5', 'IL6', 'P30086'})"
"frozenset({'IL6', 'Q92830', 'O15265'})"
"frozenset({'O75323', 'IL6', 'Q9Y2W2'})"
"frozenset({'IL6', 'P99999', 'Q7Z419'})"
"frozenset({'IL6', 'Q8WVR3', 'A8MQ03'})"
"frozenset({'IL6', 'P0C2W1', 'O75592'})"
"frozenset({'P05412', 'P63173', 'IL6'})"
"frozenset({'IL6', 'P02671', 'Q5VWX1'})"
"frozenset({'Q14332', 'IL6', 'Q96HF1'})"
"frozenset({'Q9NS69', 'IL6', 'O43390'})"
"frozenset({'P23526', 'Q71UI9', 'IL6'})"
"frozenset({'IL6', 'Q8WUM0', 'P01106'})"
"frozenset({'IL6', 'O75381', 'P22307'})"
"frozenset({'P06241', 'Q7Z7K6', 'IL6'})"
"frozenset({'O00124', 'IL6', 'Q12926'})"
"frozenset({'Q9Y478', 'Q96B36', 'IL6'})"
"frozenset({'IL6', 'Q9UBB9', 'Q9BXS5'})"
"frozenset({'P26371', 'P21964', 'IL6'})"
"frozenset({'Q5S007', 'IL6', 'P38646'})"
"frozenset({'P19525', 'IL6', 'Q9BQ69'})"
"frozenset({'IL6', 'Q00653', 'P01584'})"
"frozenset({'IL6', 'Q96AJ1', 'Q9BSW2'})"
"frozenset({'IL6', 'Q53EZ4', 'Q96MT8'})"
"frozenset({'P06213', 'IL6', 'P35222'})"
"frozenset({'IL6', 'P62826', 'Q9HAV4'})"
"frozenset({'IL6', 'Q29RF7', 'P04629'})"
"frozenset({'IL6', 'Q13077', 'P40426'})"
"frozenset({'Q14197', 'O95831', 'IL6'})"
"frozenset({'Q9BPX5', 'IL6', 'P42768'})"
"frozenset({'Q16543', 'IL6', 'Q9UKT8'})"
"frozenset({'Q9NXI6', 'IL6', 'Q12981'})"
"frozenset({'P35222', 'IL6', 'O43707'})"
"frozenset({'IL6', 'P29973', 'Q96GE6'})"
"frozenset({'O75578', 'IL6', 'Q07890'})"
"frozenset({'Q14257', 'Q13233', 'IL6'})"
"frozenset({'IL6', 'P0DMV8', 'O14965'})"
"frozenset({'P61289', 'IL6', 'Q15723'})"
"frozenset({'Q14194', 'IL6', 'P05091'})"
"frozenset({'Q9BYG3', 'IL6', 'O00541'})"
"frozenset({'Q13156', 'Q9H9A7', 'IL6'})"
"frozenset({'IL6', 'P38398', 'Q7Z2W4'})"
"frozenset({'IL6', 'Q96S59', 'P13727'})"
"frozenset({'IL6', 'P35626', 'O95047'})"
"frozenset({'Q03164', 'IL6', 'Q92794'})"
"frozenset({'Q9NPI6', 'Q8TAP8', 'IL6'})"
"frozenset({'Q12834', 'IL6', 'Q96JK9'})"
"frozenset({'IL6', 'P17858', 'Q9NYJ8'})"
"frozenset({'Q06945', 'IL6', 'O60271'})"
"frozenset({'Q8N782', 'IL6', 'Q13619'})"
"frozenset({'P34925', 'IL6', 'P41221'})"
"frozenset({'Q86YD3', 'Q8N3Y3', 'IL6'})"
"frozenset({'P50222', 'IL6', 'P28799'})"
"frozenset({'O95777', 'Q86V81', 'IL6'})"
"frozenset({'Q96MU5', 'IL6', 'Q13515'})"
"frozenset({'IL6', 'P22087', 'Q99848'})"
"frozenset({'O75330', 'Q13190', 'IL6'})"
"frozenset({'Q8WZA2', 'IL6', 'Q92736'})"
"frozenset({'IL6', 'P11836', 'P01871'})"
"frozenset({'P22392', 'IL6', 'Q15435'})"
"frozenset({'P09651', 'P15924', 'IL6'})"
"frozenset({'IL6', 'Q96A35', 'P49406'})"
"frozenset({'P40763', 'IL6', 'Q9NSI6'})"
"frozenset({'Q8NFF5', 'Q8TD55', 'IL6'})"
"frozenset({'IL6', 'Q9UIV1', 'Q9HCJ0'})"
"frozenset({'P63173', 'P06748', 'IL6'})"
"frozenset({'IL6', 'P18124', 'P62701'})"
"frozenset({'IL6', 'Q9BT25', 'Q8IWL3'})"
"frozenset({'Q86VG3', 'P53350', 'IL6'})"
"frozenset({'Q9BRX9', 'IL6', 'O94986'})"
"frozenset({'IL6', 'Q9P265', 'O60216'})"
"frozenset({'IL6', 'Q7Z6B7', 'P62745'})"
"frozenset({'P12755', 'P52272', 'IL6'})"
"frozenset({'IL6', 'Q9UL16', 'Q8TC29'})"
"frozenset({'IL6', 'Q96SB4', 'P82912'})"
"frozenset({'Q13148', 'Q92598', 'IL6'})"
"frozenset({'IL6', 'Q9H2G9', 'O43559'})"
"frozenset({'Q8IWW6', 'Q15759', 'IL6'})"
"frozenset({'P07355', 'Q9NXK8', 'IL6'})"
"frozenset({'Q6ZQN5', 'O00154', 'IL6'})"
"frozenset({'Q8NFV4', 'IL6', 'P25445'})"
"frozenset({'Q07955', 'IL6', 'Q13242'})"
"frozenset({'Q13867', 'IL6', 'P49736'})"
"frozenset({'P17813', 'IL6', 'P36897'})"
"frozenset({'IL6', 'Q13606', 'P49407'})"
"frozenset({'IL6', 'Q9HB58', 'Q15714'})"
"frozenset({'P41597', 'IL6', 'Q9NRJ3'})"
"frozenset({'Q6EEV4', 'IL6', 'B2RTY4'})"
"frozenset({'P63165', 'IL6', 'Q9Y618'})"
"frozenset({'Q9UI09', 'IL6', 'P03897'})"
"frozenset({'IL6', 'P43487', 'P19320'})"
"frozenset({'IL6', 'Q15717', 'Q8N8D1'})"
"frozenset({'P21283', 'IL6', 'Q9NP79'})"
"frozenset({'IL6', 'Q10567', 'Q16620'})"
"frozenset({'IL6', 'Q96SR6', 'P83916'})"
"frozenset({'Q86X19', 'Q9Y217', 'IL6'})"
"frozenset({'Q9Y5K5', 'Q5VYK3', 'IL6'})"
"frozenset({'Q9HBE5', 'IL6', 'Q9UHD0'})"
"frozenset({'IL6', 'P60371', 'Q9HAQ2'})"
"frozenset({'Q16531', 'Q5S007', 'IL6'})"
"frozenset({'P06748', 'IL6', 'P05362'})"
"frozenset({'IL6', 'Q96JN8', 'P54803'})"
"frozenset({'IL6', 'Q08117', 'O43559'})"
"frozenset({'Q86UQ0', 'P13727', 'IL6'})"
"frozenset({'Q13255', 'Q14957', 'IL6'})"
"frozenset({'P13500', 'P46094', 'IL6'})"
"frozenset({'IL6', 'P15692', 'P04629'})"
"frozenset({'IL6', 'O94906', 'Q5BKZ1'})"
"frozenset({'IL6', 'O15524', 'P06213'})"
"frozenset({'P26368', 'IL6', 'O75494'})"
"frozenset({'O95793', 'IL6', 'P63244'})"
"frozenset({'IL6', 'P17987', 'Q13469'})"
"frozenset({'Q8N4N3', 'IL6', 'P27695'})"
"frozenset({'O43561', 'Q08881', 'IL6'})"
"frozenset({'P40337', 'IL6', 'P50991'})"
"frozenset({'P23229', 'IL6', 'P53708'})"
"frozenset({'Q9H4X1', 'IL6', 'Q9Y4G6'})"
"frozenset({'Q09472', 'IL6', 'P29460'})"
"frozenset({'P60328', 'IL6', 'Q9UBK9'})"
"frozenset({'IL6', 'Q92506', 'O60216'})"
"frozenset({'P18848', 'IL6', 'P53567'})"
"frozenset({'O95456', 'IL6', 'Q03181'})"
"frozenset({'Q9NWX6', 'O00560', 'IL6'})"
"frozenset({'Q15648', 'IL6', 'P24928'})"
"frozenset({'P24941', 'Q9H3D4', 'IL6'})"
"frozenset({'IL6', 'P01308', 'Q8NHL6'})"
"frozenset({'IL6', 'Q86T24', 'Q9UF56'})"
"frozenset({'IL6', 'O15335', 'P17301'})"
"frozenset({'Q53S58', 'Q9NQR4', 'IL6'})"
"frozenset({'IL6', 'P28066', 'Q16401'})"
"frozenset({'Q9Y4Z0', 'IL6', 'Q15560'})"
"frozenset({'P06748', 'Q8TEK3', 'IL6'})"
"frozenset({'Q5SW79', 'IL6', 'Q86V48'})"
"frozenset({'Q96QB1', 'Q07889', 'IL6'})"
"frozenset({'P28074', 'IL6', 'Q9H4G0'})"
"frozenset({'Q96HE9', 'O15381', 'IL6'})"
"frozenset({'IL6', 'O14497', 'Q13315'})"
"frozenset({'P59998', 'O15144', 'IL6'})"
"frozenset({'O75367', 'P23527', 'IL6'})"
"frozenset({'IL6', 'Q9Y4B6', 'Q8NFU7'})"
"frozenset({'Q13765', 'Q13148', 'IL6'})"
"frozenset({'P25800', 'IL6', 'A6NC98'})"
"frozenset({'IL6', 'P22087', 'O60518'})"
"frozenset({'P17482', 'Q9H8V3', 'IL6'})"
"frozenset({'P13682', 'Q8ND90', 'IL6'})"
"frozenset({'Q07889', 'IL6', 'P15056'})"
"frozenset({'O94817', 'P11234', 'IL6'})"
"frozenset({'Q92466', 'Q9HAW4', 'IL6'})"
"frozenset({'P29459', 'IL6', 'Q8N6P7'})"
"frozenset({'Q9BZ95', 'IL6', 'P22455'})"
"frozenset({'Q7Z7H8', 'IL6', 'P15884'})"
"frozenset({'IL6', 'P42331', 'Q96SY0'})"
"frozenset({'IL6', 'Q14781', 'Q16695'})"
"frozenset({'P09467', 'IL6', 'Q969H0'})"
"frozenset({'IL6', 'P43626', 'P30508'})"
"frozenset({'Q8TAP9', 'IL6', 'Q96HA8'})"
"frozenset({'Q96HS1', 'IL6', 'P35240'})"
"frozenset({'P57078', 'Q8WVM8', 'IL6'})"
"frozenset({'Q9NRR5', 'IL6', 'Q13432'})"
"frozenset({'Q16531', 'Q13547', 'IL6'})"
"frozenset({'P12931', 'IL6', 'Q92882'})"
"frozenset({'O00444', 'IL6', 'Q9UBB9'})"
"frozenset({'IL6', 'Q9P258', 'P31150'})"
"frozenset({'Q5BJF6', 'O14639', 'IL6'})"
"frozenset({'IL6', 'Q12873', 'P20591'})"
"frozenset({'Q8N5S1', 'IL6', 'Q9UK41'})"
"frozenset({'Q15388', 'IL6', 'P29590'})"
"frozenset({'O14733', 'IL6', 'O95999'})"
"frozenset({'IL6', 'Q8WVT3', 'P0DI81'})"
"frozenset({'Q15465', 'Q92611', 'IL6'})"
"frozenset({'IL6', 'P68032', 'Q504Q3'})"
"frozenset({'Q5S007', 'P02686', 'IL6'})"
"frozenset({'Q9BPW8', 'IL6', 'P17987'})"
"frozenset({'IL6', 'Q9BXB1', 'Q9BXY4'})"
"frozenset({'P12931', 'Q92918', 'IL6'})"
"frozenset({'Q96G74', 'IL6', 'P62993'})"
"frozenset({'Q9BY41', 'IL6', 'O75081'})"
"frozenset({'P16104', 'P62158', 'IL6'})"
"frozenset({'O43264', 'O14576', 'IL6'})"
"frozenset({'O15355', 'IL6', 'Q16851'})"
"frozenset({'IL6', 'Q9Y2I6', 'Q9ULL1'})"
"frozenset({'P06748', 'Q14690', 'IL6'})"
"frozenset({'Q16637', 'IL6', 'Q9NWA0'})"
"frozenset({'IL6', 'Q99558', 'P38646'})"
"frozenset({'O95400', 'Q15427', 'IL6'})"
"frozenset({'IL6', 'Q9P2Y4', 'Q2M1K9'})"
"frozenset({'Q92905', 'P10746', 'IL6'})"
"frozenset({'IL6', 'Q9UJC3', 'Q9H8T0'})"
"frozenset({'P40337', 'IL6', 'Q09028'})"
"frozenset({'Q8NCR3', 'P0DP23', 'IL6'})"
"frozenset({'IL6', 'Q8IWL3', 'Q9UG63'})"
"frozenset({'Q13191', 'P21802', 'IL6'})"
"frozenset({'IL6', 'Q14197', 'Q9BXW7'})"
"frozenset({'IL6', 'Q9H492', 'Q8NE62'})"
"frozenset({'P08473', 'IL6', 'P15814'})"
"frozenset({'P10909', 'IL6', 'P98164'})"
"frozenset({'O95785', 'Q01844', 'IL6'})"
"frozenset({'Q9BUA6', 'Q9H1R3', 'IL6'})"
"frozenset({'Q07890', 'IL6', 'Q8N1I0'})"
"frozenset({'IL6', 'Q7Z2W9', 'Q9BYD3'})"
"frozenset({'IL6', 'Q9BZI7', 'Q9HAU5'})"
"frozenset({'IL6', 'P12035', 'Q14525'})"
"frozenset({'P62837', 'IL6', 'P49736'})"
"frozenset({'Q8TD86', 'IL6', 'P06737'})"
"frozenset({'IL6', 'Q8IUW5', 'Q9P0N5'})"
"frozenset({'P26006', 'P53420', 'IL6'})"
"frozenset({'IL6', 'P82987', 'Q9BYR7'})"
"frozenset({'IL6', 'A8K2U0', 'P19838'})"
"frozenset({'IL6', 'P0DP23', 'P04150'})"
"frozenset({'IL6', 'Q08334', 'P29350'})"
"frozenset({'P49841', 'IL6', 'P24385'})"
"frozenset({'O75306', 'IL6', 'Q9Y6C9'})"
"frozenset({'Q13144', 'IL6', 'Q9H4I9'})"
"frozenset({'Q7L523', 'IL6', 'P42345'})"
"frozenset({'Q9UMX0', 'IL6', 'Q96GD3'})"
"frozenset({'Q9BYG3', 'IL6', 'O00567'})"
"frozenset({'P55058', 'IL6', 'Q16880'})"
"frozenset({'Q7Z3K3', 'IL6', 'P86496'})"
"frozenset({'P18146', 'Q9UIF9', 'IL6'})"
"frozenset({'O95400', 'IL6', 'Q9UBT6'})"
"frozenset({'Q9H0H0', 'P21281', 'IL6'})"
"frozenset({'IL6', 'Q13330', 'P61968'})"
"frozenset({'Q9H3P7', 'Q15029', 'IL6'})"
"frozenset({'Q13162', 'Q13618', 'IL6'})"
"frozenset({'IL6', 'P15880', 'O75533'})"
"frozenset({'P46531', 'O00459', 'IL6'})"
"frozenset({'IL6', 'Q9Y2D8', 'Q13011'})"
"frozenset({'IL6', 'P62277', 'P62424'})"
"frozenset({'IL6', 'Q9NXB0', 'Q15796'})"
"frozenset({'Q8NHM5', 'IL6', 'P46527'})"
"frozenset({'Q7Z3Y8', 'A5D8V7', 'IL6'})"
"frozenset({'Q09472', 'P20226', 'IL6'})"
"frozenset({'Q9Y3I1', 'Q14674', 'IL6'})"
"frozenset({'IL6', 'P22314', 'Q9Y6X2'})"
"frozenset({'O76070', 'A6NEW6', 'IL6'})"
"frozenset({'P35244', 'IL6', 'P27824'})"
"frozenset({'Q9UBF8', 'P46939', 'IL6'})"
"frozenset({'IL6', 'O95573', 'Q96RY7'})"
"frozenset({'O15031', 'IL6', 'P30519'})"
"frozenset({'P07948', 'P11802', 'IL6'})"
"frozenset({'IL6', 'O00178', 'Q96JM3'})"
"frozenset({'IL6', 'Q15276', 'P20339'})"
"frozenset({'P34925', 'IL6', 'Q92558'})"
"frozenset({'P18146', 'Q01851', 'IL6'})"
"frozenset({'P11308', 'P27708', 'IL6'})"
"frozenset({'Q96P47', 'IL6', 'Q7Z417'})"
"frozenset({'IL6', 'P16520', 'O95718'})"
"frozenset({'Q86WN2', 'Q71U36', 'IL6'})"
"frozenset({'IL6', 'O00767', 'P01106'})"
"frozenset({'Q13144', 'IL6', 'O75558'})"
"frozenset({'P48431', 'Q9BR76', 'IL6'})"
"frozenset({'Q96PM5', 'Q00534', 'IL6'})"
"frozenset({'Q9NX65', 'IL6', 'Q96JS3'})"
"frozenset({'IL6', 'Q13508', 'Q5JTY5'})"
"frozenset({'Q14651', 'P21266', 'IL6'})"
"frozenset({'Q13976', 'IL6', 'Q9NQ66'})"
"frozenset({'IL6', 'Q92499', 'P48380'})"
"frozenset({'Q9P0L0', 'IL6', 'O95292'})"
"frozenset({'Q99496', 'Q9NXF1', 'IL6'})"
"frozenset({'Q9UBU9', 'IL6', 'Q9BUJ2'})"
"frozenset({'P54253', 'Q9Y2D1', 'IL6'})"
"frozenset({'Q02763', 'P23560', 'IL6'})"
"frozenset({'Q15645', 'O60260', 'IL6'})"
"frozenset({'IL6', 'O75190', 'Q99933'})"
"frozenset({'IL6', 'Q96CM8', 'Q6RW13'})"
"frozenset({'P46776', 'P35544', 'IL6'})"
"frozenset({'IL6', 'O60262', 'Q9H344'})"
"frozenset({'Q9C004', 'P22681', 'IL6'})"
"frozenset({'IL6', 'P0C7P4', 'P24752'})"
"frozenset({'P05109', 'IL6', 'P68366'})"
"frozenset({'Q3LI72', 'Q9BZE0', 'IL6'})"
"frozenset({'O00425', 'IL6', 'Q9NZC7'})"
"frozenset({'Q96AE4', 'IL6', 'P61158'})"
"frozenset({'P23458', 'IL6', 'P05014'})"
"frozenset({'Q8TDT2', 'IL6', 'Q9UKG4'})"
"frozenset({'P60409', 'IL6', 'Q16670'})"
"frozenset({'P10914', 'IL6', 'P51532'})"
"frozenset({'IL6', 'Q9UBB9', 'Q71F23'})"
"frozenset({'IL6', 'Q01780', 'Q9HAU5'})"
"frozenset({'P49913', 'IL6', 'Q04206'})"
"frozenset({'Q01844', 'O75940', 'IL6'})"
"frozenset({'P0DPB5', 'IL6', 'Q9BQ67'})"
"frozenset({'Q9BUR4', 'IL6', 'P78371'})"
"frozenset({'Q15262', 'IL6', 'P46459'})"
"frozenset({'Q9GZQ8', 'IL6', 'P05771'})"
"frozenset({'IL6', 'P39023', 'P61254'})"
"frozenset({'P04626', 'IL6', 'P35221'})"
"frozenset({'IL6', 'Q12972', 'O14965'})"
"frozenset({'Q9Y376', 'IL6', 'Q8WUW1'})"
"frozenset({'IL6', 'O60353', 'O14641'})"
"frozenset({'Q6ZUJ8', 'Q92569', 'IL6'})"
"frozenset({'Q05655', 'Q02880', 'IL6'})"
"frozenset({'Q92914', 'P35916', 'IL6'})"
"frozenset({'Q07890', 'IL6', 'P08134'})"
"frozenset({'Q13098', 'IL6', 'Q02556'})"
"frozenset({'IL6', 'Q9UHA4', 'Q96LB4'})"
"frozenset({'P36578', 'IL6', 'O00567'})"
"frozenset({'Q8NEC5', 'Q9BYS1', 'IL6'})"
"frozenset({'IL6', 'Q8WUA2', 'Q8N4V1'})"
"frozenset({'Q08211', 'Q01081', 'IL6'})"
"frozenset({'Q9Y4K3', 'IL6', 'Q86UT6'})"
"frozenset({'IL6', 'O14807', 'Q9UK08'})"
"frozenset({'P62945', 'P78362', 'IL6'})"
"frozenset({'Q9Y4K3', 'IL6', 'P78347'})"
"frozenset({'P31749', 'O95622', 'IL6'})"
"frozenset({'Q13283', 'P35658', 'IL6'})"
"frozenset({'Q9P2R6', 'IL6', 'O43439'})"
"frozenset({'Q8NBN3', 'IL6', 'Q8WXA8'})"
"frozenset({'Q9Y4K3', 'P25789', 'IL6'})"
"frozenset({'O95793', 'Q5TC82', 'IL6'})"
"frozenset({'P40189', 'IL6', 'Q8N3K9'})"
"frozenset({'Q9Y4W2', 'Q13618', 'IL6'})"
"frozenset({'O76011', 'IL6', 'Q15915'})"
"frozenset({'P33402', 'O14910', 'IL6'})"
"frozenset({'IL6', 'Q9NWX5', 'P24928'})"
"frozenset({'P04626', 'IL6', 'Q9Y6E0'})"
"frozenset({'IL6', 'Q9P2P5', 'Q9P1P5'})"
"frozenset({'IL6', 'P21333', 'O14810'})"
"frozenset({'P21796', 'Q16659', 'IL6'})"
"frozenset({'Q13547', 'P23771', 'IL6'})"
"frozenset({'P43351', 'P11142', 'IL6'})"
"frozenset({'Q9UJW3', 'IL6', 'P16220'})"
"frozenset({'P06241', 'IL6', 'P35968'})"
"frozenset({'O15371', 'Q15788', 'IL6'})"
"frozenset({'Q9Y250', 'Q14746', 'IL6'})"
"frozenset({'P02749', 'IL6', 'P09493'})"
"frozenset({'P37173', 'IL6', 'P05106'})"
"frozenset({'Q9H9J4', 'IL6', 'Q9H9S0'})"
"frozenset({'P02545', 'Q9Y4E8', 'IL6'})"
"frozenset({'P01569', 'IL6', 'Q9HC73'})"
"frozenset({'Q92575', 'IL6', 'Q6P1M0'})"
"frozenset({'IL6', 'Q96RP9', 'Q9Y2R9'})"
"frozenset({'Q8WZ60', 'IL6', 'P07900'})"
"frozenset({'Q8N122', 'IL6', 'Q13164'})"
"frozenset({'IL6', 'Q86XF7', 'Q8WV44'})"
"frozenset({'P07196', 'Q8N2W9', 'IL6'})"
"frozenset({'IL6', 'Q13085', 'Q13043'})"
"frozenset({'Q92905', 'P35221', 'IL6'})"
"frozenset({'IL6', 'P10606', 'Q13077'})"
"frozenset({'P49006', 'Q9NX20', 'IL6'})"
"frozenset({'Q9UI09', 'IL6', 'O43678'})"
"frozenset({'Q13618', 'IL6', 'P62937'})"
"frozenset({'Q9UBU8', 'P13805', 'IL6'})"
"frozenset({'P15924', 'P54819', 'IL6'})"
"frozenset({'P09919', 'Q99650', 'IL6'})"
"frozenset({'IL6', 'Q4V339', 'Q9BRT8'})"
"frozenset({'Q13751', 'IL6', 'P53708'})"
"frozenset({'IL6', 'P42766', 'Q15843'})"
"frozenset({'P50148', 'IL6', 'Q00722'})"
"frozenset({'Q9HCI7', 'IL6', 'Q5VTR2'})"
"frozenset({'Q7Z5R6', 'Q8NHR9', 'IL6'})"
"frozenset({'Q9UD71', 'IL6', 'Q9Y2H0'})"
"frozenset({'Q9NPJ6', 'P40939', 'IL6'})"
"frozenset({'IL6', 'P03372', 'P31751'})"
"frozenset({'Q5RL73', 'Q9UN74', 'IL6'})"
"frozenset({'IL6', 'Q8NEF3', 'P36941'})"
"frozenset({'Q15382', 'IL6', 'Q9BVC4'})"
"frozenset({'Q8NFH3', 'IL6', 'Q9BPU9'})"
"frozenset({'P02545', 'Q9Y6X4', 'IL6'})"
"frozenset({'Q9H974', 'P05161', 'IL6'})"
"frozenset({'IL6', 'Q9BYQ0', 'Q5T753'})"
"frozenset({'IL6', 'P22694', 'P53611'})"
"frozenset({'IL6', 'Q9ULW6', 'P22087'})"
"frozenset({'P04083', 'IL6', 'Q9UMR2'})"
"frozenset({'Q8TAT6', 'IL6', 'P49863'})"
"frozenset({'IL6', 'P61962', 'Q9UHV9'})"
"frozenset({'Q9UBF9', 'IL6', 'Q9Y5B8'})"
"frozenset({'P07332', 'Q16555', 'IL6'})"
"frozenset({'Q9P0M6', 'IL6', 'Q8N257'})"
"frozenset({'IL6', 'Q9Y6I4', 'Q6DKJ4'})"
"frozenset({'Q9Y3B3', 'IL6', 'P57727'})"
"frozenset({'Q13480', 'IL6', 'Q06187'})"
"frozenset({'Q9H0W5', 'IL6', 'Q9Y446'})"
"frozenset({'Q8NHQ1', 'IL6', 'Q5T3I0'})"
"frozenset({'IL6', 'O75446', 'Q96ST3'})"
"frozenset({'P36578', 'Q92905', 'IL6'})"
"frozenset({'P60896', 'P61289', 'IL6'})"
"frozenset({'P25398', 'P46776', 'IL6'})"
"frozenset({'IL6', 'P05015', 'Q01113'})"
"frozenset({'P37287', 'IL6', 'Q15884'})"
"frozenset({'IL6', 'P17027', 'O75923'})"
"frozenset({'IL6', 'P11172', 'Q8IWL3'})"
"frozenset({'Q9HCE7', 'P61978', 'IL6'})"
"frozenset({'Q8N9I9', 'Q9NR21', 'IL6'})"
"frozenset({'P24539', 'Q99766', 'IL6'})"
"frozenset({'Q9NPH0', 'Q15404', 'IL6'})"
"frozenset({'P08069', 'Q96B97', 'IL6'})"
"frozenset({'P11216', 'IL6', 'Q8NFB2'})"
"frozenset({'Q7Z4P5', 'IL6', 'P36894'})"
"frozenset({'IL6', 'P17612', 'Q9UGF6'})"
"frozenset({'P26045', 'IL6', 'Q14152'})"
"frozenset({'IL6', 'P11831', 'Q13469'})"
"frozenset({'P21926', 'P26006', 'IL6'})"
"frozenset({'O00221', 'IL6', 'Q9NWT6'})"
"frozenset({'IL6', 'Q9BY11', 'Q53SF7'})"
"frozenset({'Q12834', 'P0DMV8', 'IL6'})"
"frozenset({'O75015', 'Q96EX3', 'IL6'})"
"frozenset({'IL6', 'Q96D53', 'O75208'})"
"frozenset({'P08238', 'IL6', 'Q14764'})"
"frozenset({'O00358', 'Q01664', 'IL6'})"
"frozenset({'IL6', 'P49721', 'P48556'})"
"frozenset({'P50750', 'IL6', 'Q13151'})"
"frozenset({'O60504', 'O75145', 'IL6'})"
"frozenset({'IL6', 'A9YTQ3', 'Q9H9E1'})"
"frozenset({'P27986', 'IL6', 'Q9H5I1'})"
"frozenset({'Q9P2J5', 'IL6', 'O43324'})"
"frozenset({'P01562', 'P38484', 'IL6'})"
"frozenset({'Q9Y2Z0', 'Q86SG6', 'IL6'})"
"frozenset({'IL6', 'Q99558', 'P62829'})"
"frozenset({'Q5VU43', 'IL6', 'Q8N2K1'})"
"frozenset({'O00212', 'IL6', 'P42331'})"
"frozenset({'IL6', 'Q52LW3', 'P61587'})"
"frozenset({'IL6', 'Q8NFD5', 'O15198'})"
"frozenset({'Q05195', 'IL6', 'Q9HAJ7'})"
"frozenset({'IL6', 'Q01970', 'Q9UBI6'})"
"frozenset({'P60709', 'P21796', 'IL6'})"
"frozenset({'IL6', 'O95238', 'P25786'})"
"frozenset({'Q9C0D5', 'Q6ZU80', 'IL6'})"
"frozenset({'Q15257', 'IL6', 'Q9P289'})"
"frozenset({'O75530', 'IL6', 'P62917'})"
"frozenset({'IL6', 'O75360', 'Q9NX04'})"
"frozenset({'IL6', 'P43405', 'P46109'})"
"frozenset({'Q969R5', 'IL6', 'O75031'})"
"frozenset({'Q71UM5', 'P60866', 'IL6'})"
"frozenset({'IL6', 'P02766', 'Q00613'})"
"frozenset({'P42771', 'P07900', 'IL6'})"
"frozenset({'IL6', 'P17936', 'O43683'})"
"frozenset({'Q12933', 'IL6', 'Q92917'})"
"frozenset({'Q8N3U4', 'Q9NP77', 'IL6'})"
"frozenset({'P18146', 'Q16587', 'IL6'})"
"frozenset({'IL6', 'Q14566', 'P55201'})"
"frozenset({'Q8IUG5', 'IL6', 'Q9H2K2'})"
"frozenset({'IL6', 'Q96RD0', 'P22612'})"
"frozenset({'P06733', 'IL6', 'Q9UBV8'})"
"frozenset({'P10316', 'Q6NUS6', 'IL6'})"
"frozenset({'P40337', 'Q15019', 'IL6'})"
"frozenset({'Q96R06', 'O00444', 'IL6'})"
"frozenset({'IL6', 'P31948', 'Q2WGJ6'})"
"frozenset({'IL6', 'Q8WWW0', 'P01116'})"
"frozenset({'Q07890', 'IL6', 'Q9Y3M8'})"
"frozenset({'IL6', 'Q8NBJ4', 'O75955'})"
"frozenset({'Q9UMX0', 'IL6', 'Q8WXS4'})"
"frozenset({'P08581', 'IL6', 'Q9GZP0'})"
"frozenset({'P60369', 'IL6', 'Q6RVD6'})"
"frozenset({'P15289', 'IL6', 'O94808'})"
