negatives
"frozenset({'Q96HT8', 'Q99757', 'BDNF'})"
"frozenset({'P09960', 'BDNF', 'Q15717'})"
"frozenset({'BDNF', 'P18754', 'O95232'})"
"frozenset({'P21673', 'P04637', 'BDNF'})"
"frozenset({'BDNF', 'Q9Y5Z7', 'Q9UKI9'})"
"frozenset({'O00327', 'P48730', 'BDNF'})"
"frozenset({'P78527', 'Q9Y5B0', 'BDNF'})"
"frozenset({'Q5VT66', 'O43181', 'BDNF'})"
"frozenset({'P84243', 'Q96TA1', 'BDNF'})"
"frozenset({'Q96PY6', 'BDNF', 'O43822'})"
"frozenset({'P06400', 'BDNF', 'P15056'})"
"frozenset({'Q8IZU1', 'BDNF', 'Q86YM7'})"
"frozenset({'Q96CS2', 'P25205', 'BDNF'})"
"frozenset({'BDNF', 'P54253', 'Q9H1U9'})"
"frozenset({'Q9NZL4', 'BDNF', 'P04629'})"
"frozenset({'Q9BPX3', 'Q9ULK4', 'BDNF'})"
"frozenset({'Q15637', 'P52756', 'BDNF'})"
"frozenset({'Q14164', 'Q9Y277', 'BDNF'})"
"frozenset({'BDNF', 'Q9UQK1', 'O43765'})"
"frozenset({'Q13309', 'Q92858', 'BDNF'})"
"frozenset({'Q9Y2R9', 'BDNF', 'P82673'})"
"frozenset({'Q7L7L0', 'BDNF', 'P62937'})"
"frozenset({'BDNF', 'Q14257', 'P19438'})"
"frozenset({'O60262', 'BDNF', 'Q9H208'})"
"frozenset({'P12956', 'BDNF', 'Q00839'})"
"frozenset({'BDNF', 'Q8WXW3', 'Q5TB80'})"
"frozenset({'Q16778', 'BDNF', 'Q96KK5'})"
"frozenset({'BDNF', 'Q99471', 'Q96JK2'})"
"frozenset({'P57678', 'Q52LG2', 'BDNF'})"
"frozenset({'Q14164', 'Q9H2G2', 'BDNF'})"
"frozenset({'O14579', 'BDNF', 'O95714'})"
"frozenset({'O60231', 'Q9BRK4', 'BDNF'})"
"frozenset({'Q9NY12', 'BDNF', 'O15160'})"
"frozenset({'O96017', 'BDNF', 'Q10567'})"
"frozenset({'BDNF', 'Q9P0V3', 'Q5JTW2'})"
"frozenset({'BDNF', 'Q8NI08', 'Q9H0R8'})"
"frozenset({'Q8IWL3', 'BDNF', 'Q8N4Q1'})"
"frozenset({'Q13625', 'BDNF', 'Q9Y2J4'})"
"frozenset({'P49761', 'P60369', 'BDNF'})"
"frozenset({'Q58EX7', 'BDNF', 'Q99750'})"
"frozenset({'P05386', 'BDNF', 'P26373'})"
"frozenset({'Q9NW08', 'BDNF', 'Q15050'})"
"frozenset({'Q8N3V7', 'BDNF', 'Q9UHB6'})"
"frozenset({'Q92673', 'BDNF', 'O00182'})"
"frozenset({'Q14653', 'O95786', 'BDNF'})"
"frozenset({'Q9BX95', 'BDNF', 'Q9Y282'})"
"frozenset({'BDNF', 'Q15910', 'O95251'})"
"frozenset({'Q9BQ83', 'BDNF', 'Q9Y3F4'})"
"frozenset({'P45880', 'BDNF', 'P15336'})"
"frozenset({'Q12933', 'BDNF', 'P01375'})"
"frozenset({'Q07021', 'Q9GZQ8', 'BDNF'})"
"frozenset({'Q9Y224', 'BDNF', 'Q14258'})"
"frozenset({'P35240', 'BDNF', 'Q96NE9'})"
"frozenset({'Q01082', 'BDNF', 'O95295'})"
"frozenset({'Q9NZT1', 'BDNF', 'Q15746'})"
"frozenset({'Q9NRX2', 'BDNF', 'Q00325'})"
"frozenset({'O00459', 'BDNF', 'A8MVW5'})"
"frozenset({'Q14108', 'Q15233', 'BDNF'})"
"frozenset({'Q15554', 'BDNF', 'P31151'})"
"frozenset({'Q6L8G8', 'Q6L8G9', 'BDNF'})"
"frozenset({'BDNF', 'Q969L2', 'Q9Y371'})"
"frozenset({'O15213', 'P19784', 'BDNF'})"
"frozenset({'BDNF', 'Q8N6Y0', 'O75604'})"
"frozenset({'P28702', 'BDNF', 'O43809'})"
"frozenset({'BDNF', 'O43251', 'Q9BTD8'})"
"frozenset({'Q01668', 'BDNF', 'P61952'})"
"frozenset({'BDNF', 'Q15345', 'P57078'})"
"frozenset({'P04792', 'O14920', 'BDNF'})"
"frozenset({'Q4ZG55', 'Q15648', 'BDNF'})"
"frozenset({'P10398', 'Q9BTC0', 'BDNF'})"
"frozenset({'Q13485', 'P49715', 'BDNF'})"
"frozenset({'P11441', 'BDNF', 'Q00325'})"
"frozenset({'P01106', 'P62166', 'BDNF'})"
"frozenset({'BDNF', 'P20700', 'Q9UM73'})"
"frozenset({'Q07627', 'BDNF', 'Q5T754'})"
"frozenset({'P47897', 'BDNF', 'Q15742'})"
"frozenset({'P26440', 'Q86X67', 'BDNF'})"
"frozenset({'Q9HB71', 'BDNF', 'O60308'})"
"frozenset({'P09132', 'BDNF', 'P12814'})"
"frozenset({'P35241', 'Q9H0I9', 'BDNF'})"
"frozenset({'Q14161', 'BDNF', 'Q15653'})"
"frozenset({'P19447', 'Q9UBU9', 'BDNF'})"
"frozenset({'BDNF', 'Q66K79', 'P40227'})"
"frozenset({'O15259', 'Q96Q45', 'BDNF'})"
"frozenset({'P54619', 'O43524', 'BDNF'})"
"frozenset({'Q15173', 'Q9UPR3', 'BDNF'})"
"frozenset({'BDNF', 'Q9UM73', 'Q13574'})"
"frozenset({'BDNF', 'O15438', 'O75110'})"
"frozenset({'Q9Y463', 'Q86VQ1', 'BDNF'})"
"frozenset({'P68402', 'BDNF', 'O95456'})"
"frozenset({'A1A4S6', 'BDNF', 'P63000'})"
"frozenset({'P62314', 'Q15459', 'BDNF'})"
"frozenset({'Q16629', 'BDNF', 'P49759'})"
"frozenset({'P27348', 'BDNF', 'Q9P0V3'})"
"frozenset({'P62979', 'BDNF', 'P31948'})"
"frozenset({'Q9UBC3', 'BDNF', 'Q13330'})"
"frozenset({'BDNF', 'Q9H6U8', 'Q6UWR7'})"
"frozenset({'Q96S44', 'Q96KB5', 'BDNF'})"
"frozenset({'BDNF', 'Q32MK0', 'P07900'})"
"frozenset({'BDNF', 'P49757', 'P05771'})"
"frozenset({'O14965', 'P46937', 'BDNF'})"
"frozenset({'Q9UHD9', 'P06307', 'BDNF'})"
"frozenset({'Q14469', 'BDNF', 'P35914'})"
"frozenset({'Q9UPS6', 'BDNF', 'Q9UBL3'})"
"frozenset({'O00425', 'BDNF', 'P35249'})"
"frozenset({'O75439', 'BDNF', 'Q8WV93'})"
"frozenset({'Q8WXK1', 'BDNF', 'Q8N6Y0'})"
"frozenset({'P52739', 'BDNF', 'P10276'})"
"frozenset({'Q06413', 'P05412', 'BDNF'})"
"frozenset({'Q9UGI0', 'BDNF', 'O15371'})"
"frozenset({'Q13618', 'BDNF', 'Q01546'})"
"frozenset({'O95600', 'Q92831', 'BDNF'})"
"frozenset({'P03372', 'P17480', 'BDNF'})"
"frozenset({'P05543', 'A6ZKI3', 'BDNF'})"
"frozenset({'Q8NH93', 'P62873', 'BDNF'})"
"frozenset({'P34947', 'BDNF', 'Q15208'})"
"frozenset({'Q8NDP4', 'P60409', 'BDNF'})"
"frozenset({'BDNF', 'P05362', 'P42766'})"
"frozenset({'BDNF', 'Q02556', 'O95644'})"
"frozenset({'Q9Y2K1', 'Q99608', 'BDNF'})"
"frozenset({'Q8TC44', 'P78371', 'BDNF'})"
"frozenset({'BDNF', 'P62993', 'P52735'})"
"frozenset({'P22087', 'BDNF', 'Q99575'})"
"frozenset({'P51149', 'P38646', 'BDNF'})"
"frozenset({'Q86X55', 'P03372', 'BDNF'})"
"frozenset({'Q9BQD3', 'Q14533', 'BDNF'})"
"frozenset({'Q9BYG5', 'BDNF', 'Q9BRX9'})"
"frozenset({'BDNF', 'Q02543', 'P62241'})"
"frozenset({'Q9BZL6', 'BDNF', 'P05129'})"
"frozenset({'P78424', 'BDNF', 'Q9H0C1'})"
"frozenset({'BDNF', 'P61952', 'P63096'})"
"frozenset({'Q8WUU8', 'BDNF', 'A8MQ03'})"
"frozenset({'P01106', 'BDNF', 'P00367'})"
"frozenset({'Q8IUC1', 'Q8WU58', 'BDNF'})"
"frozenset({'Q9ULT8', 'BDNF', 'Q8N4C6'})"
"frozenset({'P42263', 'O00560', 'BDNF'})"
"frozenset({'BDNF', 'Q9H079', 'P04350'})"
"frozenset({'Q96CF2', 'P04637', 'BDNF'})"
"frozenset({'Q8TES7', 'Q9Y2D8', 'BDNF'})"
"frozenset({'Q9BUZ4', 'P52435', 'BDNF'})"
"frozenset({'O43592', 'BDNF', 'Q6NXE6'})"
"frozenset({'Q13617', 'BDNF', 'P31942'})"
"frozenset({'Q86Z20', 'Q4VC44', 'BDNF'})"
"frozenset({'O75533', 'BDNF', 'Q9UQ35'})"
"frozenset({'P62140', 'Q9C0J8', 'BDNF'})"
"frozenset({'P33176', 'BDNF', 'Q86VP1'})"
"frozenset({'Q8IX19', 'Q15041', 'BDNF'})"
"frozenset({'P03372', 'BDNF', 'Q6P3W7'})"
"frozenset({'Q9HAC8', 'Q86XT4', 'BDNF'})"
"frozenset({'P55072', 'P61106', 'BDNF'})"
"frozenset({'Q96RT8', 'Q9BSJ2', 'BDNF'})"
"frozenset({'Q03393', 'Q13976', 'BDNF'})"
"frozenset({'Q15788', 'BDNF', 'Q9Y3R0'})"
"frozenset({'Q96CW5', 'Q9BQE3', 'BDNF'})"
"frozenset({'P49815', 'O76071', 'BDNF'})"
"frozenset({'P11171', 'BDNF', 'P14174'})"
"frozenset({'Q96FW1', 'BDNF', 'Q9UNE7'})"
"frozenset({'Q86VM9', 'BDNF', 'Q14694'})"
"frozenset({'BDNF', 'O60739', 'Q9NR31'})"
"frozenset({'Q9Y570', 'P40926', 'BDNF'})"
"frozenset({'BDNF', 'Q8NGI3', 'P22612'})"
"frozenset({'P05556', 'P05162', 'BDNF'})"
"frozenset({'P62899', 'BDNF', 'Q9UHB9'})"
"frozenset({'Q8IWL3', 'Q92841', 'BDNF'})"
"frozenset({'Q9Y490', 'Q05397', 'BDNF'})"
"frozenset({'Q8TC76', 'BDNF', 'Q15717'})"
"frozenset({'P08887', 'P32881', 'BDNF'})"
"frozenset({'BDNF', 'Q16617', 'P41145'})"
"frozenset({'P20671', 'BDNF', 'O95644'})"
"frozenset({'Q9Y2W1', 'P07602', 'BDNF'})"
"frozenset({'P60520', 'BDNF', 'P40429'})"
"frozenset({'BDNF', 'P50552', 'Q15139'})"
"frozenset({'P18146', 'BDNF', 'Q04900'})"
"frozenset({'BDNF', 'P19320', 'Q99729'})"
"frozenset({'P10515', 'Q00987', 'BDNF'})"
"frozenset({'BDNF', 'Q03431', 'P54707'})"
"frozenset({'Q13568', 'Q7L5N1', 'BDNF'})"
"frozenset({'Q53EL6', 'BDNF', 'O14744'})"
"frozenset({'O60287', 'Q9NRC8', 'BDNF'})"
"frozenset({'P04792', 'Q9H492', 'BDNF'})"
"frozenset({'A6NKF1', 'O95801', 'BDNF'})"
"frozenset({'Q9H244', 'BDNF', 'P04899'})"
"frozenset({'Q14129', 'BDNF', 'Q8IYA8'})"
"frozenset({'BDNF', 'Q9UK80', 'O95967'})"
"frozenset({'Q9BSG1', 'BDNF', 'O14744'})"
"frozenset({'P46781', 'BDNF', 'P05362'})"
"frozenset({'Q92633', 'Q9Y6X5', 'BDNF'})"
"frozenset({'Q06830', 'BDNF', 'P30153'})"
"frozenset({'Q9UGN5', 'Q9H3S4', 'BDNF'})"
"frozenset({'Q99941', 'BDNF', 'Q9BXT5'})"
"frozenset({'Q15147', 'P06213', 'BDNF'})"
"frozenset({'BDNF', 'Q9UHK0', 'P59768'})"
"frozenset({'P06493', 'BDNF', 'Q49A88'})"
"frozenset({'Q5T6F2', 'BDNF', 'Q9H6Z9'})"
"frozenset({'BDNF', 'Q567U6', 'P36941'})"
"frozenset({'Q9UKT5', 'BDNF', 'P54274'})"
"frozenset({'Q15843', 'BDNF', 'P55854'})"
"frozenset({'Q7L5N1', 'BDNF', 'P04183'})"
"frozenset({'P60369', 'Q9ULM2', 'BDNF'})"
"frozenset({'BDNF', 'Q9NRY5', 'Q92905'})"
"frozenset({'Q96HR8', 'BDNF', 'Q9P1Y5'})"
"frozenset({'Q00403', 'BDNF', 'Q13887'})"
"frozenset({'Q8IWL3', 'Q96HC4', 'BDNF'})"
"frozenset({'P06748', 'BDNF', 'Q9P270'})"
"frozenset({'Q6UXN9', 'O94842', 'BDNF'})"
"frozenset({'P00533', 'BDNF', 'O75368'})"
"frozenset({'Q8TAT6', 'BDNF', 'O75489'})"
"frozenset({'Q14653', 'P38936', 'BDNF'})"
"frozenset({'BDNF', 'O14905', 'Q9UP38'})"
"frozenset({'BDNF', 'P84022', 'P08603'})"
"frozenset({'P13682', 'BDNF', 'Q9Y250'})"
"frozenset({'Q7L2Z9', 'BDNF', 'Q71F23'})"
"frozenset({'Q9NPD3', 'BDNF', 'Q9HAU5'})"
"frozenset({'P51668', 'BDNF', 'P62837'})"
"frozenset({'Q9Y261', 'P02647', 'BDNF'})"
"frozenset({'Q8IWZ3', 'BDNF', 'P01100'})"
"frozenset({'O76080', 'BDNF', 'Q9HCE7'})"
"frozenset({'P30281', 'BDNF', 'Q9Y2D1'})"
"frozenset({'P34897', 'Q9UJX0', 'BDNF'})"
"frozenset({'Q96CN9', 'BDNF', 'Q9Y2J4'})"
"frozenset({'Q96PV0', 'Q96HA8', 'BDNF'})"
"frozenset({'BDNF', 'Q9HBI0', 'P18564'})"
"frozenset({'P50750', 'BDNF', 'P40763'})"
"frozenset({'P53350', 'Q9Y4E8', 'BDNF'})"
"frozenset({'Q5VT79', 'BDNF', 'P54274'})"
"frozenset({'Q9BSB4', 'P19367', 'BDNF'})"
"frozenset({'Q8N5R6', 'BDNF', 'O14964'})"
"frozenset({'O43432', 'BDNF', 'P54687'})"
"frozenset({'Q8IYM1', 'P52306', 'BDNF'})"
"frozenset({'BDNF', 'Q9NRC1', 'P25963'})"
"frozenset({'O15165', 'BDNF', 'Q9Y6D5'})"
"frozenset({'P54760', 'BDNF', 'P00519'})"
"frozenset({'P04424', 'P47897', 'BDNF'})"
"frozenset({'Q9NZL4', 'P0DMV9', 'BDNF'})"
"frozenset({'P07948', 'BDNF', 'P27635'})"
"frozenset({'O60641', 'BDNF', 'Q16854'})"
"frozenset({'Q96PV6', 'BDNF', 'Q9Y3Y4'})"
"frozenset({'BDNF', 'P19474', 'P49915'})"
"frozenset({'O94810', 'BDNF', 'P18146'})"
"frozenset({'P42224', 'BDNF', 'P78347'})"
"frozenset({'Q9BUH6', 'BDNF', 'P60033'})"
"frozenset({'Q99623', 'BDNF', 'P68371'})"
"frozenset({'P61221', 'BDNF', 'P19623'})"
"frozenset({'P19174', 'BDNF', 'P04629'})"
"frozenset({'Q8IZJ0', 'Q01113', 'BDNF'})"
"frozenset({'Q14814', 'P05412', 'BDNF'})"
"frozenset({'Q9H4A3', 'BDNF', 'Q9HCI7'})"
"frozenset({'Q9Y4K3', 'BDNF', 'Q9BVA1'})"
"frozenset({'BDNF', 'O95967', 'Q969U6'})"
"frozenset({'P06748', 'BDNF', 'P52294'})"
"frozenset({'P06748', 'Q92522', 'BDNF'})"
"frozenset({'BDNF', 'Q9H3D4', 'Q9H2X6'})"
"frozenset({'Q05513', 'Q13164', 'BDNF'})"
"frozenset({'P53350', 'P23588', 'BDNF'})"
"frozenset({'P54577', 'BDNF', 'P11142'})"
"frozenset({'Q96ES7', 'Q9Y4J8', 'BDNF'})"
"frozenset({'P07766', 'BDNF', 'P06241'})"
"frozenset({'P55017', 'BDNF', 'P07900'})"
"frozenset({'P0DP23', 'BDNF', 'P35228'})"
"frozenset({'Q8N122', 'BDNF', 'Q6IAA8'})"
"frozenset({'Q8N9L1', 'BDNF', 'Q567U6'})"
"frozenset({'Q8N6T7', 'O75150', 'BDNF'})"
"frozenset({'P25098', 'Q6IF99', 'BDNF'})"
"frozenset({'Q99593', 'BDNF', 'P35222'})"
"frozenset({'BDNF', 'Q9BYV2', 'O43741'})"
"frozenset({'P04792', 'Q9BS16', 'BDNF'})"
"frozenset({'BDNF', 'P43355', 'Q9NQG6'})"
"frozenset({'P04150', 'Q8TDD1', 'BDNF'})"
"frozenset({'BDNF', 'Q96R05', 'Q8TEW6'})"
"frozenset({'P78527', 'BDNF', 'P12270'})"
"frozenset({'BDNF', 'Q969H8', 'P15336'})"
"frozenset({'Q3ZCQ8', 'Q14BN4', 'BDNF'})"
"frozenset({'O14503', 'BDNF', 'P10606'})"
"frozenset({'P49840', 'BDNF', 'P61981'})"
"frozenset({'O14974', 'BDNF', 'Q16643'})"
"frozenset({'P27348', 'Q05513', 'BDNF'})"
"frozenset({'O14908', 'Q9GZR1', 'BDNF'})"
"frozenset({'BDNF', 'Q96A08', 'Q96P70'})"
"frozenset({'Q9NPF4', 'BDNF', 'O76003'})"
"frozenset({'BDNF', 'P35568', 'P01308'})"
"frozenset({'P07197', 'BDNF', 'P49736'})"
"frozenset({'P61326', 'Q9NYF8', 'BDNF'})"
"frozenset({'Q8TBF2', 'BDNF', 'Q9UNN8'})"
"frozenset({'Q07666', 'BDNF', 'P26368'})"
"frozenset({'BDNF', 'P18074', 'P05161'})"
"frozenset({'Q6PH85', 'Q13618', 'BDNF'})"
"frozenset({'BDNF', 'Q8NB25', 'Q13620'})"
"frozenset({'P83731', 'BDNF', 'P60866'})"
"frozenset({'Q13323', 'Q07820', 'BDNF'})"
"frozenset({'P06748', 'BDNF', 'P11441'})"
"frozenset({'BDNF', 'P35244', 'Q8WY36'})"
"frozenset({'P40337', 'BDNF', 'P29401'})"
"frozenset({'Q9C0J9', 'BDNF', 'Q16526'})"
"frozenset({'Q7L190', 'BDNF', 'Q96QH2'})"
"frozenset({'O95411', 'BDNF', 'P54253'})"
"frozenset({'Q9BTE6', 'BDNF', 'Q9HBI0'})"
"frozenset({'Q8TBB1', 'BDNF', 'Q92823'})"
"frozenset({'BDNF', 'P16591', 'P07900'})"
"frozenset({'Q09472', 'BDNF', 'P12757'})"
"frozenset({'P22607', 'BDNF', 'Q9H4P4'})"
"frozenset({'BDNF', 'P11717', 'P54253'})"
"frozenset({'Q96EL3', 'P48382', 'BDNF'})"
"frozenset({'P50222', 'Q9HBH7', 'BDNF'})"
"frozenset({'Q00994', 'BDNF', 'A1L4K1'})"
"frozenset({'Q8NI22', 'BDNF', 'Q13561'})"
"frozenset({'Q86X55', 'Q09472', 'BDNF'})"
"frozenset({'P05067', 'O75663', 'BDNF'})"
"frozenset({'P49770', 'BDNF', 'P43115'})"
"frozenset({'O75976', 'Q9NRD1', 'BDNF'})"
"frozenset({'Q92731', 'Q15459', 'BDNF'})"
"frozenset({'Q8IWZ5', 'P60409', 'BDNF'})"
"frozenset({'BDNF', 'Q96TA2', 'P03923'})"
"frozenset({'P01889', 'BDNF', 'Q16658'})"
"frozenset({'Q8TBM7', 'BDNF', 'Q14318'})"
"frozenset({'O15294', 'BDNF', 'Q9NQG5'})"
"frozenset({'BDNF', 'Q96GY3', 'Q5TKA1'})"
"frozenset({'P49450', 'BDNF', 'P33778'})"
"frozenset({'BDNF', 'Q8N5C6', 'P27694'})"
"frozenset({'BDNF', 'P02545', 'Q96AG4'})"
"frozenset({'BDNF', 'Q969Y0', 'Q9UN42'})"
"frozenset({'Q04864', 'P48065', 'BDNF'})"
"frozenset({'Q9UIJ7', 'BDNF', 'Q15717'})"
"frozenset({'P49450', 'BDNF', 'P00519'})"
"frozenset({'Q969G3', 'Q92782', 'BDNF'})"
"frozenset({'BDNF', 'Q7L4I2', 'Q9HAU5'})"
"frozenset({'Q9H074', 'P60842', 'BDNF'})"
"frozenset({'Q9BQD3', 'BDNF', 'Q96D59'})"
"frozenset({'Q08J23', 'P05412', 'BDNF'})"
"frozenset({'Q9GZR7', 'BDNF', 'O00567'})"
"frozenset({'Q15084', 'P07550', 'BDNF'})"
"frozenset({'Q53GS9', 'BDNF', 'Q96DI7'})"
"frozenset({'BDNF', 'Q3B820', 'Q96KP6'})"
"frozenset({'Q9BYR7', 'BDNF', 'Q7RTU3'})"
"frozenset({'BDNF', 'O75147', 'Q96AE4'})"
"frozenset({'BDNF', 'P08047', 'P60484'})"
"frozenset({'Q9H3P7', 'BDNF', 'P29083'})"
"frozenset({'Q96GE4', 'BDNF', 'Q9BWT7'})"
"frozenset({'BDNF', 'Q8NH10', 'P32121'})"
"frozenset({'Q16082', 'BDNF', 'Q9NVD7'})"
"frozenset({'P24941', 'BDNF', 'Q96KK5'})"
"frozenset({'O43913', 'BDNF', 'Q9NRR5'})"
"frozenset({'Q96ST3', 'P63165', 'BDNF'})"
"frozenset({'Q96HN2', 'Q8NCP5', 'BDNF'})"
"frozenset({'Q9UKT4', 'BDNF', 'P06733'})"
"frozenset({'Q9H2U1', 'BDNF', 'Q96JB5'})"
"frozenset({'Q14966', 'BDNF', 'O15162'})"
"frozenset({'P10914', 'P14780', 'BDNF'})"
"frozenset({'Q66GS9', 'BDNF', 'Q9UPN4'})"
"frozenset({'Q8IY92', 'Q96IX5', 'BDNF'})"
"frozenset({'BDNF', 'O95613', 'P55036'})"
"frozenset({'Q96S59', 'P04637', 'BDNF'})"
"frozenset({'Q13635', 'P23229', 'BDNF'})"
"frozenset({'P68036', 'BDNF', 'O60573'})"
"frozenset({'Q99436', 'BDNF', 'Q8TAA3'})"
"frozenset({'P11166', 'O94768', 'BDNF'})"
"frozenset({'P63104', 'BDNF', 'Q9UHB6'})"
"frozenset({'Q9NRC8', 'BDNF', 'P49327'})"
"frozenset({'Q6ZVT0', 'BDNF', 'P14373'})"
"frozenset({'Q16186', 'P25786', 'BDNF'})"
"frozenset({'Q969V6', 'O00505', 'BDNF'})"
"frozenset({'Q659A1', 'BDNF', 'P00738'})"
"frozenset({'P52945', 'BDNF', 'Q9UM73'})"
"frozenset({'Q9Y2Y4', 'P09016', 'BDNF'})"
"frozenset({'Q13753', 'BDNF', 'Q496J9'})"
"frozenset({'Q712K3', 'BDNF', 'Q8N806'})"
"frozenset({'BDNF', 'P13798', 'P26639'})"
"frozenset({'Q9BYD6', 'BDNF', 'Q9P015'})"
"frozenset({'Q13114', 'BDNF', 'Q13546'})"
"frozenset({'P0DP23', 'Q9BY12', 'BDNF'})"
"frozenset({'Q13547', 'BDNF', 'O00716'})"
"frozenset({'Q15811', 'P42768', 'BDNF'})"
"frozenset({'P37235', 'BDNF', 'Q7Z3S9'})"
"frozenset({'P21964', 'Q8TC12', 'BDNF'})"
"frozenset({'P11177', 'P20073', 'BDNF'})"
"frozenset({'Q8NEG0', 'P20338', 'BDNF'})"
"frozenset({'BDNF', 'Q15528', 'Q9BTT4'})"
"frozenset({'BDNF', 'P09017', 'O14744'})"
"frozenset({'Q8IXM2', 'BDNF', 'P20700'})"
"frozenset({'Q15040', 'Q7Z3Y8', 'BDNF'})"
"frozenset({'P43630', 'BDNF', 'P01892'})"
"frozenset({'P31944', 'Q96FW1', 'BDNF'})"
"frozenset({'BDNF', 'P57078', 'Q9BPZ7'})"
"frozenset({'P46109', 'P06213', 'BDNF'})"
"frozenset({'Q969Z0', 'BDNF', 'Q7Z6L0'})"
"frozenset({'BDNF', 'Q99549', 'Q9BRU9'})"
"frozenset({'P41597', 'BDNF', 'P32121'})"
"frozenset({'P40429', 'BDNF', 'Q86VP6'})"
"frozenset({'P12110', 'BDNF', 'P08514'})"
"frozenset({'P05496', 'BDNF', 'P00846'})"
"frozenset({'P05556', 'Q9Y6N6', 'BDNF'})"
"frozenset({'BDNF', 'Q5H9F3', 'Q93009'})"
"frozenset({'Q8IWV1', 'BDNF', 'P16410'})"
"frozenset({'Q99972', 'BDNF', 'Q16775'})"
"frozenset({'Q9HCN8', 'BDNF', 'Q9UBS4'})"
"frozenset({'BDNF', 'P22681', 'P16871'})"
"frozenset({'P42226', 'BDNF', 'P07355'})"
"frozenset({'Q14457', 'BDNF', 'Q676U5'})"
"frozenset({'Q9NW97', 'BDNF', 'Q96L08'})"
"frozenset({'P25787', 'BDNF', 'O95456'})"
"frozenset({'P50222', 'BDNF', 'Q06187'})"
"frozenset({'O43379', 'BDNF', 'Q96L14'})"
"frozenset({'P46937', 'BDNF', 'P63165'})"
"frozenset({'P47887', 'BDNF', 'P49407'})"
"frozenset({'P27348', 'BDNF', 'P57078'})"
"frozenset({'P62829', 'P55769', 'BDNF'})"
"frozenset({'Q9UPT5', 'Q99459', 'BDNF'})"
"frozenset({'BDNF', 'Q8N6M8', 'Q96HY6'})"
"frozenset({'BDNF', 'Q96P09', 'P15170'})"
"frozenset({'BDNF', 'Q9UKR5', 'P04183'})"
"frozenset({'Q8WYQ5', 'P78406', 'BDNF'})"
"frozenset({'Q96PN8', 'Q04864', 'BDNF'})"
"frozenset({'P25788', 'Q9Y265', 'BDNF'})"
"frozenset({'O14974', 'BDNF', 'Q96H55'})"
"frozenset({'Q5JTV8', 'BDNF', 'P55809'})"
"frozenset({'P49411', 'Q9UNZ2', 'BDNF'})"
"frozenset({'Q504Q3', 'BDNF', 'Q04837'})"
"frozenset({'BDNF', 'O95248', 'P04629'})"
"frozenset({'Q96FW1', 'BDNF', 'Q9UK80'})"
"frozenset({'P05067', 'Q7Z7B0', 'BDNF'})"
"frozenset({'P55072', 'BDNF', 'P08238'})"
"frozenset({'BDNF', 'Q969S8', 'Q99878'})"
"frozenset({'P0DP24', 'BDNF', 'O00555'})"
"frozenset({'O60477', 'P04637', 'BDNF'})"
"frozenset({'P05060', 'Q8IXL6', 'BDNF'})"
"frozenset({'P04839', 'BDNF', 'Q13554'})"
"frozenset({'Q6XQN6', 'BDNF', 'P54578'})"
"frozenset({'BDNF', 'O76070', 'Q9UK76'})"
"frozenset({'BDNF', 'Q9BVG8', 'Q9H4P4'})"
"frozenset({'Q9BQ66', 'BDNF', 'Q03014'})"
"frozenset({'Q7Z7K2', 'Q9H9S0', 'BDNF'})"
"frozenset({'O15350', 'P49418', 'BDNF'})"
"frozenset({'P05814', 'Q9UBW8', 'BDNF'})"
"frozenset({'Q9BYR7', 'BDNF', 'P29972'})"
"frozenset({'P14625', 'BDNF', 'O15264'})"
"frozenset({'Q00537', 'BDNF', 'Q06190'})"
"frozenset({'P10644', 'Q13418', 'BDNF'})"
"frozenset({'Q92979', 'P15927', 'BDNF'})"
"frozenset({'Q96CW5', 'P62081', 'BDNF'})"
"frozenset({'Q8TBB1', 'BDNF', 'Q8N1B4'})"
"frozenset({'P67870', 'Q8NAV1', 'BDNF'})"
"frozenset({'Q13136', 'Q86W92', 'BDNF'})"
"frozenset({'P50750', 'O75909', 'BDNF'})"
"frozenset({'Q9Y4F4', 'BDNF', 'O60308'})"
"frozenset({'P00533', 'P17275', 'BDNF'})"
"frozenset({'P25098', 'Q8IXE1', 'BDNF'})"
"frozenset({'P05067', 'P10646', 'BDNF'})"
"frozenset({'Q16821', 'BDNF', 'Q93100'})"
"frozenset({'P48764', 'BDNF', 'Q96PU5'})"
"frozenset({'Q3KPI0', 'P11362', 'BDNF'})"
"frozenset({'O15156', 'BDNF', 'P62993'})"
"frozenset({'Q8NEY1', 'BDNF', 'P25054'})"
"frozenset({'P09038', 'BDNF', 'Q02763'})"
"frozenset({'Q9UN30', 'Q8IY63', 'BDNF'})"
"frozenset({'Q14192', 'Q00987', 'BDNF'})"
"frozenset({'BDNF', 'Q9UBE8', 'P54253'})"
"frozenset({'BDNF', 'Q9BX66', 'Q14254'})"
"frozenset({'Q15744', 'BDNF', 'Q9UNS2'})"
"frozenset({'Q9H4L5', 'BDNF', 'Q15717'})"
"frozenset({'Q70EL1', 'Q7LBR1', 'BDNF'})"
"frozenset({'P51659', 'BDNF', 'Q6IQ23'})"
"frozenset({'Q9H6T3', 'BDNF', 'Q16543'})"
"frozenset({'Q7RTY0', 'BDNF', 'O95273'})"
"frozenset({'Q9BWG6', 'Q9BRK4', 'BDNF'})"
"frozenset({'BDNF', 'P43405', 'Q9UHP3'})"
